stock_code,close_price,MA120,MA250,price_x1.1,filter_reason
688283,24.66,23.87,25.48,27.13,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA250
002102,2.46,2.64,2.53,2.71,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600990,19.54,20.99,19.06,21.49,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
600477,2.43,2.55,2.6,2.67,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
000960,14.46,14.51,14.78,15.91,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600535,14.44,14.42,14.46,15.88,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA250
688210,19.2,19.74,20.08,21.12,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600050,4.8,4.94,4.69,5.28,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
600089,11.93,13.06,13.72,13.12,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
000589,4.76,4.85,5.21,5.24,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
300525,14.26,14.75,13.75,15.69,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
003007,28.48,27.47,28.54,31.33,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA250
600956,7.06,7.42,7.8,7.77,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
688069,14.04,15.0,15.05,15.44,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600032,6.99,7.48,7.43,7.69,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600888,6.98,7.09,7.24,7.68,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600362,20.9,21.2,21.75,22.99,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
603053,9.22,9.36,9.41,10.14,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
688459,9.18,9.42,9.05,10.1,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
601158,4.57,4.84,5.0,5.03,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
301025,9.14,9.86,9.96,10.05,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
002252,6.85,7.33,7.25,7.54,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
688687,22.79,24.05,25.64,25.07,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
300369,6.82,7.17,6.75,7.5,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
605090,26.86,27.22,26.99,29.55,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
688538,2.23,2.31,2.23,2.45,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600475,8.91,9.02,9.46,9.8,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
603187,11.07,10.86,12.17,12.18,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA250
600369,4.4,4.4,4.09,4.84,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
301136,10.98,12.98,11.56,12.08,收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
603195,69.68,70.71,71.93,76.65,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
002687,4.33,4.33,4.55,4.76,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600755,6.49,6.49,6.74,7.14,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
000919,6.47,6.57,6.62,7.12,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
688217,19.35,17.96,21.24,21.29,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA250
601700,4.29,4.36,4.41,4.72,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
603055,10.71,11.09,10.68,11.78,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
000020,12.84,12.92,12.71,14.12,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
600168,4.27,4.37,4.26,4.7,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
600056,10.62,11.03,10.82,11.68,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
001258,6.34,6.47,6.55,6.97,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600271,8.41,9.1,8.93,9.25,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600720,8.39,9.05,9.23,9.23,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
300606,18.87,20.31,20.37,20.76,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
000709,2.09,2.09,2.08,2.3,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
603282,14.55,14.95,17.34,16.01,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
688335,8.31,8.82,9.19,9.14,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
301197,14.52,14.55,13.86,15.97,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
688391,29.02,29.95,29.32,31.92,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
002641,4.14,4.29,4.42,4.55,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
300696,14.46,15.32,14.79,15.91,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600161,20.65,22.12,22.93,22.71,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
600426,20.56,22.45,24.55,22.62,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
600968,4.09,4.16,3.88,4.5,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
600863,4.09,4.33,4.31,4.5,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
688298,28.6,30.79,30.11,31.46,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
603167,8.16,8.08,8.25,8.98,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA250
688425,4.06,4.17,3.97,4.47,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
000906,6.08,6.19,6.62,6.69,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
301386,20.25,20.53,20.51,22.28,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
601611,8.05,8.25,7.82,8.86,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
003020,18.1,18.5,18.34,19.91,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
000750,4.02,4.03,3.59,4.42,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
688317,15.99,16.57,16.05,17.59,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600596,7.98,8.09,8.15,8.78,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
301058,9.95,10.29,9.97,10.95,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
603283,61.43,66.71,68.82,67.57,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
603153,17.83,18.12,17.94,19.61,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
002446,5.9,6.42,6.36,6.49,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
301555,23.58,25.87,28.6,25.94,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
002932,17.67,17.99,18.48,19.44,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600550,7.6,8.19,6.22,8.36,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
600500,3.75,4.06,4.02,4.12,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600125,5.61,5.96,5.88,6.17,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
300962,14.96,15.12,14.44,16.46,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
000983,7.46,8.13,9.03,8.21,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
000650,5.59,5.74,5.97,6.15,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
300936,38.67,40.12,37.41,42.54,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
601717,12.86,12.49,13.4,14.15,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA250
601008,3.67,3.73,3.7,4.04,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
603977,11.0,11.73,11.23,12.1,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
688229,38.42,39.32,34.09,42.26,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
001266,21.85,21.14,22.09,24.04,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA250
688586,9.06,9.41,9.33,9.97,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
688349,27.14,27.68,27.0,29.85,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
300053,12.58,13.12,11.55,13.84,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
603878,5.39,5.73,6.46,5.93,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
600211,35.88,36.29,34.88,39.47,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
300438,26.88,28.07,25.22,29.57,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
603231,16.05,16.29,17.39,17.66,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
301176,17.82,18.6,16.85,19.6,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
600329,30.26,31.61,31.27,33.29,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
000672,7.11,7.36,7.06,7.82,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
301046,19.54,20.26,20.73,21.49,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
002151,24.86,26.54,26.71,27.35,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600621,14.2,14.58,14.01,15.62,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
000930,5.32,5.46,5.66,5.85,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
002111,10.63,10.67,10.14,11.69,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
000731,7.07,7.09,6.85,7.78,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
300837,19.34,20.52,21.78,21.27,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
603212,10.52,11.08,11.85,11.57,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
600780,5.26,5.65,6.12,5.79,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
603566,12.23,12.65,14.51,13.45,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
603937,8.73,8.55,8.81,9.6,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA250
600155,6.96,7.14,7.07,7.66,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
002223,34.66,34.62,35.15,38.13,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA250
002706,6.93,6.65,7.01,7.62,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA250
301265,8.63,8.84,8.95,9.49,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
300682,10.34,11.02,10.77,11.37,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600955,13.75,14.36,15.06,15.13,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
002060,3.42,3.62,3.78,3.76,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
600021,8.53,9.13,9.04,9.38,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
300589,11.83,12.29,11.91,13.01,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
300653,20.24,21.42,22.0,22.26,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600308,3.37,3.5,3.42,3.71,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
000998,10.05,10.43,11.22,11.06,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
600925,5.02,5.21,5.18,5.52,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
000068,3.34,3.39,3.44,3.67,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600095,6.66,7.02,6.91,7.33,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
300105,6.66,6.66,6.41,7.33,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
001367,26.53,27.19,25.42,29.18,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
300034,14.89,15.68,15.93,16.38,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
001203,8.27,8.54,9.17,9.1,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
603235,26.38,26.62,25.24,29.02,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
603858,14.78,16.06,16.06,16.26,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
301216,9.85,10.63,11.35,10.84,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
300172,4.91,5.08,5.08,5.4,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
301337,27.81,30.48,32.16,30.59,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
603031,26.08,26.39,27.35,28.69,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
301258,22.82,24.69,25.68,25.1,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
002567,4.88,5.2,5.64,5.37,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
300146,11.36,12.27,13.7,12.5,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
301246,12.97,13.48,15.5,14.27,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
603519,11.3,11.18,11.33,12.43,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA250
300455,12.85,13.0,11.86,14.14,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
002408,4.8,5.18,5.17,5.28,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
601333,3.19,3.43,3.24,3.51,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
603381,20.73,22.45,,22.8,收盘价*1.1 >= MA120 且 收盘价 <= MA120
002304,79.68,82.47,86.32,87.65,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600643,4.78,5.05,4.68,5.26,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
000682,9.56,10.87,10.31,10.52,收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
605005,15.92,15.92,15.81,17.51,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
600877,12.58,12.75,12.17,13.84,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
300631,20.38,20.42,21.1,22.42,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
300463,12.54,13.12,12.72,13.79,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
301047,59.34,63.79,65.78,65.27,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
301057,12.44,12.9,12.4,13.68,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
600516,4.65,4.79,4.75,5.12,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
301446,20.05,20.71,19.51,22.06,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
603151,10.79,10.3,11.21,11.87,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA250
688576,61.6,60.86,66.13,67.76,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA250
001872,19.95,20.55,19.18,21.95,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
603896,19.92,21.65,23.85,21.91,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
002455,7.64,7.75,7.77,8.4,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
301083,13.75,13.99,13.99,15.13,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600783,12.06,12.09,11.25,13.27,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
688356,51.25,55.79,65.02,56.38,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
300569,4.52,4.81,4.84,4.97,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
000703,6.02,6.21,6.57,6.62,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
300531,13.49,14.14,12.52,14.84,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
300405,4.49,4.59,4.67,4.94,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
300584,19.44,20.94,18.91,21.38,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
603730,8.97,9.3,9.39,9.87,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
001331,10.45,10.82,10.89,11.5,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600502,4.45,4.6,4.54,4.9,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
301016,20.73,21.73,17.58,22.8,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
002266,2.96,3.12,3.13,3.26,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
603359,4.43,4.4,4.57,4.87,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA250
600017,2.95,3.01,2.86,3.25,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
601579,10.31,10.53,10.3,11.34,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
000792,16.2,16.49,16.47,17.82,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
603065,7.35,7.85,8.77,8.09,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
000959,2.94,3.02,3.06,3.23,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
603938,10.28,11.13,12.25,11.31,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
300741,16.12,16.7,17.03,17.73,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600031,16.1,16.71,15.82,17.71,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
300032,4.39,4.45,4.12,4.83,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
002088,11.69,11.64,12.43,12.86,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA250
600307,1.46,1.48,1.4,1.61,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
000990,7.29,7.54,7.53,8.02,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
600284,5.83,5.86,5.82,6.41,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
301022,20.37,20.78,21.56,22.41,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
301322,21.8,22.54,22.29,23.98,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
301120,8.71,9.19,9.33,9.58,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
301308,82.63,82.11,85.23,90.89,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA250
002407,11.57,11.7,12.41,12.73,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
688006,17.33,18.03,19.11,19.06,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
603309,11.55,12.01,11.61,12.71,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
603357,8.63,8.87,8.93,9.49,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
601811,14.38,14.54,14.05,15.82,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120
001278,15.79,15.83,16.57,17.37,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
688435,28.7,29.24,30.7,31.57,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
300478,8.61,8.97,9.16,9.47,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
601995,31.5,32.99,32.38,34.65,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
301262,24.33,24.63,25.06,26.76,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
300995,15.73,15.82,16.09,17.3,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
000550,22.86,24.53,24.44,25.15,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
688328,14.27,15.26,16.59,15.7,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
688562,14.25,15.64,15.98,15.68,收盘价*1.1 >= MA120 且 收盘价 <= MA120 且 收盘价 <= MA250
601065,8.55,8.84,9.13,9.41,收盘价*1.1 >= MA120 且 收盘价*1.1 >= MA250 且 收盘价 <= MA120 且 收盘价 <= MA250
