Index,Stock Code
1,002095
2,002326
3,603258
4,603716
5,600624
6,002524
7,002622
8,300288
9,301488
10,603759
11,300206
12,300290
13,300341
14,300733
15,600050
16,600570
17,688066
18,688202
19,688083
20,600055
21,688768
22,300030
23,605088
24,301370
25,002368
26,600131
27,301302
28,603766
29,300559
30,300113
31,688108
32,605589
33,300257
34,688232
35,688162
36,688118
37,300823
38,300126
39,300910
40,300412
41,300321
42,300895
43,301153
44,002541
45,688152
46,600633
47,301333
48,688475
49,300199
50,300789
51,605133
52,600718
53,603800
54,688271
55,002992
56,300036
57,300143
58,688302
59,300460
60,603786
61,300119
62,600861
63,000938
64,001309
65,300687
66,300550
67,300738
68,002518
69,002212
70,300267
71,300404
72,603030
73,300271
74,002919
75,002036
76,300562
77,300147
78,688023
79,002126
80,300016
81,002558
82,301259
83,000029
84,688073
85,300730
86,688277
87,300009
88,300183
89,688562
90,688631
91,300299
92,002373
93,003029
94,603122
95,301291
96,688131
97,605376
98,300616
99,688217
100,300642
101,002065
102,002410
103,001256
104,300075
105,300639
106,300876
107,688051
108,605089
109,300352
110,000912
111,301308
112,002987
113,300520
114,688030
115,300603
116,688139
117,688611
118,300188
119,603596
120,688039
121,688114
122,300369
123,300996
124,300418
125,603690
126,603613
127,300937
128,002439
129,600012
130,002183
131,002010
132,600380
133,603189
134,300479
135,300171
136,688719
137,300149
138,002886
139,301159
140,002091
141,002843
142,002076
143,301251
144,002517
145,600571
146,000555
147,688235
148,300753
149,688046
150,688329
151,600229
152,300608
153,688466
154,300989
155,603150
156,002542
157,300830
158,688058
159,688176
160,001965
161,688227
162,300439
163,300348
164,688700
165,603927
166,300759
167,300852
168,300509
169,300693
170,301182
171,002396
172,003005
173,000099
174,002594
175,603197
176,301349
177,688089
178,688428
179,002448
180,600589
181,300579
182,002232
183,000977
184,601108
185,603327
186,605298
187,300469
188,002191
189,301086
190,300378
191,300302
192,603158
193,301339
194,300017
195,688247
196,603663
197,301162
198,688191
199,301097
200,301248
201,603950
202,002156
203,603000
204,300001
205,300952
206,688626
207,688288
208,300203
209,002264
210,002011
211,300359
212,300047
213,300235
214,300645
215,300467
216,301293
217,002282
218,603738
219,000096
220,688468
221,002642
222,002912
223,688179
224,002354
225,000997
226,300340
227,688292
228,688238
229,603529
230,300169
231,002401
232,688109
233,300807
234,002223
235,002657
236,603179
237,300643
238,301313
239,600645
240,300148
241,688580
242,301111
243,002290
244,000566
245,300599
246,300018
247,300284
248,601633
249,688201
250,688038
251,002279
252,605198
253,002864
254,301380
255,301017
256,300042
257,002757
258,300654
259,002152
260,000988
261,002178
262,002085
263,600850
264,300662
265,601098
266,300523
267,002415
268,300480
269,600756
270,002230
271,301091
272,603079
273,301172
274,603444
275,600133
276,689009
277,600249
278,603630
279,301273
280,300229
281,688273
282,301498
283,001229
284,601965
285,600733
286,603486
287,001696
288,301117
289,600476
290,688026
291,688353
292,300552
293,301169
294,002174
295,300911
296,688071
297,688283
298,300750
299,688553
300,300659
301,300768
302,603322
303,300522
304,603123
305,301221
306,603138
307,300901
308,002805
309,300383
310,300250
311,300961
312,002467
313,300588
314,300002
315,002236
316,300609
317,688338
318,603232
319,002979
320,301236
321,300254
322,688004
323,300264
324,688136
325,300238
326,601702
327,605305
328,301299
329,688161
330,600031
331,601336
332,603387
333,300935
334,300231
335,000779
336,600107
337,688293
338,002268
339,300710
340,688343
341,301331
342,002624
343,300192
344,688326
345,300675
346,300289
347,688568
348,688698
349,600100
350,300702
351,300605
352,002734
353,688777
354,000925
355,688390
356,301335
357,300925
358,300801
359,688188
360,300204
361,300021
362,300872
363,002716
364,300363
365,688289
366,002406
367,001226
368,002219
369,300525
370,300326
371,603701
372,601858
373,300314
374,002227
375,002474
376,300411
377,301165
378,688416
379,600721
380,002908
381,688509
382,300081
383,688192
384,001339
385,300242
386,600271
387,300366
388,300790
389,603127
390,603776
391,688385
392,688317
393,300868
394,301270
395,688314
396,688651
397,002432
398,300246
399,002722
400,301187
401,300079
402,688525
403,301156
404,688575
405,601069
406,300315
407,605166
408,301205
409,300232
410,688013
411,688185
412,688047
413,603275
414,600640
415,605122
416,300573
417,300318
418,002821
419,300577
420,002063
421,603799
422,002920
423,300912
424,300685
425,688681
426,603888
427,603061
428,603059
429,300015
430,300381
431,000504
432,300453
433,603312
434,300884
435,688260
436,002906
437,300401
438,600039
439,300124
440,688336
441,002421
442,300707
443,688690
444,301316
445,002555
446,002530
447,301033
448,301178
449,301070
450,688739
451,688507
452,002074
453,688133
454,002609
455,603758
456,600595
457,300663
458,300048
459,300942
460,002068
461,002901
462,300415
463,300382
464,301139
465,300213
466,300813
467,002311
468,300987
469,300684
470,601166
471,002551
472,301166
473,300689
474,301397
475,300098
476,300585
477,688505
478,600398
479,603005
480,002589
481,002703
482,603019
483,002331
484,300578
485,688359
486,301177
487,300182
488,002683
489,002371
490,300634
491,688613
492,605117
493,300556
494,600415
495,600967
496,300107
497,301234
498,600560
499,601928
500,300661
501,002405
502,002203
503,300039
504,300277
505,300166
506,300261
507,603987
508,002468
509,688581
510,688060
511,002975
512,002600
513,601118
514,300247
515,301095
516,688032
517,300531
518,605566
519,301076
520,301130
521,600941
522,300590
523,300857
524,603829
525,300082
526,300597
527,300981
528,600410
529,002598
530,000607
531,300484
532,688272
533,300677
534,601728
535,002941
536,002243
537,000705
538,002382
539,688171
540,300210
541,300306
542,300073
543,000050
544,300380
545,603151
546,002345
547,002771
548,002284
549,300907
550,688619
551,688701
552,300933
553,688193
554,603602
555,688062
556,688786
557,000766
558,300533
559,603291
560,300022
561,600789
562,002380
563,688266
564,002828
565,002900
566,002315
567,688155
568,300893
569,300519
570,301363
571,300255
572,605199
573,688655
574,600699
575,003007
576,300560
577,301290
578,003004
579,002870
580,300399
581,600152
582,603195
583,600196
584,300845
585,300329
586,300057
587,600732
588,688100
589,002027
590,301209
591,300350
592,688607
593,301061
594,002607
595,000100
596,688657
597,000528
598,002049
599,300440
600,601949
601,603496
602,688052
603,300967
604,688067
605,300940
606,002664
607,300496
608,002865
609,300947
610,600750
611,300450
612,603926
613,301001
614,688600
615,300673
616,000725
617,300014
618,601828
619,605136
620,301031
621,300602
622,301085
623,300849
624,300627
625,300928
626,688096
627,002221
628,300044
629,301213
630,300323
631,600728
632,688539
633,301185
634,688132
635,600535
636,600885
637,002172
638,603280
639,002390
640,300542
641,301448
642,603129
643,301122
644,603286
645,000538
646,688392
647,000603
648,603538
649,002093
650,300890
651,301080
652,600160
653,300365
654,603186
655,603333
656,600338
657,301197
658,300598
659,601360
660,600851
661,301195
662,301277
663,301052
664,603880
665,605179
666,688029
667,002572
668,301323
669,300387
670,688143
671,301456
672,002397
673,301179
674,300468
675,688653
676,300758
677,300691
678,688278
679,301163
680,300272
681,601318
682,601628
683,601600
684,603222
685,603976
686,002745
687,002921
688,300769
689,002723
690,300430
691,603383
692,688638
693,300360
694,603508
695,300099
696,688221
697,300154
698,301167
699,603048
700,600446
701,002995
702,002899
703,002340
704,603118
705,688319
706,688007
707,605507
708,002859
709,600377
710,000596
711,600458
712,603356
713,605299
714,603193
715,601006
716,601698
717,002950
718,300792
719,603357
720,002970
721,603090
722,300541
723,002879
724,600673
725,301306
726,688387
727,300248
728,300085
729,688011
730,601877
731,301053
732,300765
733,300436
734,600886
735,002935
736,000301
737,301328
738,688228
739,603676
740,300130
741,600707
742,002051
743,688223
744,000663
745,002017
746,688327
747,002932
748,300532
749,603223
750,603595
751,600331
752,600590
753,605339
754,300513
755,603379
756,688156
757,300088
758,301289
759,300286
760,301287
761,688588
762,002890
763,688567
764,002560
765,300810
766,002747
767,688211
768,603707
769,600388
770,300442
771,301208
772,002532
773,300729
774,002139
775,688297
776,603648
777,300773
778,300177
779,600713
780,301365
781,603565
782,002824
783,002729
784,603929
785,601688
786,688448
787,300745
788,301336
789,601238
790,688717
791,300771
792,600153
793,688767
794,003028
795,601229
796,688057
797,605555
798,600449
799,002709
800,301133
801,603579
802,603936
803,002361
804,688663
805,600000
806,601288
807,600549
808,301239
809,601900
810,688608
811,300472
812,688503
813,600552
814,002028
815,000676
816,002587
817,300353
818,688459
819,301231
820,600662
821,002773
822,002674
823,301379
824,001287
825,300452
826,688165
827,600025
828,003041
829,000919
830,688206
831,301041
832,688606
833,300612
834,300111
835,300776
836,688098
837,688513
838,688558
839,300713
840,601777
841,688075
842,301387
843,601899
844,301269
845,688450
846,605138
847,300161
848,603119
849,002370
850,002815
851,301388
852,688699
853,601319
854,301237
855,688382
856,300628
857,601236
858,300867
859,002802
860,300788
861,002510
862,002788
863,300803
864,600794
865,002101
866,600191
867,002938
868,300568
869,600350
870,603139
871,300844
872,000970
873,603788
874,600351
875,000338
876,600604
877,301126
878,300086
879,002595
880,300470
881,002099
882,300546
883,300871
884,002845
885,300770
886,600650
887,002053
888,300635
889,300850
890,002177
891,002460
892,002898
893,000576
894,300012
895,002437
896,002766
897,600660
898,600298
899,688207
900,000597
901,600036
902,688565
903,603330
904,688766
905,603699
906,603018
907,300189
908,300811
909,300594
910,600345
911,601519
912,600313
913,000021
914,002782
915,603272
916,600741
917,301042
918,300066
919,002614
920,000030
921,603638
922,600288
923,301263
924,300680
925,688262
926,000151
927,002857
928,002298
929,688686
930,002322
931,300756
932,002376
933,603037
934,603056
935,600488
936,002462
937,600268
938,688375
939,603859
940,600129
941,300449
942,601665
943,301322
944,001373
945,688499
946,603578
947,002531
948,000665
949,600061
950,605058
951,300717
952,603937
953,603206
954,300393
955,603860
956,300184
957,605009
958,002352
959,600742
960,600329
961,300908
962,002412
963,300975
964,301256
965,000153
966,603826
967,002736
968,688122
969,003017
970,002678
971,603600
972,300836
973,601231
974,301093
975,300955
976,600037
977,600052
978,300919
979,002574
980,002819
