序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,838924,广脉科技,26.26,30.0,6.06,149598.0,372230120.31,21.73,26.26,21.87,21.9,20.2,1.83,23.93,91.93,9.48,2824827590.0,1641587073.0,0.0,0.0,41.56,74.37
2,836149,旭杰科技,15.08,30.0,3.48,154599.0,217065154.07,24.83,15.08,12.2,12.31,11.6,4.24,31.59,217.74,6.0,1131235248.0,738102528.0,0.0,0.0,-19.79,31.02
3,839493,并行科技,182.09,30.0,42.02,66897.0,1159769285.76,15.77,182.09,160.0,162.04,140.07,0.89,20.62,2636.87,30.59,10603100700.0,5906192577.0,0.0,0.0,127.9,157.15
4,835305,云创数据,34.73,29.98,8.01,248263.0,790138695.11,23.95,34.73,28.33,29.0,26.72,1.98,30.61,-114.17,5.93,4597422821.0,2816633389.0,0.0,0.0,47.85,71.0
5,873167,新赣江,24.59,29.97,5.67,107663.0,236900180.67,26.37,24.59,19.6,20.6,18.92,2.38,25.77,64.47,3.69,1742478138.0,1027416110.0,0.0,0.0,33.13,74.77
6,832149,利尔达,14.72,25.6,3.0,345786.0,458581788.93,28.07,14.99,11.7,11.7,11.72,2.23,29.96,-95.8,8.32,6206393600.0,1698845887.0,0.14,-0.67,5.14,65.95
7,837092,汉鑫科技,57.2,25.58,11.65,72766.0,368462609.65,24.46,57.35,46.21,47.51,45.55,1.43,22.79,607.78,9.24,3550958840.0,1826379126.0,0.35,4.02,24.95,63.43
8,920116,星图测控,64.19,23.68,12.29,103000.0,605141239.9,30.21,67.43,51.75,52.49,51.9,2.09,39.43,109.43,16.71,7325683750.0,1676963750.0,0.16,-0.17,827.6,827.6
9,835207,众诚科技,25.16,22.73,4.66,152795.0,359108091.91,18.44,25.16,21.38,21.55,20.5,2.4,27.52,-64.32,7.76,2364914200.0,1396995615.0,0.28,0.6,13.95,40.72
10,300078,思创医惠,3.94,20.12,0.66,1752913.0,661217250.72,19.51,3.94,3.3,3.36,3.28,3.59,15.84,-11.72,5.55,4432863386.0,4360570265.0,0.0,0.0,6.49,29.61
11,300271,华宇软件,8.98,20.05,1.5,643168.0,543526014.32,17.65,8.98,7.66,7.7,7.48,2.34,8.07,-20.76,1.8,7290508844.0,7159237686.0,0.0,0.0,2.39,27.92
12,688365,光云科技,17.74,20.03,2.96,681926.0,1121107550.0,20.3,17.74,14.74,15.0,14.78,1.56,16.01,-101.64,7.76,7554129894.0,7554129894.0,0.0,0.0,100.68,56.85
13,688327,云从科技-UW,16.67,20.01,2.78,762175.0,1215443419.0,15.05,16.67,14.58,14.95,13.89,1.19,10.14,-25.49,13.51,17285769579.0,12535987696.0,0.0,0.0,34.33,37.77
14,688078,龙软科技,34.78,20.01,5.8,62787.0,207530860.0,13.18,34.78,30.96,31.98,28.98,4.42,8.61,38.76,3.35,2535218540.0,2535218540.0,0.0,0.0,15.59,32.7
15,688229,博睿数据,53.68,20.01,8.95,22896.0,115779666.0,17.17,53.68,46.0,46.0,44.73,1.24,5.16,-28.3,4.97,2383392000.0,2383392000.0,0.0,0.0,20.09,28.39
16,301220,亚香股份,58.36,20.01,9.73,91402.0,469076654.1,20.48,58.36,48.4,50.76,48.63,1.23,19.4,78.35,2.92,4715488000.0,2749339542.0,0.0,0.0,86.75,57.64
17,300766,每日互动,47.93,20.01,7.99,1251341.0,5503022307.2,17.35,47.93,41.0,41.01,39.94,1.66,35.18,2221.53,11.63,18796840243.0,17047408711.0,0.0,0.0,216.58,228.06
18,688272,富吉瑞,21.48,20.0,3.58,71453.0,144713980.0,19.22,21.48,18.04,18.05,17.9,5.98,9.4,111.59,3.25,1632480000.0,1632480000.0,0.0,0.0,12.28,31.22
19,688158,优刻得-W,28.68,20.0,4.78,1439930.0,4037809000.0,7.45,28.68,26.9,28.59,23.9,9.34,35.8,-58.97,5.25,12994766923.0,11536928881.0,0.0,0.0,90.56,105.15
20,688114,华大智造,66.0,20.0,11.0,94733.0,579123410.0,19.09,66.0,55.5,55.95,55.0,1.81,4.45,-44.5,3.43,27490066230.0,14053544274.0,0.0,0.0,31.71,41.06
21,688023,安恒信息,80.64,20.0,13.44,214970.0,1637145867.0,16.65,80.64,69.45,69.56,67.2,2.0,21.06,-18.41,3.51,8247246013.0,8230565549.0,0.0,0.0,62.71,97.65
22,301536,星宸科技,89.04,20.0,14.84,107315.0,864074981.62,22.95,89.04,72.01,74.22,74.2,1.03,28.32,143.29,12.95,37491182400.0,3374203478.0,0.0,0.0,81.23,11.44
23,300937,药易购,32.22,20.0,5.37,167311.0,503065757.39,22.53,32.22,26.17,26.84,26.85,5.89,26.71,165.94,3.64,3082380494.0,2018514436.0,0.0,0.0,13.45,28.78
24,300451,创业慧康,5.94,20.0,0.99,2544207.0,1418969812.5,15.96,5.94,5.15,5.22,4.95,2.56,16.66,130.82,1.98,9201800670.0,9068560994.0,0.0,0.0,2.77,32.59
25,300244,迪安诊断,14.88,20.0,2.48,1064661.0,1450111758.68,19.68,14.88,12.44,12.58,12.4,5.39,21.23,53.3,1.32,9299694008.0,7461710828.0,0.0,0.0,9.98,31.1
26,688316,青云科技-U,70.64,19.99,11.77,6684.0,47215988.0,0.0,70.64,70.64,70.64,58.87,0.43,1.86,-40.35,28.24,3376569960.0,2539099701.0,0.0,0.0,86.19,110.87
27,688151,华强科技,18.49,19.99,3.08,122639.0,222467444.0,8.37,18.49,17.2,18.35,15.41,15.08,12.01,173.09,1.52,6369805000.0,1888812668.0,0.0,0.0,7.38,19.06
28,300251,光线传媒,16.75,19.99,2.79,3637833.0,5553004445.16,18.19,16.75,14.21,14.25,13.96,1.67,13.05,79.96,5.52,49137941236.0,46685991180.0,0.0,0.0,80.11,77.44
29,300846,首都在线,22.22,19.98,3.7,1888094.0,3914243666.71,15.23,22.22,19.4,20.11,18.52,2.44,48.38,-56.96,10.36,11120268973.0,8671527272.0,0.0,0.0,58.49,59.74
30,300603,立昂技术,13.34,19.96,2.22,1142618.0,1452272321.67,19.24,13.34,11.2,11.42,11.12,3.65,30.84,841.57,4.3,6200408402.0,4942070080.0,0.0,0.0,29.77,19.75
31,839680,广道数字,21.81,19.25,3.52,138405.0,279112907.35,19.96,22.0,18.35,18.89,18.29,2.15,29.51,-46.74,2.28,1461267819.0,1022743833.0,0.05,0.09,-21.46,47.56
32,688039,当虹科技,40.58,19.0,6.48,156425.0,583396835.0,20.88,40.92,33.8,34.11,34.1,1.88,13.98,-49.04,3.87,4541588086.0,4541588086.0,0.0,-0.81,40.12,49.91
33,688323,瑞华泰,15.02,17.62,2.25,107384.0,156084295.0,20.44,15.32,12.71,12.77,12.77,8.41,5.97,-41.66,3.27,2703603364.0,2703603364.0,0.13,0.2,-4.94,22.21
34,688084,晶品特装,70.12,17.43,10.41,40782.0,269404113.0,21.02,71.65,59.1,61.0,59.71,3.2,11.07,-144.17,3.32,5305213708.0,2583869410.0,0.0,-0.54,21.48,24.55
35,300925,法本信息,31.29,17.1,4.57,908628.0,2639028526.62,18.04,31.99,27.17,27.7,26.72,1.85,27.49,91.53,6.39,13414302889.0,10343804801.0,0.03,0.26,8.83,40.44
36,430564,天润科技,22.13,16.9,3.2,73159.0,156194952.0,17.22,22.51,19.25,19.69,18.93,1.99,21.66,-82.53,5.45,1646273228.0,747605773.0,0.27,0.59,-4.57,53.68
37,301550,斯菱股份,112.4,15.58,15.15,82445.0,858804250.74,19.53,112.99,94.0,95.88,97.25,1.59,15.01,67.77,7.28,12364000000.0,6174323080.0,0.26,0.27,115.49,54.42
38,300168,万达信息,9.44,15.54,1.27,1395088.0,1261926930.09,14.81,9.6,8.39,8.49,8.17,3.62,9.69,-18.26,7.69,13610376069.0,13585883225.0,0.32,0.43,9.51,18.89
39,833030,立方控股,21.56,15.36,2.87,78394.0,157666298.29,19.8,22.0,18.3,18.68,18.69,2.71,14.01,-30.57,3.48,1988764168.0,1206201279.0,-0.19,-0.19,8.56,39.1
40,835670,数字人,21.45,14.95,2.79,151845.0,310768956.55,21.6,22.48,18.45,18.75,18.66,2.53,22.89,-231.79,9.56,2277612480.0,1422744630.0,-0.19,0.23,9.55,39.2
41,301596,瑞迪智驱,159.01,14.33,19.93,76524.0,1144641209.45,23.73,166.0,132.99,135.0,139.08,2.01,55.53,89.55,10.9,8764324629.0,2191081157.0,0.39,-0.37,33.0,59.01
42,300079,数码视讯,6.64,14.09,0.82,1628074.0,1029560120.78,13.4,6.66,5.88,5.91,5.82,3.76,12.7,318.59,2.25,9478722588.0,8509024916.0,0.0,0.3,7.97,22.74
43,430556,雅达股份,8.86,14.03,1.09,127973.0,110221713.95,10.17,8.95,8.16,8.16,7.77,3.95,10.83,58.36,2.81,1429252672.0,1046950220.0,-0.11,0.11,-3.8,16.12
44,870436,大地电气,19.59,14.03,2.41,92361.0,169266815.72,19.44,20.18,16.84,17.06,17.18,3.26,10.39,-62.48,4.35,1850784840.0,1740927078.0,-0.31,-0.46,31.12,16.47
45,300214,日科化学,6.79,13.93,0.83,482788.0,315763358.75,16.95,7.03,6.02,6.02,5.96,5.74,11.96,-45.27,1.28,3158454149.0,2740198446.0,0.0,0.0,13.74,21.47
46,688228,开普云,67.55,13.82,8.2,104550.0,684712280.0,20.15,71.22,59.26,59.9,59.35,1.32,15.48,-212.69,3.66,4560857112.0,4560857112.0,0.37,1.15,58.87,51.59
47,300753,爱朋医疗,22.4,13.07,2.59,223470.0,479743811.34,16.0,22.87,19.7,19.9,19.81,2.79,27.12,556.2,4.08,2823475200.0,1845959629.0,0.0,0.18,46.21,27.06
48,688343,云天励飞-U,73.1,13.04,8.43,483083.0,3400693353.0,14.92,74.55,64.9,67.0,64.67,1.6,18.73,-45.78,6.46,25960274932.0,18849596190.0,-0.8,-1.08,107.91,47.38
49,688244,永信至诚,35.6,13.02,4.1,68415.0,228698039.0,12.0,35.6,31.82,31.82,31.5,1.64,13.83,-86.43,3.69,3639537342.0,1761665359.0,0.11,0.94,16.19,39.06
50,300984,金沃股份,70.35,12.89,8.03,46628.0,307963522.73,15.74,71.41,61.6,62.98,62.32,1.13,8.11,217.99,6.4,6208317291.0,4044097749.0,0.11,-0.03,160.94,75.0
51,300235,方直科技,13.34,12.76,1.51,544447.0,710712871.97,20.71,14.2,11.75,11.76,11.83,3.94,26.8,134.46,4.76,3358300111.0,2709781053.0,0.0,-0.37,19.11,23.75
52,300057,万顺新材,6.3,12.7,0.71,2033226.0,1236325792.05,12.16,6.54,5.86,6.15,5.59,9.59,28.36,-116.08,1.04,5603489262.0,4516137770.0,0.0,0.32,4.3,30.71
53,301336,趣睡科技,60.61,12.7,6.83,41651.0,250664883.65,14.52,64.5,56.69,56.86,53.78,2.38,16.18,95.38,3.02,2424400000.0,1560502881.0,0.03,0.02,73.82,12.26
54,300042,朗科科技,22.2,12.69,2.5,260717.0,567811363.25,15.13,23.19,20.21,20.3,19.7,3.16,13.01,-48.92,4.2,4448880000.0,4448880000.0,0.0,0.36,-2.55,-3.9
55,834415,恒拓开源,20.75,12.47,2.3,173510.0,344606378.06,16.26,21.03,18.03,18.1,18.45,2.43,16.36,215.03,5.59,2915613355.0,2200363906.0,0.19,0.1,-15.99,36.78
56,688416,恒烁股份,48.2,12.43,5.33,113751.0,542250799.0,12.34,49.99,44.7,46.0,42.87,1.85,23.8,-28.57,2.78,3983116848.0,2304040831.0,0.0,0.12,39.91,23.59
57,300674,宇信科技,24.37,12.3,2.67,898346.0,2057859065.65,14.75,24.83,21.63,22.06,21.7,2.44,12.78,49.08,4.17,17157870552.0,17136447129.0,0.0,1.25,-7.37,24.85
58,688058,宝兰德,41.5,12.13,4.49,80819.0,308414899.0,20.7,41.84,34.18,36.8,37.01,1.72,10.4,-44.11,4.36,3225833886.0,3225833886.0,0.0,-0.67,11.47,50.91
59,300067,安诺其,5.92,11.91,0.63,1858820.0,1066167907.5,11.15,6.1,5.51,5.58,5.29,2.49,19.83,417.59,2.67,6833897478.0,5549903392.0,0.0,-0.17,-5.43,-4.05
60,300061,旗天科技,14.25,11.85,1.51,846921.0,1197638976.44,16.33,14.98,12.9,12.97,12.74,2.71,13.65,-351.6,12.56,9390659897.0,8842691238.0,0.0,0.92,-19.45,10.47
61,430478,峆一药业,19.89,11.74,2.09,58202.0,112930421.99,10.79,20.36,18.44,18.6,17.8,4.21,17.26,22.42,2.37,1118225745.0,670663392.0,0.0,0.1,-13.52,18.6
62,688277,天智航-U,12.18,11.54,1.26,164809.0,193043516.0,12.64,12.36,10.98,10.98,10.92,2.66,3.67,-53.89,4.64,5473593817.0,5473593817.0,-0.25,-0.16,16.67,21.92
63,872953,国子软件,42.0,11.52,4.34,82288.0,331754911.69,10.65,42.0,37.99,38.38,37.66,1.9,31.72,109.49,7.55,3860005800.0,1089656400.0,0.0,0.29,-1.43,43.34
64,832171,志晟信息,26.23,11.38,2.68,185147.0,469044415.26,16.99,27.0,23.0,23.55,23.55,2.6,28.08,-25.84,12.27,2629117754.0,1729265420.0,-0.11,-0.79,-4.76,26.05
65,300632,光莆股份,13.44,11.17,1.35,273246.0,344240332.48,11.66,13.51,12.1,12.15,12.09,2.09,12.35,42.9,2.29,4101640973.0,2973069900.0,-0.44,1.9,4.84,21.19
66,688620,安凯微,21.01,11.16,2.11,1065963.0,2070094196.0,22.06,22.27,18.1,18.9,18.9,1.96,46.67,-276.0,5.58,8235920000.0,4798652905.0,-0.19,-0.24,121.86,109.05
67,301162,国能日新,48.7,11.16,4.89,71553.0,353434868.25,11.16,52.55,47.66,47.88,43.81,5.02,11.57,68.76,4.33,4878995572.0,3012303387.0,0.16,0.25,16.59,7.03
68,301378,通达海,33.33,11.1,3.33,96417.0,317955816.8,15.33,34.8,30.2,30.2,30.0,3.87,21.98,-49.54,2.37,3219678000.0,1461924093.0,0.0,0.03,-19.67,16.38
69,688073,毕得医药,54.35,10.65,5.23,26073.0,137113229.0,11.52,54.99,49.33,49.38,49.12,1.16,6.03,44.18,2.47,4939488224.0,2349777248.0,-0.26,-0.31,27.46,10.56
70,430300,辰光医疗,13.22,10.63,1.27,85335.0,109634285.76,13.22,13.47,11.89,11.95,11.95,3.13,14.2,-53.62,4.16,1134899006.0,794431668.0,-0.15,0.3,-8.07,13.97
71,831175,派诺科技,18.8,10.46,1.78,67937.0,123568870.82,8.99,18.88,17.35,17.36,17.02,1.96,13.6,280.59,2.03,1496668000.0,938975945.0,0.0,-0.21,-12.07,1.51
72,688561,奇安信-U,36.26,10.45,3.43,244748.0,847817421.0,12.24,36.42,32.4,33.48,32.83,1.63,3.57,-15.84,2.76,24844350390.0,24844350390.0,-0.08,-0.03,9.12,35.15
73,430198,微创光电,14.15,10.29,1.32,109826.0,148206202.34,10.37,14.19,12.86,12.86,12.83,1.76,15.63,-30.71,5.97,2283298789.0,993957949.0,-0.07,0.35,-11.29,35.8
74,836422,润普食品,10.84,10.27,1.01,44538.0,46020385.58,10.89,10.87,9.8,9.84,9.83,2.19,6.73,98.74,2.31,959152576.0,717854176.0,0.37,0.65,-20.64,9.94
75,601929,吉视传媒,2.16,10.2,0.2,2072530.0,443054036.0,4.59,2.16,2.07,2.16,1.96,1.71,5.94,-18.26,1.36,7537942443.0,7537942443.0,0.0,0.0,9.64,15.51
76,000785,居然智家,3.8,10.14,0.35,1935342.0,722667555.41,7.83,3.8,3.53,3.53,3.45,1.66,3.28,24.25,1.17,23662785493.0,22412187755.0,0.0,0.0,24.18,6.44
77,600193,创兴资源,3.59,10.12,0.33,160007.0,55582921.0,8.9,3.59,3.3,3.3,3.26,0.74,3.76,-58.3,5.51,1527089070.0,1527089070.0,0.0,0.0,-21.96,5.9
78,688232,新点软件,36.24,10.12,3.33,82269.0,296068487.0,7.41,37.44,35.0,35.06,32.91,2.07,4.74,-645.8,2.24,11959200000.0,6286942452.0,-0.3,-0.49,-5.21,25.01
79,002571,德力股份,4.68,10.12,0.43,429668.0,193388228.96,10.35,4.68,4.24,4.27,4.25,3.14,14.4,-41.99,1.53,1834329276.0,1396072960.0,0.0,0.0,-5.45,14.15
80,002775,文科股份,3.81,10.12,0.35,196409.0,74115248.92,9.25,3.81,3.49,3.49,3.46,1.96,4.48,283.81,10.43,2298782725.0,1672014865.0,0.0,0.0,10.12,-1.04
81,600589,大位科技,4.47,10.1,0.41,2372738.0,1044404003.0,11.58,4.47,4.0,4.15,4.06,3.13,16.05,-178.25,10.9,6608760408.0,6608760408.0,0.0,0.0,1.82,-2.4
82,002059,云南旅游,5.57,10.08,0.51,345691.0,188719481.46,10.28,5.57,5.05,5.06,5.06,2.51,3.41,31.0,3.53,5639261908.0,5639261908.0,0.0,0.0,-5.43,3.34
83,002630,华西能源,4.37,10.08,0.4,1353608.0,569896046.65,10.83,4.37,3.94,3.95,3.97,1.55,12.77,50.87,8.22,5160096000.0,4630839007.0,0.0,0.0,18.75,25.57
84,000564,供销大集,2.95,10.07,0.27,7801415.0,2199109307.43,10.82,2.95,2.66,2.68,2.68,1.98,5.3,-359.95,3.23,53271286894.0,43409340659.0,0.0,0.0,12.6,-14.49
85,600979,广安爱众,5.14,10.06,0.47,1646613.0,805718069.0,9.42,5.14,4.7,4.7,4.67,2.79,13.36,20.25,1.42,6484916949.0,6333815321.0,0.0,0.0,33.16,11.26
86,600846,同济科技,8.97,10.06,0.82,406407.0,358007837.0,9.69,8.97,8.18,8.18,8.15,9.91,6.5,13.71,1.41,5604110799.0,5604110799.0,0.0,0.0,4.42,4.06
87,600696,岩石股份,9.96,10.06,0.91,205431.0,196260935.0,8.95,9.96,9.15,9.3,9.05,1.67,6.14,-33.07,6.29,3331315533.0,3331315533.0,0.0,0.0,-43.7,-19.02
88,600812,华北制药,6.35,10.05,0.58,655657.0,407963160.0,7.97,6.35,5.89,5.92,5.77,1.69,3.82,79.75,2.03,10894887850.0,10894887850.0,0.0,0.0,6.54,22.82
89,600624,复旦复华,6.9,10.05,0.63,201670.0,135539364.0,10.05,6.9,6.27,6.27,6.27,0.67,2.95,-110.01,6.12,4724512869.0,4724512869.0,0.0,0.0,18.35,5.02
90,603985,恒润股份,12.38,10.04,1.13,89383.0,105987809.0,9.78,12.38,11.28,11.41,11.25,1.16,2.03,-55.55,1.67,5457822077.0,5457822077.0,0.0,0.0,-11.06,5.99
91,002306,中科云网,2.74,10.04,0.25,1333661.0,349853996.34,10.04,2.74,2.49,2.65,2.49,2.04,16.4,-46.33,754.38,2383149250.0,2228012880.0,0.0,0.0,-17.96,-4.86
92,002175,东方智造,5.81,10.04,0.53,3658044.0,2005658493.32,9.85,5.81,5.29,5.42,5.28,2.09,28.65,164.09,12.09,7418096024.0,7418052449.0,0.0,0.0,93.02,39.0
93,003032,传智教育,8.99,10.04,0.82,381361.0,328424160.41,9.91,8.99,8.18,8.2,8.17,1.37,13.95,-65.83,2.69,3618003025.0,2458481213.0,0.0,0.0,-18.05,-7.32
94,000029,深深房Ａ,15.57,10.04,1.42,117130.0,176863362.75,10.11,15.57,14.14,14.14,14.15,2.66,1.31,2353.95,4.26,15751546200.0,13883146200.0,0.0,0.0,-16.51,3.39
95,603803,瑞斯康达,12.61,10.03,1.15,391881.0,491851841.0,4.19,12.61,12.13,12.61,11.46,0.72,9.22,-62.41,3.22,5412628849.0,5357781654.0,0.0,0.0,55.3,32.18
96,002599,盛通股份,9.54,10.03,0.87,878114.0,788372217.68,13.03,9.54,8.41,8.52,8.67,0.97,21.79,8505.54,3.55,5128577280.0,3843796374.0,0.0,0.0,20.45,28.4
97,000903,云内动力,3.29,10.03,0.3,2457021.0,779829907.29,8.03,3.29,3.05,3.13,2.99,2.53,12.8,-14.83,2.43,6414740579.0,6317660822.0,0.0,0.0,1.54,-4.36
98,002229,鸿博股份,13.38,10.03,1.22,407578.0,525302726.6,9.05,13.38,12.28,12.36,12.16,1.09,8.26,-80.28,4.47,6639042109.0,6598538347.0,0.0,0.0,-7.4,11.59
99,603300,海南华铁,7.24,10.03,0.66,469384.0,339833907.0,0.0,7.24,7.24,7.24,6.58,0.7,2.38,22.0,2.36,14283129855.0,14283129855.0,0.0,0.0,21.27,25.26
100,600120,浙江东方,7.46,10.03,0.68,7616285.0,5501080809.0,11.95,7.46,6.65,6.78,6.78,3.89,22.3,45.68,1.63,25478745930.0,25478745930.0,0.0,0.0,40.75,60.09
101,002036,联创电子,12.29,10.03,1.12,3160867.0,3703921717.58,10.38,12.29,11.13,11.2,11.17,9.53,30.01,-211.44,4.85,13019660286.0,12943899417.0,0.0,0.0,9.15,30.74
102,002879,长缆科技,17.01,10.03,1.55,143278.0,239922608.4,11.64,17.01,15.21,15.47,15.46,2.15,10.39,44.29,1.94,3284760956.0,2345406925.0,0.0,0.0,17.07,13.1
103,603729,龙韵股份,17.89,10.02,1.63,146492.0,252272087.0,9.35,17.89,16.37,16.4,16.26,0.79,15.69,475.47,4.56,1669816820.0,1669816820.0,0.0,0.0,10.16,21.87
104,603716,塞力医疗,9.44,10.02,0.86,443988.0,408915091.0,8.04,9.44,8.75,8.85,8.58,2.08,23.25,-24.14,1.85,1802929118.0,1802929118.0,0.0,0.0,25.53,30.75
105,000818,航锦科技,24.59,10.02,2.24,77273.0,190013347.99,0.0,24.59,24.59,24.59,22.35,0.24,1.14,307.4,4.96,16700446040.0,16656464366.0,0.0,0.0,24.89,28.74
106,603881,数据港,24.7,10.02,2.25,942452.0,2302886012.0,6.77,24.7,23.18,23.42,22.45,1.49,15.74,105.53,4.62,14786593225.0,14786593225.0,0.0,0.0,46.24,9.05
107,002835,同为股份,21.52,10.02,1.96,108666.0,222176529.0,10.99,21.52,19.37,19.57,19.56,1.23,8.54,24.1,4.17,4723509395.0,2739149033.0,0.0,0.0,23.68,12.08
108,002987,京北方,16.58,10.02,1.51,356217.0,569843997.76,9.69,16.58,15.12,15.24,15.07,2.56,5.92,34.15,3.79,10269085180.0,9982609938.0,0.0,0.0,3.69,16.51
109,000419,通程控股,6.04,10.02,0.55,606986.0,360356212.48,10.2,6.04,5.48,5.52,5.49,2.9,11.17,16.84,0.96,3283239236.0,3283239236.0,0.0,0.0,8.44,5.78
110,603390,通达电气,12.3,10.02,1.12,702075.0,838167283.0,7.87,12.3,11.42,11.94,11.18,8.91,20.07,194.22,2.74,4325565403.0,4301989760.0,0.0,0.0,23.62,12.02
111,603119,浙江荣泰,31.08,10.02,2.83,250350.0,748990221.0,10.9,31.08,28.0,28.25,28.25,1.71,12.28,50.91,6.4,11305106022.0,6336574332.0,0.0,0.0,48.28,38.81
112,600785,新华百货,12.85,10.02,1.17,475891.0,577542955.0,12.33,12.85,11.41,11.6,11.68,5.27,21.09,19.96,1.3,2899361948.0,2899361948.0,0.0,0.0,4.81,-1.68
113,603090,宏盛股份,20.32,10.02,1.85,49674.0,97905278.0,8.07,20.32,18.83,19.6,18.47,2.58,4.97,31.91,3.52,2032000000.0,2032000000.0,0.0,0.0,19.18,16.05
114,605300,佳禾食品,14.28,10.02,1.3,118137.0,161604507.0,11.63,14.28,12.77,12.98,12.98,3.92,2.95,51.83,2.65,5712142800.0,5712142800.0,0.0,0.0,12.18,6.25
115,603958,哈森股份,14.61,10.02,1.33,91396.0,128882222.0,9.49,14.61,13.35,13.44,13.28,1.96,4.17,-58.01,4.21,3204849600.0,3204849600.0,0.0,0.0,7.9,-17.88
116,600986,浙文互联,8.13,10.01,0.74,2875597.0,2229125755.0,10.55,8.13,7.35,7.6,7.39,1.69,21.74,57.53,2.37,12092351124.0,10751320201.0,0.0,0.0,38.74,35.95
117,002261,拓维信息,24.72,10.01,2.25,175123.0,432904945.92,0.0,24.72,24.72,24.72,22.47,0.14,1.55,2114.48,11.96,31049642594.0,27878321087.0,0.0,0.0,0.69,35.01
118,002335,科华数据,33.84,10.01,3.08,443364.0,1459190817.15,7.61,33.84,31.5,32.43,30.76,1.63,11.06,49.21,3.56,15619612182.0,13564113798.0,0.0,0.0,25.94,17.01
119,605069,正和生态,9.01,10.01,0.82,191242.0,165696665.0,10.01,9.01,8.19,8.19,8.19,1.03,22.72,359.46,1.83,1907396980.0,758293115.0,0.0,0.0,1.01,18.09
120,000032,深桑达Ａ,20.11,10.01,1.83,518263.0,1034432437.08,7.0,20.11,18.83,19.3,18.28,2.71,8.04,-135.56,3.78,22884360196.0,12966200239.0,0.0,0.0,2.29,14.0
121,605398,新炬网络,40.88,10.01,3.72,5361.0,21916177.0,0.0,40.88,40.88,40.88,37.16,0.07,0.33,200.7,6.4,6651845574.0,6651845574.0,0.0,0.0,129.02,88.21
122,000710,贝瑞基因,10.55,10.01,0.96,343927.0,359263151.6,4.69,10.55,10.1,10.2,9.59,2.0,10.81,269.34,1.99,3729651456.0,3357628156.0,0.0,0.0,7.76,24.85
123,605186,健麾信息,23.08,10.01,2.1,52338.0,116560505.0,9.91,23.08,21.0,21.04,20.98,1.71,3.85,73.45,2.93,3138880000.0,3138880000.0,0.0,0.0,-14.17,14.77
124,000856,冀东装备,11.87,10.01,1.08,692449.0,801165079.61,12.7,11.87,10.5,10.78,10.79,0.99,30.5,179.87,6.48,2694490000.0,2694490000.0,0.0,0.0,45.29,72.03
125,603214,爱婴室,24.29,10.01,2.21,89623.0,210391307.0,10.28,24.29,22.02,22.13,22.08,1.59,6.47,52.7,3.07,3365137474.0,3365137474.0,0.0,0.0,27.04,7.67
126,002929,润建股份,39.02,10.01,3.55,88217.0,344195370.37,0.03,39.02,39.01,39.01,35.47,0.57,4.14,28.47,1.77,10997048390.0,8322785806.0,0.0,0.0,24.98,16.06
127,600694,大商股份,27.15,10.01,2.47,87047.0,228963361.0,9.32,27.15,24.85,24.87,24.68,1.94,2.78,12.0,0.98,8499377303.0,8499377303.0,0.0,0.0,36.43,2.96
128,002881,美格智能,58.92,10.01,5.36,23076.0,135961376.28,0.0,58.92,58.92,58.92,53.56,0.41,1.27,126.64,10.1,15425364648.0,10668040706.0,0.0,0.0,125.49,96.66
129,600633,浙数文化,14.95,10.01,1.36,85564.0,127918031.0,0.0,14.95,14.95,14.95,13.59,0.22,0.67,29.95,1.89,18957713356.0,18957713356.0,0.0,0.0,31.83,42.93
130,002123,梦网科技,15.61,10.01,1.42,1910271.0,2923929092.98,8.25,15.61,14.44,15.2,14.19,2.15,26.71,307.93,7.55,12497209463.0,11164879229.0,0.0,0.0,35.15,44.4
131,000034,神州数码,43.87,10.01,3.99,738047.0,3218705918.01,4.19,43.87,42.2,42.85,39.88,1.51,13.35,24.66,3.17,29374762431.0,24246682665.0,0.0,0.0,21.62,25.16
132,603882,金域医学,33.1,10.0,3.01,281826.0,895115436.0,8.64,33.1,30.5,30.8,30.09,2.3,6.12,122.55,1.96,15333848903.0,15230454499.0,0.0,0.0,-0.27,20.23
133,603220,中贝通信,25.08,10.0,2.28,334245.0,825684816.0,7.37,25.08,23.4,23.5,22.8,1.74,7.7,56.5,5.59,10884176316.0,10884176316.0,0.0,0.0,2.12,9.19
134,603095,越剑智能,24.53,10.0,2.23,127492.0,302989443.0,11.35,24.53,22.0,22.39,22.3,4.12,6.9,47.05,1.86,4533144000.0,4533144000.0,0.0,0.0,5.69,11.45
135,600881,亚泰集团,1.98,10.0,0.18,2296513.0,440664983.0,8.89,1.98,1.82,1.82,1.8,2.72,7.07,-3.74,1.44,6432848904.0,6432848904.0,0.0,0.0,-7.04,9.39
136,600814,杭州解百,7.92,10.0,0.72,243294.0,184083232.0,9.72,7.92,7.22,7.23,7.2,2.66,3.34,18.25,1.61,5822036336.0,5777577812.0,0.0,0.0,9.54,-4.46
137,600476,湘邮科技,17.16,10.0,1.56,92520.0,153703165.0,9.94,17.16,15.61,15.7,15.6,1.73,5.74,-485.67,21.76,2763961200.0,2763961200.0,0.0,0.0,0.82,14.78
