序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
712,300365,恒华科技,6.42,4.39,0.27,247067.0,156258620.6,4.39,6.42,6.15,6.17,6.15,0.96,5.11,310.99,1.93,3851072111.0,3105061036.0,0.0,0.16,-5.45,4.56
713,600279,重庆港,5.0,4.38,0.21,160470.0,78236943.0,4.8,5.01,4.78,4.79,4.79,2.11,1.35,59.65,0.96,5934331415.0,5934331415.0,0.2,0.6,9.65,3.52
714,002821,凯莱英,83.31,4.37,3.49,51062.0,419387001.93,5.91,83.83,79.11,79.82,79.82,1.96,1.55,32.35,1.84,30634595161.0,27380084846.0,-0.07,-0.1,-5.86,9.49
715,002912,中新赛克,28.44,4.37,1.19,119990.0,335785156.26,6.09,28.68,27.02,27.25,27.25,1.22,7.4,-77.56,3.09,4856186880.0,4613593993.0,0.0,0.14,-9.94,11.14
716,002653,海思科,32.04,4.36,1.34,63430.0,199536867.67,4.66,32.09,30.66,30.7,30.7,1.99,1.18,70.48,8.71,35882171759.0,17167898938.0,0.06,-0.06,-12.27,-3.26
717,301337,亚华电子,31.33,4.36,1.31,40554.0,125329567.92,4.06,31.33,30.11,30.26,30.02,1.79,10.45,-124.07,2.95,3264586000.0,1216347304.0,0.0,0.13,-6.89,7.66
718,688386,泛亚微透,35.16,4.36,1.47,15294.0,52959385.0,7.39,35.66,33.17,33.68,33.69,1.94,2.18,27.71,3.44,2461200000.0,2461200000.0,0.0,-0.06,5.59,16.35
719,600184,光电股份,11.25,4.36,0.47,196197.0,220705626.0,3.34,11.46,11.1,11.2,10.78,1.34,3.86,3884.42,2.27,5723559293.0,5723559293.0,0.0,0.0,-0.09,9.01
720,002719,麦趣尔,7.9,4.36,0.33,71043.0,55160578.8,4.1,7.9,7.59,7.66,7.57,1.09,4.39,-11.86,3.73,1375701710.0,1278791131.0,0.0,0.13,-13.76,0.89
721,300955,嘉亨家化,16.28,4.36,0.68,25758.0,41419240.17,4.36,16.28,15.6,15.6,15.6,1.53,4.38,555.19,1.71,1641024000.0,958018431.0,0.06,0.06,0.18,3.04
722,001212,中旗新材,23.25,4.35,0.97,28983.0,66107295.44,5.57,23.3,22.06,22.24,22.28,1.43,2.83,56.41,1.79,2830536817.0,2380335442.0,-0.09,-0.13,0.17,-0.56
723,300252,金信诺,10.55,4.35,0.44,740618.0,770318087.56,4.45,10.57,10.12,10.16,10.11,1.29,13.79,940.09,3.24,6985722949.0,5665679740.0,0.0,-0.09,7.0,-1.95
724,600730,中国高科,6.96,4.35,0.29,335366.0,231533938.0,4.35,7.05,6.76,6.78,6.67,1.99,5.72,114.73,2.28,4083125774.0,4083125774.0,0.29,0.14,4.04,15.04
725,002712,思美传媒,6.0,4.35,0.25,377087.0,221955703.93,4.35,6.01,5.76,5.77,5.75,1.0,6.97,-392.9,2.32,3265657188.0,3245436288.0,0.0,0.17,5.45,17.65
726,002238,天威视讯,8.4,4.35,0.35,151191.0,124923281.89,4.6,8.42,8.05,8.12,8.05,1.56,1.88,330.62,2.95,6741496944.0,6741496944.0,0.0,-0.12,-8.3,4.61
727,600733,北汽蓝谷,9.13,4.34,0.38,3385549.0,3099189968.0,6.86,9.55,8.95,8.98,8.75,1.85,6.93,-8.5,28.32,50886083933.0,44600934889.0,-0.11,0.33,-6.45,14.13
728,603776,永安行,13.95,4.34,0.58,120663.0,164983845.0,4.71,13.96,13.33,13.45,13.37,1.55,5.04,-83.69,1.12,3339593967.0,3339593967.0,0.0,0.0,-12.1,7.56
729,000665,湖北广电,4.33,4.34,0.18,384665.0,163839374.8,5.3,4.34,4.12,4.15,4.15,1.45,3.38,-10.56,1.02,4923857313.0,4923687729.0,0.23,0.0,-6.68,-5.87
730,300977,深圳瑞捷,18.35,4.32,0.76,29068.0,52438016.13,4.89,18.44,17.58,17.58,17.59,1.81,3.07,127.32,1.99,2793360440.0,1738233477.0,0.05,0.11,-6.85,-0.43
731,600358,国旅联合,3.63,4.31,0.15,347104.0,123546172.0,4.6,3.64,3.48,3.49,3.48,0.98,6.87,-49.81,15.06,1832920076.0,1832920076.0,0.0,0.28,-14.79,-0.55
732,002820,桂发祥,11.86,4.31,0.49,189621.0,220504998.71,4.57,11.89,11.37,11.37,11.37,1.04,9.47,50.03,2.56,2382297979.0,2373873951.0,-0.17,-0.17,32.07,-4.51
733,300448,浩云科技,7.99,4.31,0.33,701100.0,547085596.29,6.66,7.99,7.48,7.59,7.66,1.59,14.26,477.62,4.11,5405371461.0,3928421008.0,0.13,0.25,12.06,21.24
734,300419,ST浩丰,5.09,4.3,0.21,234412.0,117054541.2,4.71,5.11,4.88,4.88,4.88,1.0,6.37,237.48,4.1,1871866689.0,1871866689.0,0.2,0.0,-13.73,17.28
735,688212,澳华内镜,42.44,4.3,1.75,23287.0,96700409.0,6.83,42.79,40.01,40.01,40.69,1.84,1.73,114.84,4.13,5711882890.0,5711882890.0,0.12,0.05,-14.85,5.62
736,301239,普瑞眼科,45.18,4.29,1.86,22536.0,100361126.0,5.82,45.52,43.0,43.35,43.32,1.21,3.18,320.04,3.05,6759788589.0,3198267938.0,-0.24,0.02,-10.89,-3.67
737,600501,航天晨光,18.71,4.29,0.77,123626.0,231083597.0,5.46,19.0,18.02,18.17,17.94,1.87,2.91,-37.01,3.84,8067901680.0,7944237000.0,0.0,0.05,-17.36,3.14
738,000810,创维数字,14.83,4.29,0.61,1066942.0,1552905268.91,7.95,15.15,14.02,14.26,14.22,1.64,9.55,54.1,2.69,17057704348.0,16573884155.0,0.07,0.07,16.31,-6.38
739,300423,昇辉科技,7.54,4.29,0.31,133793.0,99890856.21,4.98,7.59,7.23,7.28,7.23,1.14,4.02,172.8,2.52,3751235127.0,2506420930.0,0.13,0.13,-0.66,8.96
740,301270,汉仪股份,36.74,4.29,1.51,31994.0,116481909.0,4.23,36.95,35.46,36.0,35.23,1.16,4.32,543.86,3.67,3674000000.0,2721024103.0,0.0,-0.27,-2.16,2.8
741,300511,雪榕生物,3.65,4.29,0.15,183535.0,65873828.0,4.57,3.66,3.5,3.54,3.5,1.19,4.39,-8.34,1.38,1820691825.0,1525819005.0,-0.27,-0.27,-19.78,5.19
742,603669,灵康药业,5.6,4.28,0.23,253644.0,139771444.0,4.28,5.6,5.37,5.38,5.37,2.15,3.52,-64.6,5.08,4038966428.0,4038966428.0,0.18,0.18,-18.01,6.67
743,600131,国网信通,19.73,4.28,0.81,228358.0,450455490.0,3.86,19.98,19.25,19.49,18.92,2.39,1.91,59.69,3.72,23710705938.0,23595208590.0,-0.1,0.1,-14.4,4.34
744,002663,普邦股份,1.95,4.28,0.08,304490.0,58617475.21,3.21,1.95,1.89,1.9,1.87,1.21,2.18,-112.57,1.16,3360530359.0,2723073863.0,0.52,0.52,-11.76,-2.01
745,832786,骑士乳业,7.07,4.28,0.29,90128.0,62431024.45,6.19,7.14,6.72,6.73,6.78,1.6,8.23,108.11,1.89,1478004710.0,774242558.0,0.14,0.28,-42.19,0.71
746,601828,美凯龙,3.17,4.28,0.13,349612.0,109193231.0,4.28,3.18,3.05,3.06,3.04,1.49,0.97,-5.49,0.29,13804502573.0,11454627114.0,0.0,0.0,-12.91,-1.25
747,603819,神力股份,13.17,4.28,0.54,32293.0,42319256.0,5.54,13.34,12.64,12.64,12.63,1.18,1.48,-45.16,3.68,2867506563.0,2867506563.0,-0.08,-0.08,33.3,6.9
748,300025,华星创业,9.27,4.27,0.38,274083.0,250768795.31,3.37,9.28,8.98,9.01,8.89,1.21,6.35,-87.41,7.4,4716510387.0,4002540521.0,-0.11,0.0,-3.03,-13.77
749,000571,新大洲A,3.66,4.27,0.15,243040.0,87730874.18,5.7,3.71,3.51,3.52,3.51,1.56,2.99,-29.51,10.3,3071212140.0,2979336990.0,0.0,0.27,-7.58,4.27
750,301360,荣旗科技,53.77,4.27,2.2,23999.0,126632014.0,5.14,53.85,51.2,51.95,51.57,1.66,8.63,116.74,2.49,2868091800.0,1494806000.0,0.0,0.06,-3.53,0.2
751,301231,荣信文化,19.31,4.27,0.79,31996.0,60576571.22,4.37,19.33,18.52,18.7,18.52,0.86,5.94,-48.93,1.85,1629764000.0,1040809000.0,0.0,-0.05,0.89,7.4
752,000815,美利云,11.5,4.26,0.47,666763.0,761516646.01,6.8,11.79,11.04,11.2,11.03,1.72,9.59,-603.23,4.31,7995524903.0,7995524903.0,0.0,0.0,13.19,0.44
753,600855,航天长峰,11.51,4.26,0.47,145039.0,165156763.0,3.44,11.51,11.13,11.2,11.04,1.7,3.1,-40.67,3.07,5392926799.0,5382533269.0,0.09,0.09,-17.19,-10.64
754,688658,悦康药业,15.71,4.25,0.64,132968.0,206632615.0,4.58,15.77,15.08,15.08,15.07,1.95,2.95,25.28,1.93,7069500000.0,7069500000.0,0.0,-0.06,-30.12,9.02
755,301259,艾布鲁,49.6,4.25,2.02,45655.0,224024097.2,5.7,50.01,47.3,47.85,47.58,1.47,5.61,-173.06,9.3,7737600000.0,4035941485.0,-0.18,0.04,-0.5,3.33
756,002329,皇氏集团,3.44,4.24,0.14,218376.0,73688792.36,4.55,3.44,3.29,3.33,3.3,1.34,3.31,-152.99,1.73,2989529712.0,2267172028.0,0.0,0.0,-11.11,-5.23
757,000761,本钢板材,3.44,4.24,0.14,481569.0,163443497.57,4.24,3.46,3.32,3.39,3.3,1.14,1.3,-3.31,1.1,14132304860.0,12756304860.0,0.0,0.58,-8.51,7.5
758,002090,金智科技,9.59,4.24,0.39,549854.0,514627524.45,4.24,9.59,9.2,9.22,9.2,1.13,13.88,78.81,2.6,3841534111.0,3797807940.0,0.1,0.21,9.47,8.0
759,002272,川润股份,9.35,4.24,0.38,650466.0,603862249.0,4.57,9.47,9.06,9.06,8.97,1.14,17.14,-109.69,2.84,4533602755.0,3549010804.0,0.0,0.21,-19.33,-5.08
760,300027,华谊兄弟,2.71,4.23,0.11,1314375.0,350558881.25,5.0,2.72,2.59,2.6,2.6,1.47,5.29,-132.76,12.06,7518911040.0,6734021613.0,-0.37,-0.37,-15.05,3.44
761,603186,华正新材,26.61,4.23,1.08,144488.0,389155153.0,10.11,28.08,25.5,25.58,25.53,3.67,10.17,-426.51,2.53,3778940038.0,3778940038.0,0.04,-0.04,-4.76,10.46
762,688148,芳源股份,5.18,4.23,0.21,82471.0,41866511.0,4.63,5.18,4.95,4.98,4.97,1.38,1.62,-16.7,3.74,2642696415.0,2642696415.0,0.19,0.19,-6.67,4.65
763,301042,安联锐视,39.0,4.22,1.58,25818.0,98961899.0,5.4,39.39,37.37,37.77,37.42,1.64,3.79,27.1,2.61,2719804503.0,2655308253.0,0.1,0.0,7.91,8.36
764,603171,税友股份,38.04,4.22,1.54,132160.0,495381718.0,10.22,39.87,36.14,36.98,36.5,1.39,3.26,100.1,6.2,15473274030.0,15440055600.0,-0.16,-0.11,28.99,24.72
765,300299,富春股份,6.68,4.21,0.27,785924.0,514447104.9,5.15,6.68,6.35,6.38,6.41,1.09,11.41,-82.4,8.54,4611204568.0,4602407008.0,0.15,0.3,18.23,22.12
766,603191,望变电气,14.85,4.21,0.6,298425.0,438952071.0,9.82,15.5,14.1,14.21,14.25,1.45,15.98,69.08,2.05,4947535994.0,2772582110.0,0.07,0.2,16.11,17.95
767,600340,华夏幸福,2.48,4.2,0.1,1870590.0,456282266.0,5.04,2.49,2.37,2.38,2.38,1.47,4.8,-3.25,1.66,9706026448.0,9655520554.0,0.0,0.0,-32.43,-7.81
768,000632,三木集团,3.72,4.2,0.15,135252.0,49469475.68,4.2,3.73,3.58,3.6,3.57,0.86,2.91,-14.25,1.19,1731732800.0,1731591574.0,0.0,-0.27,-7.0,1.36
769,300212,易华录,25.3,4.2,1.02,380684.0,960904856.09,3.75,25.61,24.7,25.01,24.28,1.59,5.45,-22.29,6.11,18213278277.0,17664009407.0,0.0,0.04,-12.73,8.12
770,301248,杰创智能,19.35,4.2,0.78,231236.0,443209217.55,7.75,19.86,18.42,18.97,18.57,0.77,22.67,-38.16,1.99,2974191750.0,1973910431.0,0.36,0.05,18.64,21.85
771,300541,先进数通,13.15,4.2,0.53,425808.0,551719833.43,4.44,13.19,12.63,12.7,12.62,1.23,11.66,129.54,3.46,5655085070.0,4802499192.0,-0.08,-0.08,-7.07,-2.95
772,002115,三维通信,7.45,4.2,0.3,1482252.0,1089110770.52,3.36,7.46,7.22,7.22,7.15,1.14,19.71,-184.02,2.59,6041885423.0,5603856713.0,0.0,0.0,33.27,12.03
773,000978,桂林旅游,6.21,4.19,0.25,142704.0,87294685.83,4.19,6.21,5.96,5.99,5.96,2.11,3.96,177.4,2.21,2907087300.0,2236149585.0,0.0,0.16,-6.76,2.81
774,600463,空港股份,10.19,4.19,0.41,58294.0,58355408.0,6.13,10.27,9.67,9.78,9.78,0.93,1.94,-37.95,2.98,3057000000.0,3057000000.0,0.1,0.2,-24.74,2.62
775,300467,迅游科技,19.64,4.19,0.79,293667.0,567292501.84,8.54,19.98,18.37,18.48,18.85,2.2,17.42,135.67,6.43,3990944177.0,3310464861.0,0.05,0.2,11.34,24.86
776,831627,力王股份,22.38,4.19,0.9,35569.0,77811715.25,5.31,22.44,21.3,21.52,21.48,1.5,7.6,83.05,4.87,2113791000.0,1047775650.0,0.04,0.0,3.13,16.44
777,603466,风语筑,9.7,4.19,0.39,274506.0,262209092.0,4.62,9.75,9.32,9.45,9.31,1.22,4.62,-36.94,2.63,5769418739.0,5769418739.0,-0.21,-0.1,7.78,4.08
778,002917,金奥博,15.69,4.18,0.63,574229.0,874985520.56,6.57,15.78,14.79,15.36,15.06,0.82,22.04,37.99,3.51,5454066751.0,4087954674.0,0.0,0.51,63.44,64.12
779,300134,大富科技,12.71,4.18,0.51,401896.0,514602115.25,4.75,13.19,12.61,12.98,12.2,2.88,5.64,-32.63,2.31,9754899656.0,9054832856.0,-0.08,0.0,-15.49,8.35
780,873726,卓兆点胶,23.68,4.18,0.95,17101.0,39290897.92,6.73,23.75,22.22,22.7,22.73,2.11,7.35,-95.29,3.42,1943589185.0,550838382.0,0.0,0.25,-21.01,13.96
781,301380,挖金客,54.36,4.18,2.18,89310.0,474732188.01,6.82,54.97,51.41,51.8,52.18,1.49,29.62,81.76,5.48,3801167358.0,1639328921.0,0.02,0.54,30.42,9.64
782,000417,合百集团,5.74,4.17,0.23,244941.0,138604984.0,4.9,5.75,5.48,5.51,5.51,1.37,3.14,16.09,0.95,4476535308.0,4471617569.0,0.0,-0.17,6.69,-10.03
783,000503,国新健康,11.98,4.17,0.48,738959.0,876312999.46,6.0,12.2,11.51,11.75,11.5,1.77,7.74,-284.91,8.46,11756124133.0,11441729256.0,0.0,0.08,-14.06,9.11
784,002017,东信和平,11.0,4.17,0.44,188906.0,205853702.37,3.6,11.05,10.67,10.71,10.56,1.77,3.26,40.27,3.8,6384750999.0,6380944702.0,0.0,0.18,0.55,6.08
785,000721,西安饮食,9.01,4.16,0.36,372259.0,329448646.6,4.39,9.02,8.64,8.67,8.65,1.7,7.27,-43.76,15.53,5170967915.0,4616366375.0,0.0,0.11,-15.16,-9.54
786,300053,航宇微,14.02,4.16,0.56,353332.0,487715446.45,3.86,14.02,13.5,13.5,13.46,1.3,5.56,-119.47,4.87,9770178008.0,8909249149.0,0.07,0.14,-17.77,7.1
787,300231,银信科技,12.79,4.15,0.51,443796.0,558558556.84,5.13,12.84,12.21,12.29,12.28,1.34,9.99,83.64,3.26,5681796244.0,5681504440.0,0.24,0.08,-0.31,2.65
788,688261,东微半导,43.64,4.15,1.74,34787.0,150249068.0,5.37,44.2,41.95,41.95,41.9,1.73,2.84,130.9,1.85,5347272303.0,5347272303.0,0.0,0.09,-15.16,3.93
789,688157,松井股份,38.38,4.15,1.53,11483.0,43871248.0,4.88,38.8,37.0,37.0,36.85,1.77,1.03,45.15,3.28,4288446333.0,4288446333.0,-0.03,-0.13,-17.37,-2.37
790,301169,零点有数,43.66,4.15,1.74,42249.0,181378840.53,5.68,43.73,41.35,41.81,41.92,1.29,5.88,-35.05,6.06,3137972386.0,3136990036.0,-0.02,0.02,-0.52,9.04
791,600186,莲花控股,6.78,4.15,0.27,4566839.0,3154560801.0,8.6,7.16,6.6,6.82,6.51,1.83,25.56,55.26,7.09,12167199116.0,12113896790.0,0.0,-0.15,43.04,18.95
792,000826,启迪环境,2.01,4.15,0.08,541835.0,107525123.41,4.66,2.02,1.93,1.93,1.93,1.29,3.8,-1.93,0.99,2864960028.0,2864446898.0,0.0,0.0,-23.57,0.5
793,836433,大唐药业,6.8,4.13,0.27,95221.0,64408690.17,6.58,6.93,6.5,6.62,6.53,2.48,5.63,125.78,3.64,1740253831.0,1150102258.0,0.15,0.0,-19.53,11.29
794,003010,若羽臣,31.76,4.13,1.26,97912.0,306091677.2,6.82,32.2,30.12,31.07,30.5,1.6,8.1,67.71,4.97,5209608871.0,3840605187.0,0.03,0.28,78.83,13.84
795,300123,亚光科技,6.06,4.12,0.24,372494.0,222979608.76,4.3,6.08,5.83,5.85,5.82,1.42,3.72,-56.56,2.58,6192314785.0,6061659337.0,0.0,-0.16,-18.11,4.48
796,002919,名臣健康,17.17,4.12,0.68,120449.0,204624458.67,3.76,17.24,16.62,16.75,16.49,1.44,4.56,35.46,5.24,4576252553.0,4539544913.0,0.0,0.06,4.63,4.38
797,603118,共进股份,10.62,4.12,0.42,875105.0,920185093.0,3.92,10.68,10.28,10.36,10.2,1.15,11.12,457.79,1.66,8360875432.0,8360875432.0,0.0,-0.09,16.07,19.33
798,002501,利源股份,1.77,4.12,0.07,1396068.0,242724579.38,4.71,1.78,1.7,1.7,1.7,1.38,3.93,-40.42,6.6,6283500000.0,6283498241.0,0.0,0.0,4.12,10.63
799,831768,拾比佰,8.11,4.11,0.32,55993.0,44605120.18,6.42,8.18,7.68,7.9,7.79,2.09,7.31,-98.31,1.38,899966700.0,620997209.0,0.0,-0.25,-25.25,9.59
800,300468,四方精创,17.27,4.1,0.68,404207.0,687879162.44,4.64,17.3,16.53,16.62,16.59,1.5,7.64,130.86,5.65,9164312979.0,9133261277.0,0.0,-0.12,-23.28,5.95
801,300981,中红医疗,12.97,4.09,0.51,56311.0,71893194.24,4.49,12.99,12.43,12.44,12.46,1.77,1.58,74.34,0.9,5058401166.0,4635894013.0,0.08,0.08,-3.28,0.86
802,000929,兰州黄河,6.62,4.09,0.26,51361.0,33459115.0,3.93,6.63,6.38,6.43,6.36,1.09,2.76,-23.84,2.25,1229770920.0,1229692956.0,-0.15,0.15,-17.04,-5.02
803,001389,广合科技,59.38,4.08,2.33,75023.0,436583799.44,6.63,60.26,56.48,57.05,57.05,1.16,19.71,38.46,8.63,25252235700.0,2260596600.0,0.02,0.22,29.93,18.05
804,600288,大恒科技,9.69,4.08,0.38,206544.0,196732553.0,4.08,9.7,9.32,9.32,9.31,1.19,4.73,-494.94,2.27,4232592000.0,4232592000.0,-0.1,0.0,7.07,13.47
805,601599,浙文影业,3.83,4.08,0.15,335845.0,126207923.0,4.62,3.84,3.67,3.68,3.68,1.74,2.89,24.42,2.9,4444877595.0,4444877595.0,0.26,0.26,-0.52,6.98
806,688246,嘉和美康,31.42,4.07,1.23,67610.0,212678843.0,10.93,32.6,29.3,30.19,30.19,1.69,6.7,-78.58,2.42,4322939489.0,3171913003.0,0.19,0.38,11.34,26.69
807,300765,新诺威,29.14,4.07,1.14,92183.0,266915883.74,9.43,30.18,27.54,28.06,28.0,1.74,0.74,220.32,10.73,40929838388.0,36339690727.0,0.17,0.17,10.76,9.59
808,301392,汇成真空,74.64,4.07,2.92,32409.0,234921579.16,6.41,74.7,70.1,71.72,71.72,1.14,14.4,86.81,10.17,7464000000.0,1679400000.0,0.08,0.54,5.19,20.85
809,002908,德生科技,9.46,4.07,0.37,193741.0,181099263.38,3.96,9.48,9.12,9.12,9.09,1.36,6.28,341.97,3.59,4081347552.0,2918632547.0,0.11,0.11,-5.02,7.99
810,002133,广宇集团,2.56,4.07,0.1,182894.0,46216546.0,4.47,2.57,2.46,2.46,2.46,0.98,2.38,-9.77,0.53,1981809088.0,1970867715.0,-0.39,0.0,-11.42,0.39
811,688270,臻镭科技,37.9,4.06,1.48,82185.0,307383567.0,6.86,38.37,35.87,36.62,36.42,1.71,5.7,420.69,3.82,8112555640.0,5466381278.0,-0.16,-0.13,-1.81,8.29
812,688022,瀚川智能,13.83,4.06,0.54,73336.0,99732690.0,5.64,13.87,13.12,13.4,13.29,0.84,4.17,-5.81,1.7,2432397221.0,2432397221.0,0.14,0.22,10.29,26.19
813,600802,福建水泥,4.1,4.06,0.16,97736.0,39393040.0,4.06,4.1,3.94,3.94,3.94,0.72,2.13,-8.4,1.71,1878818440.0,1878818440.0,0.0,0.0,-8.07,8.18
814,300266,兴源环境,2.82,4.06,0.11,429865.0,119672110.0,3.32,2.82,2.73,2.73,2.71,1.18,2.77,-21.31,35.2,4381736625.0,4380137262.0,0.36,0.0,-33.8,-1.05
815,300783,三只松鼠,30.8,4.05,1.2,141079.0,425799036.35,5.44,30.94,29.33,29.61,29.6,0.75,5.05,27.15,4.49,12350800000.0,8611556800.0,-0.06,-0.16,-7.2,-16.19
816,300197,节能铁汉,2.31,4.05,0.09,777962.0,176747701.61,4.95,2.31,2.2,2.21,2.22,1.28,2.62,-8.11,1.84,6849838565.0,6849838565.0,0.0,0.43,-19.23,0.0
817,002418,康盛股份,3.08,4.05,0.12,1461462.0,443473874.18,4.39,3.09,2.96,2.96,2.96,1.36,12.86,-266.08,2.31,3500112000.0,3500112000.0,-0.32,0.0,15.79,26.23
818,600622,光大嘉宝,3.34,4.05,0.13,1043414.0,342832782.0,4.36,3.36,3.22,3.23,3.21,1.43,6.96,-14.84,1.05,5008949243.0,5008949243.0,0.0,-0.3,-44.52,3.41
819,603122,合富中国,7.71,4.05,0.3,152359.0,115505631.0,5.8,7.78,7.35,7.43,7.41,2.32,8.51,86.69,2.63,3068985800.0,1380974707.0,0.0,0.13,-1.03,9.99
820,300291,百纳千成,5.4,4.05,0.21,418883.0,222914732.6,3.85,5.41,5.21,5.23,5.19,1.36,4.51,-70.54,1.45,5086204115.0,5016485083.0,0.0,0.19,-2.0,7.36
821,002373,千方科技,10.04,4.04,0.39,419025.0,413129942.9,4.56,10.05,9.61,9.77,9.65,0.9,3.04,755.07,1.27,15865089679.0,13831045025.0,0.0,-0.1,-8.31,-0.99
822,830964,润农节水,7.47,4.04,0.29,110563.0,80590566.83,4.74,7.48,7.14,7.22,7.18,1.49,7.24,70.56,2.16,1951223760.0,1141494607.0,0.0,0.27,-33.0,6.41
823,688258,卓易信息,39.67,4.04,1.54,68751.0,270666322.0,5.74,40.2,38.01,39.0,38.13,1.24,5.68,179.42,4.74,4805712542.0,4805712542.0,0.03,0.3,20.8,14.65
824,001296,长江材料,18.81,4.04,0.73,89493.0,166375827.45,5.53,19.0,18.0,18.08,18.08,2.32,11.64,22.77,1.65,2813808328.0,1445573687.0,0.05,0.05,15.75,9.87
825,688788,科思科技,36.1,4.03,1.4,14833.0,52908961.0,6.37,36.6,34.39,34.6,34.7,1.86,1.4,-14.93,1.69,3817500093.0,3817500093.0,0.03,-0.06,18.09,13.95
826,836263,中航泰达,8.51,4.03,0.33,16874.0,14124459.21,5.87,8.57,8.09,8.2,8.18,2.18,1.64,20.6,2.18,1201977045.0,873072702.0,0.12,0.12,-22.92,11.68
827,688580,伟思医疗,29.95,4.03,1.16,13228.0,39165941.0,4.86,30.09,28.69,28.88,28.79,1.95,1.38,27.52,1.78,2868350076.0,2868350076.0,0.0,0.07,-5.34,7.31
828,301078,孩子王,13.2,4.02,0.51,521705.0,675795636.67,5.52,13.26,12.56,12.67,12.69,1.7,4.19,94.89,3.87,16609851799.0,16453254259.0,-0.08,0.0,5.43,15.99
829,600829,人民同泰,7.77,4.02,0.3,133281.0,102048327.0,4.15,7.77,7.46,7.47,7.47,2.06,2.3,16.4,1.57,4505734399.0,4505734399.0,0.13,0.26,10.84,3.6
830,300551,古鳌科技,10.37,4.01,0.4,179635.0,183630212.0,3.81,10.38,10.0,10.0,9.97,1.25,5.97,-14.18,4.77,3585457977.0,3121114058.0,-0.1,0.1,-40.2,4.01
831,002519,银河电子,5.19,4.01,0.2,734332.0,375086854.28,3.61,5.2,5.02,5.02,4.99,1.21,6.57,30.89,1.82,5846176361.0,5801825880.0,-0.19,-0.19,-16.43,-12.63
832,002322,理工能科,14.02,4.01,0.54,192123.0,264207464.55,6.16,14.1,13.27,13.38,13.48,2.7,5.26,21.37,1.83,5315654539.0,5117575900.0,0.0,0.0,-0.78,11.36
833,688583,思看科技,111.8,4.0,4.3,22196.0,243485247.0,5.3,112.5,106.8,107.1,107.5,0.63,17.37,71.18,7.07,7602400000.0,1428842795.0,0.39,0.41,234.13,234.13
834,600370,三房巷,1.82,4.0,0.07,205968.0,36908470.0,4.57,1.83,1.75,1.76,1.75,1.16,0.53,-17.34,1.28,7091653982.0,7091653982.0,0.0,0.0,-18.39,-1.09
835,002638,勤上股份,2.34,4.0,0.09,301781.0,69599311.5,4.89,2.34,2.23,2.25,2.25,1.1,2.24,-60.49,1.37,3361630777.0,3152113986.0,0.0,0.0,-9.3,4.0
836,603900,莱绅通灵,5.73,3.99,0.22,105292.0,59373746.0,4.17,5.75,5.52,5.53,5.51,1.21,3.09,-31.78,0.96,1965526603.0,1950915103.0,-0.17,0.0,-13.57,3.62
837,600272,开开实业,15.11,3.99,0.58,256864.0,378975867.0,5.3,15.11,14.34,14.59,14.53,2.31,16.05,79.58,5.94,3671730000.0,2417600000.0,0.0,0.27,14.47,-0.72
838,300911,亿田智能,33.38,3.99,1.28,74414.0,245205878.25,6.17,33.98,32.0,33.24,32.1,1.03,5.76,-314.1,3.56,4621884626.0,4313785490.0,-0.21,-0.33,39.96,27.99
839,600283,钱江水利,9.65,3.99,0.37,114177.0,109028421.0,6.03,9.8,9.24,9.28,9.28,3.06,2.31,24.53,1.79,5411960266.0,4768972689.0,0.0,0.0,0.21,3.99
840,301213,观想科技,48.86,3.98,1.87,36110.0,173290835.71,7.13,49.86,46.51,47.19,46.99,1.37,6.98,532.32,4.9,3908799951.0,2526601854.0,0.0,-0.04,15.51,13.29
841,873305,九菱科技,26.67,3.98,1.02,34140.0,88066160.54,6.04,26.67,25.12,25.39,25.65,1.21,9.41,72.93,5.36,1730022359.0,967512684.0,0.04,1.25,-20.72,42.16
842,300055,万邦达,5.23,3.98,0.2,155977.0,80182557.32,4.57,5.23,5.0,5.05,5.03,0.93,2.47,644.11,0.85,4376200439.0,3309026983.0,0.0,0.19,-10.14,9.19
843,002162,悦心健康,3.67,3.97,0.14,271405.0,98322586.06,3.12,3.67,3.56,3.57,3.53,1.51,2.95,-76.59,3.61,3377505687.0,3374249296.0,0.27,0.0,-4.43,6.07
844,871642,通易航天,11.54,3.96,0.44,36274.0,41268469.17,4.05,11.55,11.1,11.1,11.1,1.65,3.6,-68.46,5.26,1196355008.0,1162157372.0,0.0,0.17,-33.75,-0.26
845,600165,*ST宁科,3.15,3.96,0.12,299173.0,91491270.0,7.26,3.18,2.96,3.0,3.03,1.54,4.37,-3.37,-5.16,2157383891.0,2157383891.0,0.0,0.0,53.66,29.63
846,002181,粤 传 媒,6.04,3.96,0.23,800617.0,479393818.64,4.3,6.08,5.83,5.83,5.81,1.64,7.06,-138.29,1.69,7012791371.0,6852153331.0,-0.17,-0.17,38.22,7.66
847,688310,迈得医疗,11.56,3.96,0.44,22641.0,26040437.0,4.5,11.7,11.2,11.23,11.12,1.75,1.36,188.88,2.27,1921499616.0,1921499616.0,-0.09,0.09,-10.8,7.04
