序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
420,688466,金科环境,14.9,4.56,0.65,14006.0,20722471.0,6.32,15.15,14.25,14.25,14.25,2.67,1.14,30.4,1.69,1834473473.0,1834473473.0,-0.2,0.13,7.81,9.96
421,300277,海联讯,12.38,4.56,0.54,237248.0,288688445.12,7.35,12.62,11.75,11.8,11.84,1.35,7.09,688.3,8.51,4147300000.0,4142624074.0,0.0,0.49,3.0,9.85
422,688726,拉普拉斯,49.63,4.55,2.16,67454.0,330441264.0,8.95,50.75,46.5,47.01,47.47,2.43,20.0,26.19,6.01,20116338760.0,1674089878.0,-0.04,0.14,-17.99,10.29
423,601011,宝泰隆,2.76,4.55,0.12,1015468.0,274900969.0,6.06,2.77,2.61,2.63,2.64,2.25,5.3,-14.52,0.89,5287234128.0,5287234128.0,0.36,0.36,12.65,-8.31
424,605378,野马电池,21.87,4.54,0.95,117253.0,250790762.0,5.5,21.91,20.76,20.82,20.92,1.65,6.28,26.2,3.26,4082604120.0,4082604120.0,0.0,0.28,27.15,6.17
425,300111,向日葵,3.47,4.52,0.15,383481.0,130964056.2,5.42,3.48,3.3,3.32,3.32,2.3,2.98,1202.79,6.56,4466621178.0,4466621178.0,0.0,0.29,3.27,7.1
426,836419,万德股份,10.2,4.51,0.44,32766.0,32998507.36,6.66,10.35,9.7,9.82,9.76,2.91,6.04,26.82,1.81,910432661.0,553245705.0,0.69,0.59,-16.26,5.7
427,830879,基康仪器,12.54,4.5,0.54,12778.0,15809380.35,6.83,12.72,11.9,11.9,12.0,2.81,1.13,28.05,3.15,1749302111.0,1413602825.0,-0.08,-0.08,-12.18,6.54
428,000066,中国长城,14.87,4.5,0.64,2614915.0,3856206343.04,7.94,15.22,14.09,14.23,14.23,2.24,8.32,-52.32,3.99,47967632439.0,46718466832.0,-0.07,-0.07,-19.53,2.06
429,002583,海能达,13.49,4.49,0.58,1790628.0,2406483095.37,7.13,13.8,12.88,12.95,12.91,1.17,13.96,73.16,4.02,24531084500.0,17301816001.0,-0.07,0.0,-41.93,-5.07
430,002021,中捷资源,2.56,4.49,0.11,680960.0,174420787.41,8.16,2.65,2.45,2.48,2.45,2.07,5.65,121.76,4.88,3085854267.0,3085753321.0,0.39,0.0,-1.16,4.49
431,601155,新城控股,11.66,4.48,0.5,225206.0,260422096.0,6.45,11.79,11.07,11.18,11.16,1.54,1.0,13.56,0.43,26300562501.0,26300562501.0,0.0,0.0,-25.73,-2.51
432,603185,弘元绿能,17.06,4.47,0.73,197345.0,333751442.0,6.86,17.33,16.21,16.25,16.33,1.98,2.91,-5.33,0.89,11584118766.0,11584118766.0,-0.12,0.0,-27.9,4.98
433,000801,四川九洲,15.9,4.47,0.68,933367.0,1475245247.12,8.08,16.28,15.05,15.1,15.22,2.23,9.13,101.78,5.46,16262625671.0,16262625671.0,0.76,1.27,19.19,11.11
434,603806,福斯特,15.44,4.47,0.66,521139.0,800644710.0,7.98,15.89,14.71,14.74,14.78,1.94,2.0,24.01,2.54,40278890881.0,40278890881.0,-0.06,0.06,-15.02,4.32
435,002698,博实股份,20.12,4.47,0.86,549452.0,1094943446.79,6.33,20.36,19.14,19.26,19.26,1.58,6.53,33.82,5.63,20573891044.0,16929659625.0,0.05,0.55,33.51,18.35
436,002364,中恒电气,12.65,4.46,0.54,803363.0,1003397530.06,9.08,12.98,11.88,12.13,12.11,0.96,14.39,62.19,3.02,7129096744.0,7060021103.0,0.08,0.08,76.18,17.24
437,603021,山东华鹏,4.23,4.44,0.18,252479.0,105495603.0,4.94,4.27,4.07,4.1,4.05,1.09,7.89,-10.44,12.9,1353380336.0,1353380336.0,0.0,0.48,-21.96,-1.4
438,871753,天纺标,29.18,4.44,1.24,24410.0,70553547.57,9.06,30.19,27.66,27.98,27.94,2.89,7.75,84.91,6.09,2375379458.0,918700202.0,-0.03,0.14,-26.28,3.77
439,871553,凯腾精工,7.79,4.42,0.33,44410.0,34315127.01,7.1,7.95,7.42,7.42,7.46,2.8,4.83,75.16,3.29,1119348683.0,715630048.0,0.13,0.0,-15.33,12.09
440,838971,天马新材,28.58,4.42,1.21,64157.0,182100982.91,10.12,29.58,26.81,27.3,27.37,1.6,7.58,90.14,6.92,3029708697.0,2420448831.0,-0.03,0.04,-25.96,13.05
441,601615,明阳智能,11.15,4.4,0.47,460594.0,508311212.0,5.71,11.26,10.65,10.65,10.68,1.66,2.03,23.49,0.94,25327188272.0,25327188272.0,-0.18,0.27,-15.34,-11.58
442,300654,世纪天鸿,13.29,4.4,0.56,747435.0,947643415.5,9.66,13.32,12.09,12.45,12.73,1.26,22.91,115.89,5.78,4864758198.0,4335514621.0,0.0,0.38,30.81,31.71
443,002483,润邦股份,6.18,4.39,0.26,579690.0,354419191.7,5.91,6.26,5.91,5.94,5.92,0.97,6.55,16.12,1.31,5478374792.0,5470849938.0,0.16,0.32,15.08,18.62
444,301060,兰卫医学,9.75,4.39,0.41,152814.0,147847835.35,7.17,9.98,9.31,9.32,9.34,2.87,4.29,-72.17,2.26,3905040750.0,3476657896.0,-0.1,0.1,-4.41,7.03
445,600340,华夏幸福,2.38,4.39,0.1,2071129.0,490840599.0,7.46,2.44,2.27,2.28,2.28,1.85,5.32,-3.12,1.59,9314654414.0,9266185048.0,0.42,0.42,-28.74,-11.52
446,836547,无锡晶海,16.9,4.39,0.71,20073.0,33554550.58,7.41,17.28,16.08,16.2,16.19,2.5,5.64,25.8,2.01,1312927200.0,601707600.0,0.24,0.3,-30.31,8.06
447,600272,开开实业,14.53,4.38,0.61,283823.0,409431593.0,6.82,14.88,13.93,13.93,13.92,3.98,17.74,76.52,5.71,3530790000.0,2324800000.0,0.0,0.0,12.9,-4.53
448,688479,友车科技,18.67,4.36,0.78,21866.0,40726415.0,7.99,19.34,17.91,17.97,17.89,2.95,3.59,33.98,1.42,2694405858.0,1136521762.0,0.0,-0.16,-0.9,5.18
449,600537,亿晶光电,3.12,4.35,0.13,483452.0,149129886.0,5.35,3.13,2.97,2.99,2.99,1.77,4.08,-4.85,1.9,3700990856.0,3693190856.0,0.0,0.32,-13.81,1.63
450,688058,宝兰德,37.01,4.34,1.54,88974.0,330318537.0,15.34,39.5,34.06,35.0,35.47,2.7,11.45,-39.33,3.89,2876821978.0,2876821978.0,0.49,1.84,2.92,34.58
451,002628,成都路桥,4.35,4.32,0.18,307381.0,131641860.0,5.04,4.36,4.15,4.15,4.17,1.75,4.07,-119.28,1.11,3293386805.0,3284377029.0,0.0,0.23,-27.98,-3.97
452,920008,成电光信,30.94,4.32,1.28,24928.0,76708324.02,7.42,31.86,29.66,29.66,29.66,3.06,8.04,47.46,6.86,1972425000.0,959691010.0,-0.16,0.03,-31.24,1.11
453,603197,保隆科技,43.53,4.31,1.8,237734.0,1042356753.0,5.1,45.01,42.88,43.0,41.73,3.42,11.25,27.85,2.98,9232305820.0,9194880903.0,-0.05,0.07,9.37,15.31
454,600107,美尔雅,4.6,4.31,0.19,117212.0,53505550.0,7.26,4.69,4.37,4.37,4.41,1.27,3.26,-25.58,3.24,1656000000.0,1656000000.0,0.22,0.22,-18.29,0.66
455,688223,晶科能源,6.54,4.31,0.27,1247977.0,811828506.0,7.34,6.69,6.23,6.25,6.27,2.2,1.25,40.39,2.03,65434019707.0,65434019707.0,-0.3,0.0,-28.37,-8.02
456,300080,易成新能,4.12,4.3,0.17,292409.0,120079823.4,6.84,4.2,3.93,3.95,3.95,1.84,1.56,-14.52,1.43,7718327396.0,7708500941.0,0.0,0.24,-23.13,-5.72
457,688378,奥来德,24.0,4.3,0.99,91124.0,216276449.0,8.26,24.66,22.76,23.39,23.01,2.08,4.53,37.0,2.84,4995557304.0,4829183592.0,0.04,-0.17,7.1,5.22
458,301165,锐捷网络,68.42,4.3,2.82,96091.0,650068760.48,7.36,69.64,64.81,65.6,65.6,0.93,14.09,70.81,8.83,38874999988.0,4664999988.0,0.09,-0.12,29.8,-5.24
459,002501,利源股份,1.7,4.29,0.07,1605120.0,269251449.62,6.13,1.71,1.61,1.62,1.63,1.74,4.52,-38.82,6.34,6035000000.0,6034998310.0,0.0,0.0,4.94,6.25
460,002110,三钢闽光,3.4,4.29,0.14,439860.0,148531379.1,7.98,3.5,3.24,3.25,3.26,2.33,1.81,-4.66,0.43,8258859172.0,8258859172.0,0.0,0.0,-3.41,2.41
461,300363,博腾股份,17.25,4.29,0.71,157536.0,270321730.0,5.74,17.39,16.44,16.51,16.54,2.09,3.15,-34.19,1.77,9409262970.0,8633961668.0,0.06,0.12,-17.54,9.38
462,603137,恒尚节能,11.18,4.29,0.46,41920.0,46442016.0,6.06,11.32,10.67,10.67,10.72,2.3,5.69,17.53,1.7,2045194674.0,824338674.0,-0.09,0.18,2.38,5.47
463,002094,青岛金王,5.59,4.29,0.23,689585.0,384292717.4,6.53,5.71,5.36,5.36,5.36,2.22,9.99,44.69,2.58,3862117299.0,3859635339.0,-0.18,0.0,-43.19,1.64
464,002808,ST恒久,2.92,4.29,0.12,119053.0,34790803.0,3.21,2.94,2.85,2.9,2.8,1.21,6.39,-34.53,2.45,784896000.0,544240442.0,-0.68,-0.68,2.46,-4.89
465,300663,科蓝软件,18.5,4.28,0.76,595998.0,1088752852.37,7.72,18.84,17.47,17.61,17.74,1.82,13.91,-975.13,6.93,8851090994.0,7924732391.0,0.05,0.16,-18.68,6.57
466,873706,铁拓机械,13.39,4.28,0.55,29070.0,39073875.72,6.85,13.72,12.84,12.84,12.84,1.61,11.33,20.8,2.26,1237306231.0,343597376.0,-0.07,-0.3,-12.54,9.04
467,688205,德科立,105.2,4.28,4.32,58577.0,621521650.0,16.33,114.55,98.08,100.0,100.88,0.93,8.63,125.03,5.76,12717925190.0,7138324224.0,-0.51,-0.18,49.05,15.6
468,002126,银轮股份,22.67,4.28,0.93,701524.0,1583248390.83,6.81,23.33,21.85,22.7,21.74,2.37,8.95,23.49,3.12,18920396872.0,17774104259.0,0.09,0.13,13.63,21.1
469,600973,宝胜股份,4.88,4.27,0.2,989661.0,475879876.0,5.77,4.92,4.65,4.67,4.68,0.98,7.22,200.87,1.75,6692267290.0,6692267290.0,0.0,0.41,8.93,-22.54
470,300596,利安隆,30.78,4.27,1.26,114964.0,348087073.24,4.47,30.78,29.46,29.66,29.52,1.98,5.12,16.88,1.62,7067693350.0,6915912338.0,0.0,0.29,9.34,0.92
471,600653,申华控股,2.2,4.27,0.09,701261.0,153001109.0,5.69,2.22,2.1,2.11,2.11,1.69,3.6,-57.11,5.89,4282036697.0,4282036697.0,0.46,0.0,-2.22,2.8
472,002975,博杰股份,33.76,4.26,1.38,53759.0,180843429.4,8.52,34.7,31.94,32.37,32.38,1.88,6.57,2342.5,2.88,4813380783.0,2762460783.0,-0.03,0.15,13.33,10.83
473,873169,七丰精工,13.7,4.26,0.56,45774.0,62155497.04,8.68,14.17,13.03,13.14,13.14,2.68,9.0,106.41,3.6,1119911843.0,696463338.0,0.07,0.0,-23.42,3.16
474,838402,硅烷科技,8.81,4.26,0.36,77804.0,67843251.03,6.86,8.99,8.41,8.47,8.45,1.69,1.84,31.55,2.22,3718349190.0,3718349190.0,-0.23,-0.23,-23.72,0.23
475,300763,锦浪科技,55.07,4.26,2.25,148617.0,812846203.22,6.32,56.15,52.81,52.99,52.82,1.41,4.62,24.66,2.64,21991290063.0,17705506412.0,-0.05,0.02,-22.6,-9.82
476,300383,光环新网,16.69,4.25,0.68,2200970.0,3704613911.54,7.68,17.33,16.1,16.28,16.01,1.43,12.27,62.31,2.37,30001824616.0,29937566748.0,0.18,0.18,51.73,14.39
477,300360,炬华科技,17.22,4.24,0.7,263858.0,449611281.82,5.93,17.38,16.4,16.47,16.52,2.75,5.27,12.26,2.25,8854302310.0,8613549679.0,0.17,0.29,1.89,2.68
478,600845,宝信软件,30.76,4.24,1.25,553253.0,1692088056.0,7.05,31.49,29.41,29.62,29.51,2.15,2.61,34.47,7.95,88705806672.0,65246703992.0,0.03,0.03,11.13,5.13
479,603728,鸣志电器,78.6,4.23,3.19,300415.0,2332294200.0,6.26,79.8,75.08,79.21,75.41,2.16,7.17,522.37,11.44,32924164500.0,32924164500.0,-0.04,0.03,45.39,45.56
480,688498,源杰科技,137.26,4.23,5.57,37577.0,514204139.0,7.39,139.93,130.2,131.0,131.69,0.97,6.25,-15992.28,5.68,11730468824.0,8256088937.0,0.03,-0.95,-9.35,2.36
481,688552,航天南湖,18.0,4.23,0.73,43954.0,77829616.0,5.04,18.08,17.21,17.21,17.27,3.06,5.23,-77.63,2.35,6070464000.0,1511880336.0,0.06,0.17,-16.63,7.78
482,871642,通易航天,11.1,4.23,0.45,44873.0,49689559.42,6.67,11.37,10.66,10.75,10.65,2.68,4.46,-65.85,5.06,1150740086.0,1117846346.0,0.0,0.09,-36.24,-4.06
483,300197,节能铁汉,2.22,4.23,0.09,1018728.0,225561733.86,7.04,2.27,2.12,2.13,2.13,1.96,3.44,-7.79,1.77,6582961738.0,6582961738.0,0.0,0.0,-13.28,-3.9
484,603800,洪田股份,26.92,4.22,1.09,90286.0,239695887.0,6.43,27.28,25.62,25.65,25.83,1.84,4.34,49.32,7.11,5599360000.0,5599360000.0,0.45,0.98,20.88,6.61
485,000425,徐工机械,7.68,4.21,0.31,1188825.0,890651661.7,5.43,7.68,7.28,7.35,7.37,2.0,1.46,12.82,1.54,90748155594.0,62362308165.0,0.26,0.26,-5.54,-3.15
486,301070,开勒股份,57.77,4.2,2.33,36671.0,210877456.4,8.19,60.0,55.46,56.55,55.44,1.89,8.63,335.15,4.63,3729353904.0,2455317432.0,0.3,0.33,17.61,4.05
487,300988,津荣天宇,19.84,4.2,0.8,100462.0,198525652.3,6.88,20.3,18.99,19.14,19.04,1.74,9.35,34.31,2.34,2783499563.0,2130837764.0,-0.05,0.56,2.06,9.98
488,831010,凯添燃气,7.96,4.19,0.32,109550.0,86769310.79,7.33,8.19,7.63,7.68,7.64,2.05,6.31,36.58,2.81,1866620000.0,1382398100.0,0.0,0.0,9.19,-9.65
489,688046,药康生物,13.95,4.18,0.56,41047.0,57319461.0,7.17,14.26,13.3,13.39,13.39,2.57,2.01,43.68,2.69,5719500000.0,2844837924.0,0.0,0.07,1.23,8.56
490,830809,安达科技,5.49,4.17,0.22,121658.0,66491554.66,8.35,5.65,5.21,5.3,5.27,2.75,3.79,-4.76,1.7,3296472756.0,1759999232.0,0.0,0.18,-26.7,10.24
491,603918,金桥信息,15.23,4.17,0.61,671747.0,1013172882.0,12.31,16.0,14.2,14.2,14.62,2.32,18.34,-58.02,5.4,5582144163.0,5577661974.0,0.0,0.2,27.66,19.73
492,688244,永信至诚,31.5,4.17,1.26,56509.0,178299064.0,8.93,32.95,30.25,31.69,30.24,1.48,11.42,-76.48,3.27,3220377143.0,1558776933.0,0.0,0.61,4.34,23.05
493,300212,易华录,24.28,4.16,0.97,354735.0,849528181.3,7.04,24.86,23.22,23.26,23.31,1.82,5.08,-21.39,5.86,17478988006.0,16951863573.0,-0.04,-0.08,-14.9,3.76
494,688561,奇安信-U,32.83,4.16,1.31,248964.0,808664302.0,11.2,34.19,30.66,31.0,31.52,2.27,3.63,-14.35,2.5,22494209137.0,22494209137.0,-0.03,-0.18,0.58,22.36
495,873576,天力复合,23.1,4.15,0.92,19324.0,44203432.16,7.12,23.58,22.0,22.16,22.18,1.85,1.8,42.56,5.83,2516745000.0,2474701545.0,0.0,0.39,-19.76,11.27
496,301382,蜂助手,34.4,4.15,1.37,255771.0,869489905.1,14.26,36.49,31.78,33.5,33.03,2.05,18.73,62.03,4.42,7581260856.0,4698339100.0,0.38,-0.15,28.41,29.71
497,836077,吉林碳谷,11.05,4.15,0.44,41432.0,45409370.97,6.5,11.21,10.52,10.52,10.61,2.19,1.31,60.48,2.66,6493884078.0,3502372828.0,0.36,0.36,-20.9,-0.99
498,300700,岱勒新材,8.54,4.15,0.34,122419.0,104462024.61,6.83,8.75,8.19,8.22,8.2,2.61,4.52,-29.89,2.94,3382233036.0,2310415178.0,0.12,0.23,-12.05,-2.73
499,301211,亨迪药业,18.84,4.15,0.75,105192.0,195668068.67,5.36,19.01,18.04,18.12,18.09,2.3,14.61,54.51,2.36,5425920000.0,1356480000.0,0.05,0.05,-13.02,-11.38
500,300467,迅游科技,18.85,4.14,0.75,308054.0,576063641.16,8.78,19.55,17.96,18.5,18.1,3.75,18.28,130.21,6.17,3830412308.0,3177304615.0,0.0,0.59,7.22,19.83
501,300827,上能电气,39.0,4.14,1.55,144350.0,554147581.13,5.26,39.15,37.18,37.46,37.45,1.35,5.55,34.84,6.76,14022654126.0,10143710148.0,0.0,0.03,-24.86,-11.16
502,832225,利通科技,12.08,4.14,0.48,37244.0,44306370.67,6.03,12.2,11.5,11.53,11.6,1.15,4.5,16.71,2.4,1533180240.0,1000008420.0,0.0,0.25,-23.79,18.43
503,832023,田野股份,4.79,4.13,0.19,200866.0,95261048.05,7.39,4.88,4.54,4.56,4.6,3.0,8.12,37.48,1.29,1567786160.0,1184685217.0,0.0,0.42,-27.97,7.64
504,300724,捷佳伟创,66.34,4.13,2.63,208523.0,1375619244.96,6.37,67.34,63.28,63.28,63.71,1.68,7.26,8.55,2.23,23067422122.0,19049440048.0,0.02,0.17,-8.0,4.95
505,832651,天罡股份,21.2,4.13,0.84,22745.0,47448535.07,6.29,21.44,20.16,20.36,20.36,2.09,14.89,24.57,2.78,1293200000.0,323827265.0,0.0,0.19,-7.83,-14.34
506,300152,新动力,5.05,4.12,0.2,684864.0,343727306.35,5.98,5.15,4.86,4.95,4.85,1.39,9.61,-1417.25,11.2,3599640000.0,3598125283.0,0.0,0.4,-36.64,0.0
507,300117,*ST嘉寓,1.01,4.12,0.04,626123.0,62641889.0,9.28,1.04,0.95,0.97,0.97,0.95,8.74,-2.62,-0.43,723927600.0,723927600.0,1.0,0.0,-44.81,-7.34
508,835438,戈碧迦,17.18,4.12,0.68,70474.0,119977889.53,7.82,17.7,16.41,16.41,16.5,2.68,8.87,31.02,2.61,2426675000.0,1364527341.0,-0.06,0.64,-29.47,8.12
509,603398,沐邦高科,16.17,4.12,0.64,218870.0,353853577.0,6.37,16.58,15.59,15.68,15.53,1.0,5.05,-21.64,3.68,7011983443.0,7011983443.0,-0.12,0.0,-40.11,-29.73
510,831906,舜宇精工,19.97,4.12,0.79,60128.0,120300483.03,8.45,20.88,19.26,20.1,19.18,3.27,18.12,689.22,2.42,1297450900.0,662668963.0,0.05,0.25,-5.71,17.68
511,000988,华工科技,41.21,4.12,1.63,678981.0,2767697527.51,5.48,41.77,39.6,39.66,39.58,1.38,6.76,33.15,4.18,41436766555.0,41415458925.0,0.02,0.02,5.13,-4.83
512,600183,生益科技,28.85,4.11,1.14,462134.0,1330320469.0,5.45,29.3,27.79,27.8,27.71,0.8,1.95,38.31,4.88,70087051291.0,68413126746.0,-0.07,0.0,31.8,19.96
513,000807,云铝股份,16.96,4.11,0.67,582522.0,975774162.59,5.65,17.11,16.19,16.4,16.29,1.31,1.68,11.55,2.1,58816557589.0,58815578047.0,0.18,0.24,9.49,25.35
514,830832,齐鲁华信,6.33,4.11,0.25,50039.0,31219195.47,5.76,6.38,6.03,6.04,6.08,2.76,4.02,68.09,1.17,878375265.0,787363526.0,0.32,0.8,-22.43,7.47
515,300166,东方国信,12.16,4.11,0.48,2253251.0,2771968284.92,8.48,12.89,11.9,12.02,11.68,1.63,24.88,493.98,2.29,13847148296.0,11011857238.0,0.0,0.33,24.46,29.36
516,300158,振东制药,4.06,4.1,0.16,406816.0,164279989.64,4.87,4.09,3.9,3.91,3.9,1.46,4.06,76.29,0.8,4081598209.0,4066869954.0,0.25,0.0,-17.98,-6.02
517,834021,流金科技,6.35,4.1,0.25,372206.0,233861073.58,9.67,6.58,5.99,6.03,6.1,2.59,14.78,-65.31,3.08,1962149892.0,1599450516.0,0.16,0.0,-29.68,18.47
518,002137,实益达,8.9,4.09,0.35,1316297.0,1155240653.78,9.12,9.29,8.51,8.6,8.55,1.8,33.2,142.92,3.34,5139793201.0,3528484708.0,0.23,0.23,43.78,-1.0
519,830779,武汉蓝电,35.88,4.09,1.41,19190.0,68727555.24,9.46,37.36,34.1,34.25,34.47,2.37,13.41,27.69,4.16,2052336000.0,513557652.0,-0.08,-0.28,-2.1,8.4
520,301370,国科恒泰,10.95,4.09,0.43,110992.0,119738819.97,5.61,11.04,10.45,10.48,10.52,2.39,3.43,38.74,2.11,5153070000.0,3545046743.0,0.09,0.27,-11.55,1.39
521,836395,朗鸿科技,15.05,4.08,0.59,40567.0,60623122.36,8.23,15.5,14.31,14.45,14.46,2.74,7.16,33.49,9.52,1919687700.0,852348924.0,-0.07,0.2,-12.19,19.16
522,833509,同惠电子,15.58,4.07,0.61,49850.0,76782127.83,8.35,16.0,14.75,14.8,14.97,2.71,6.05,68.28,7.85,2521711744.0,1284545729.0,0.0,0.65,-25.02,9.41
523,871857,泓禧科技,16.37,4.07,0.64,17449.0,28155862.81,7.76,16.68,15.46,15.97,15.73,2.78,2.36,67.97,3.15,1211497078.0,1211497078.0,0.0,1.17,-11.85,15.61
524,839371,欧福蛋业,7.43,4.06,0.29,63102.0,46314112.63,5.74,7.55,7.14,7.15,7.14,2.74,10.92,22.47,2.74,1526460332.0,429253672.0,0.41,0.54,-25.55,7.99
525,600718,东软集团,10.51,4.06,0.41,413091.0,430026202.0,5.84,10.68,10.09,10.11,10.1,1.69,3.43,62.27,1.32,12650923449.0,12650923449.0,0.1,0.29,-4.71,-2.41
526,301099,雅创电子,45.12,4.06,1.76,73643.0,331755659.14,4.2,45.98,44.16,45.2,43.36,2.34,11.98,34.72,4.15,4747666272.0,2773305312.0,0.13,0.18,3.72,8.85
527,600237,铜峰电子,7.18,4.06,0.28,590985.0,427309414.0,5.22,7.46,7.1,7.46,6.9,3.63,9.78,54.78,2.54,4528491733.0,4340196398.0,-0.14,-0.14,-2.84,9.62
528,300274,阳光电源,74.4,4.06,2.9,528184.0,3881242005.23,5.86,75.0,70.81,71.2,71.5,1.79,3.32,15.22,4.52,154246929946.0,118296085486.0,-0.01,0.19,-20.95,0.77
529,000055,方大集团,4.11,4.05,0.16,277657.0,114982178.36,8.61,4.3,3.96,3.97,3.95,3.29,4.11,22.11,0.73,4413623073.0,2777761703.0,0.0,0.24,0.0,4.31
530,833346,威贸电子,24.69,4.05,0.96,36095.0,89866623.9,9.57,25.67,23.4,23.4,23.73,2.83,13.33,48.82,4.57,1991930018.0,668383064.0,0.04,-0.08,-32.52,6.24
531,836957,汉维科技,11.07,4.04,0.43,21235.0,23375944.04,6.95,11.32,10.58,10.61,10.64,3.7,4.97,52.14,3.0,1187825767.0,472741405.0,1.1,0.82,-17.7,12.04
532,600748,上实发展,3.35,4.04,0.13,208578.0,69550278.0,7.45,3.45,3.21,3.21,3.22,2.46,1.13,-16.61,0.64,6179285688.0,6179285688.0,0.0,0.0,-11.38,-6.94
533,600055,万东医疗,16.25,4.03,0.63,145764.0,235685293.0,6.66,16.55,15.51,15.65,15.62,2.17,2.7,74.04,5.84,11424742193.0,8788263234.0,0.0,0.06,9.43,7.62
534,837174,宏裕包材,12.66,4.03,0.49,23477.0,29395112.26,6.74,12.85,12.03,12.17,12.17,2.66,10.04,-179.59,2.18,1029680008.0,296035540.0,0.24,0.24,-18.85,10.47
535,871396,常辅股份,18.91,4.02,0.73,28025.0,51981040.68,7.32,19.18,17.85,18.05,18.18,1.03,6.67,33.96,3.65,1134416195.0,794292217.0,0.16,0.05,-0.94,18.86
536,603228,景旺电子,32.47,4.0,1.25,563393.0,1815731425.0,5.09,33.0,31.41,31.58,31.22,1.37,6.12,25.11,2.79,30279324171.0,29891908366.0,0.03,0.06,24.17,16.63
537,300149,睿智医药,6.5,4.0,0.25,179667.0,116174266.39,5.44,6.59,6.25,6.25,6.25,2.17,3.61,-39.37,2.37,3236765948.0,3231048672.0,0.31,0.15,-3.99,1.25
538,002600,领益智造,10.16,3.99,0.39,7241520.0,7361044716.48,5.94,10.5,9.92,10.02,9.77,3.39,10.5,38.01,3.67,71203086641.0,70038340919.0,0.2,0.2,14.93,27.0
539,600006,东风股份,7.3,3.99,0.28,783906.0,567821665.0,8.12,7.54,6.97,7.01,7.02,2.0,3.92,-95.51,1.79,14600000000.0,14600000000.0,-0.14,0.0,5.04,-0.95
540,837748,路桥信息,23.74,3.99,0.91,36224.0,85288031.25,9.59,24.65,22.46,22.83,22.83,2.21,5.81,-176.73,6.27,1821807600.0,1480131431.0,0.04,0.34,-11.25,21.62
541,688621,阳光诺和,37.33,3.98,1.43,36929.0,136776883.0,5.63,37.88,35.86,35.97,35.9,2.06,3.3,15.1,3.7,4180960000.0,4180960000.0,-0.03,0.08,-17.96,-0.98
542,832471,美邦科技,13.84,3.98,0.53,30532.0,41771350.79,7.89,14.18,13.13,13.23,13.31,2.67,5.76,48.67,2.06,1151488000.0,733943601.0,0.07,0.65,-20.51,13.91
543,300843,胜蓝股份,34.24,3.98,1.31,204986.0,703729767.94,5.1,35.08,33.4,33.4,32.93,1.0,13.17,47.94,3.82,5605254509.0,5331025493.0,0.0,0.06,9.92,-2.2
544,000728,国元证券,8.37,3.98,0.32,962202.0,800719168.35,7.7,8.62,8.0,8.03,8.05,2.59,2.2,15.99,0.99,36524820948.0,36524820948.0,-0.12,0.0,-4.78,0.84
545,300288,朗玛信息,15.98,3.97,0.61,262671.0,415082154.0,7.22,16.3,15.19,15.27,15.37,1.66,10.24,98.84,3.31,5400303604.0,4099978868.0,-0.13,-0.25,7.03,9.3
546,000909,ST数源,5.77,3.96,0.22,90469.0,51840476.6,6.13,5.83,5.49,5.54,5.55,1.56,2.07,39.3,2.12,2525611194.0,2525589989.0,-0.17,-0.52,16.8,2.85
547,600303,ST曙光,2.89,3.96,0.11,101484.0,29080117.0,5.04,2.92,2.78,2.79,2.78,2.11,1.5,-6.62,1.35,1975616170.0,1952496170.0,0.35,0.35,-0.69,-3.02
548,838171,邦德股份,15.52,3.95,0.59,34218.0,52982316.35,6.63,15.95,14.96,15.1,14.93,3.97,6.58,20.86,3.44,1845793600.0,807541668.0,0.19,0.13,-15.65,9.3
549,000703,恒逸石化,6.32,3.95,0.24,317443.0,198434026.99,3.45,6.34,6.13,6.16,6.08,2.08,0.87,75.26,1.0,23171105788.0,23051229450.0,0.0,0.16,-2.77,0.64
550,603737,三棵树,41.9,3.94,1.59,37848.0,157325674.0,6.55,42.44,39.8,40.31,40.31,1.13,0.72,40.36,7.97,22081822954.0,22081822954.0,0.0,0.05,-19.35,-1.64
551,002630,华西能源,3.97,3.93,0.15,1416313.0,553780747.36,8.12,4.08,3.77,3.8,3.82,1.79,13.37,46.21,7.46,4687776000.0,4206963583.0,0.0,-0.25,9.97,14.08
552,600106,重庆路桥,5.84,3.91,0.22,355814.0,205250171.0,4.98,5.87,5.59,5.61,5.62,1.48,2.68,46.16,1.59,7761506362.0,7761506362.0,0.0,0.0,-16.81,4.47
553,001256,炜冈科技,17.28,3.91,0.65,31939.0,55133735.39,7.58,17.87,16.61,16.63,16.63,3.7,7.8,23.06,2.18,2464345002.0,707492966.0,0.12,0.06,6.08,8.68
554,002838,道恩股份,12.23,3.91,0.46,69105.0,83162163.16,4.84,12.32,11.75,11.87,11.77,2.3,1.77,41.84,1.85,5479615593.0,4773004436.0,-0.08,0.25,-7.84,3.82
555,831175,派诺科技,17.02,3.91,0.64,54729.0,92984274.41,9.22,17.68,16.17,16.17,16.38,1.74,10.96,254.02,1.84,1354962200.0,850072904.0,-0.47,-0.7,-24.15,-8.1
