序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,836871,派特尔,16.51,30.0,3.81,122321.0,195151409.4,28.27,16.51,12.92,13.05,12.7,10.92,30.45,37.98,4.79,1275556260.0,663217712.0,0.0,0.0,14.26,48.6
2,839493,并行科技,140.07,30.0,32.32,101157.0,1285458224.61,27.8,140.07,110.12,113.0,107.75,1.68,31.19,2028.37,23.53,8156276100.0,4543250010.0,0.0,0.0,75.97,97.81
3,832171,志晟信息,23.55,29.97,5.43,186831.0,406013570.09,31.4,23.55,17.86,17.86,18.12,3.99,28.34,-23.2,11.01,2360492684.0,1552581038.0,0.0,0.0,11.14,13.17
4,839946,华阳变速,10.67,29.96,2.46,471344.0,463155465.25,25.33,10.67,8.59,9.0,8.21,8.57,47.35,-78.41,6.45,1440348027.0,1062065125.0,0.0,0.0,1.04,68.03
5,834770,艾能聚,21.29,23.06,3.99,215858.0,430097079.88,27.8,21.85,17.04,17.15,17.3,3.17,26.36,50.55,4.7,2770514006.0,1743519002.0,-0.05,0.09,-22.1,36.04
6,837344,三元基因,21.44,21.13,3.74,38141.0,76392961.64,23.28,21.66,17.54,17.69,17.7,6.01,3.36,165.23,4.28,2611606400.0,2434743466.0,-0.09,0.56,-15.19,20.52
7,832978,开特股份,19.45,20.28,3.28,205322.0,391158284.07,13.79,20.16,17.93,18.25,16.17,6.39,20.5,27.54,5.52,3486635553.0,1948247139.0,0.0,0.31,10.26,44.07
8,300846,首都在线,18.52,20.03,3.09,1194167.0,2156470148.06,9.79,18.52,17.01,17.01,15.43,1.99,30.6,-47.47,8.63,9268559018.0,7227573586.0,0.0,0.0,32.66,33.14
9,301208,中亦科技,43.19,20.01,7.2,217830.0,899834224.67,20.7,43.19,35.74,35.81,35.99,3.14,49.45,71.81,3.47,5182802591.0,1902478901.0,0.0,0.0,12.77,12.04
10,688048,长光华芯,56.52,20.0,9.42,204530.0,1122355258.0,17.28,56.52,48.38,50.0,47.1,2.26,20.53,-117.89,3.3,9963342378.0,5630829756.0,0.0,0.02,19.85,44.96
11,301030,仕净科技,22.5,20.0,3.75,307591.0,663407717.88,19.73,22.5,18.8,18.96,18.75,2.86,18.0,23.65,2.3,4536158175.0,3843971685.0,0.0,0.0,-33.88,-6.79
12,688316,青云科技-U,58.87,20.0,9.81,20475.0,120538562.0,0.0,58.87,58.87,58.87,49.06,1.45,5.7,-33.63,23.54,2813967633.0,2116036231.0,0.0,0.0,60.63,75.73
13,688227,品高股份,39.44,19.99,6.57,92271.0,335855575.0,20.2,39.44,32.8,33.99,32.87,2.81,14.4,-71.66,3.31,4458900046.0,2527977043.0,0.0,0.1,77.66,52.57
14,688158,优刻得-W,23.9,19.98,3.98,259774.0,620859239.0,0.0,23.9,23.9,23.9,19.92,2.01,6.46,-49.14,4.38,10828972436.0,9614107401.0,0.0,0.0,62.92,70.96
15,300057,万顺新材,5.59,19.96,0.93,615672.0,336256293.52,12.45,5.59,5.01,5.02,4.66,5.18,8.59,-103.0,0.92,4971984917.0,4007176211.0,0.0,0.0,-4.61,15.98
16,300630,*ST普利,2.84,19.83,0.47,625990.0,168147850.31,21.1,2.84,2.34,2.35,2.37,1.41,18.5,-9.79,0.47,1283043059.0,960752847.0,0.0,0.0,-75.26,-58.3
17,301551,无线传媒,61.99,19.49,10.11,116698.0,700156336.82,18.47,62.26,52.68,52.68,51.88,6.76,32.88,98.4,10.22,24796619900.0,2200042395.0,0.0,0.83,-8.3,10.66
18,834475,三友科技,22.32,18.03,3.41,112606.0,239423874.66,17.45,22.8,19.5,19.5,18.91,2.56,27.11,197.06,6.37,2296620864.0,926946475.0,0.0,-0.8,66.32,38.46
19,300790,宇瞳光学,28.91,16.34,4.06,1221626.0,3505703985.6,9.82,29.82,27.38,29.0,24.85,4.99,40.87,60.85,4.69,10815779741.0,8641647134.0,0.03,-0.1,70.46,51.44
20,300253,卫宁健康,9.26,16.19,1.29,2859098.0,2496826952.5,20.45,9.5,7.87,7.9,7.97,3.02,15.12,98.4,3.5,20288504265.0,17512858055.0,0.22,-0.11,19.64,29.33
21,300159,新研股份,2.44,15.64,0.33,2801576.0,661740922.64,19.91,2.53,2.11,2.12,2.11,2.78,19.03,-15.44,-27.13,3664796852.0,3591287655.0,0.41,0.41,-42.59,-11.59
22,688486,龙迅股份,124.0,15.57,16.71,28972.0,330780342.0,18.27,124.4,104.8,104.8,107.29,1.99,5.18,101.21,9.21,12682793160.0,6933156324.0,-0.31,0.32,112.73,58.89
23,688114,华大智造,55.0,15.42,7.35,102155.0,540539755.0,20.4,56.94,47.22,47.65,47.65,2.81,4.8,-37.08,2.86,22908388525.0,11711286895.0,-0.92,-0.9,10.78,17.55
24,688678,福立旺,18.44,15.39,2.46,218670.0,387679802.0,15.33,18.77,16.32,16.55,15.98,3.62,8.99,51.61,2.94,4483947627.0,4483947627.0,0.22,0.33,60.77,24.18
25,301439,泓淋电力,19.2,15.32,2.55,417626.0,785621168.68,17.0,19.96,17.13,17.34,16.65,2.07,22.79,40.55,2.65,7470754733.0,3518340941.0,0.05,0.1,37.73,39.64
26,300766,每日互动,39.94,15.1,5.24,1863298.0,7230998748.48,16.57,41.6,35.85,36.39,34.7,3.26,52.39,1851.2,9.69,15663379915.0,14205581138.0,0.1,-1.09,169.86,173.37
27,688435,英方软件,36.65,14.71,4.7,51132.0,180167906.0,20.5,38.0,31.45,32.1,31.95,4.36,11.08,-72.49,2.76,3060275000.0,1691321085.0,0.11,0.41,5.62,21.44
28,833580,科创新材,11.8,14.67,1.51,49771.0,54445942.64,15.35,11.8,10.22,10.24,10.29,3.61,8.9,97.6,3.09,1014800000.0,659662020.0,4.24,5.08,-3.12,23.82
29,001395,C亚联,46.86,14.54,5.95,138798.0,642196354.93,38.28,55.69,40.03,40.51,40.91,1.23,71.95,24.38,3.95,4088066400.0,903948331.0,0.21,-0.4,145.6,145.6
30,301596,瑞迪智驱,139.08,14.07,17.16,73158.0,986353423.88,20.75,146.3,121.0,122.8,121.92,2.51,53.09,78.32,9.54,7665821454.0,1916455363.0,0.03,-0.94,11.61,39.08
31,688246,嘉和美康,30.19,13.97,3.7,77832.0,224684119.0,15.86,30.69,26.49,26.49,26.49,2.58,7.71,-75.5,2.32,4153709204.0,3047741997.0,0.0,0.03,10.63,21.73
32,300725,药石科技,37.49,13.85,4.56,216798.0,787984174.43,13.82,37.77,33.22,33.22,32.93,6.29,12.87,42.61,2.7,7487827726.0,6313106168.0,0.16,0.21,-1.65,11.58
33,871263,莱赛激光,17.95,13.54,2.14,79319.0,134700990.31,16.95,18.55,15.87,16.55,15.81,4.95,18.34,1324.31,4.0,1427772923.0,776178499.0,0.45,2.75,-27.24,23.62
34,688080,映翰通,45.48,13.44,5.39,120620.0,535239014.0,19.61,48.11,40.25,41.4,40.09,4.59,16.33,30.22,3.38,3358781774.0,3358781774.0,0.0,0.66,29.28,38.15
35,300377,赢时胜,30.29,13.4,3.58,1847376.0,5388458732.63,18.53,31.35,26.4,26.5,26.71,2.26,28.67,-1227.06,7.67,22750064173.0,19515513174.0,0.07,0.23,15.13,9.91
36,838924,广脉科技,20.2,13.23,2.36,160681.0,319358903.28,30.89,22.98,17.47,17.51,17.84,2.88,25.7,70.72,7.29,2172944300.0,1262759287.0,0.0,0.95,13.29,34.13
37,688503,聚和材料,56.98,13.1,6.6,131584.0,729205401.0,17.71,59.02,50.1,50.23,50.38,3.53,7.28,24.56,2.97,13791076978.0,10294282070.0,0.0,1.32,-13.14,28.65
38,688685,迈信林,47.52,12.13,5.14,144213.0,665192422.0,15.55,49.0,42.41,43.29,42.38,2.54,9.92,142.74,9.58,6910675216.0,6910675216.0,0.02,-1.31,18.21,43.18
39,300588,熙菱信息,15.62,11.49,1.61,358866.0,573870555.26,16.92,16.81,14.44,14.76,14.01,4.64,20.3,-87.87,8.37,2990777489.0,2761960109.0,-1.26,-1.51,-1.08,0.39
40,839790,联迪信息,39.23,11.42,4.02,92366.0,351704562.5,22.15,42.28,34.48,34.88,35.21,1.73,17.0,228.32,9.38,3097876195.0,2132109622.0,-0.05,-0.1,21.42,15.04
41,835985,海泰新能,11.85,10.96,1.17,200734.0,232028457.5,16.67,12.29,10.51,10.66,10.68,2.63,9.53,16.85,2.61,3667292970.0,2497054029.0,-0.08,0.51,-29.67,18.5
42,300556,丝路视觉,22.25,10.59,2.13,305154.0,646329689.0,14.41,23.0,20.1,20.49,20.12,2.5,29.66,-9.38,3.8,2704673621.0,2289109993.0,0.27,0.0,15.52,16.8
43,301220,亚香股份,48.63,10.57,4.65,99128.0,447300816.6,18.89,50.79,42.48,44.02,43.98,1.61,21.04,65.29,2.43,3929304000.0,2290959251.0,-0.08,0.14,59.81,31.36
44,834415,恒拓开源,18.45,10.55,1.76,162905.0,297557389.26,19.47,19.79,16.54,16.58,16.69,3.43,15.36,191.2,4.97,2592436935.0,1956468147.0,0.0,0.38,-28.76,21.62
45,300338,*ST开元,3.89,10.2,0.36,203402.0,77606644.46,16.15,4.08,3.51,3.52,3.53,1.79,5.9,-32.53,-10.57,1566210052.0,1340287744.0,-0.26,0.0,-23.87,-19.96
46,002306,中科云网,2.49,10.18,0.23,600653.0,146080561.27,10.18,2.49,2.26,2.28,2.26,0.99,7.39,-42.1,685.55,2165708625.0,2024727034.0,0.0,0.0,-21.7,-13.54
47,002629,仁智股份,4.79,10.11,0.44,302939.0,141343130.3,9.43,4.79,4.38,4.39,4.35,0.73,8.51,-148.55,65.61,2041009420.0,1705002574.0,0.0,0.0,44.28,12.71
48,601929,吉视传媒,1.96,10.11,0.18,1699467.0,324982790.0,10.11,1.96,1.78,1.79,1.78,1.57,4.87,-16.57,1.23,6839984809.0,6839984809.0,0.0,0.0,3.7,4.81
49,000536,华映科技,4.9,10.11,0.45,1612354.0,764149508.4,10.56,4.9,4.43,4.45,4.45,2.16,5.84,-11.98,8.6,13553560735.0,13539104328.0,0.0,0.0,-39.58,8.65
50,000520,凤凰航运,5.01,10.11,0.46,275598.0,135040523.87,9.89,5.01,4.56,4.56,4.55,1.65,2.72,-172.21,9.71,5070538110.0,5070538110.0,0.0,0.0,-20.35,7.05
51,300232,洲明科技,8.06,10.11,0.74,1345197.0,1075234103.51,20.36,8.75,7.26,7.29,7.32,2.55,15.18,51.65,1.83,8794323556.0,7143927627.0,0.25,0.25,14.16,17.32
52,002613,北玻股份,4.36,10.1,0.4,416213.0,176547408.88,10.61,4.36,3.94,3.96,3.96,2.61,6.84,38.54,2.15,4798479497.0,2654899501.0,0.0,0.0,6.08,7.92
53,600666,奥瑞德,2.51,10.09,0.23,785583.0,190980463.0,9.21,2.51,2.3,2.31,2.28,1.36,3.25,-189.02,7.06,6936417236.0,6073579867.0,0.0,0.0,8.19,-1.18
54,600120,浙江东方,6.78,10.06,0.62,7203977.0,4876387306.0,2.92,6.78,6.6,6.78,6.16,10.32,21.09,41.52,1.49,23156286516.0,23156286516.0,0.0,0.0,33.46,45.49
55,600355,精伦电子,3.72,10.06,0.34,767520.0,280504734.0,9.17,3.72,3.41,3.44,3.38,1.31,15.6,-46.79,12.61,1830571824.0,1830571824.0,0.0,0.0,-33.81,9.09
56,002634,棒杰股份,3.72,10.06,0.34,141610.0,50702072.66,10.65,3.72,3.36,3.38,3.38,1.37,3.17,-6.7,1.98,1708791348.0,1661034081.0,0.0,0.0,-11.64,-1.06
57,002369,卓翼科技,7.55,10.06,0.69,1281731.0,936689375.86,9.18,7.55,6.92,6.92,6.86,1.88,22.66,-25.88,7.64,4280519914.0,4270662068.0,0.0,0.0,4.86,18.71
58,301198,喜悦智行,12.04,10.05,1.1,173490.0,205872941.12,15.36,12.67,10.99,11.15,10.94,4.79,10.69,249.23,2.17,2034760000.0,1953817247.0,-0.08,-0.08,9.36,10.26
59,603618,杭电股份,6.35,10.05,0.58,155836.0,94541783.0,10.4,6.35,5.75,5.77,5.77,1.01,2.25,27.2,1.46,4390235162.0,4390235162.0,0.0,0.0,15.66,16.94
60,002036,联创电子,11.17,10.05,1.02,287904.0,321588410.56,0.0,11.17,11.17,11.17,10.15,0.86,2.73,-192.17,4.41,11833165614.0,11764308909.0,0.0,0.0,9.08,18.83
61,002163,海南发展,8.98,10.05,0.82,335897.0,293633698.77,10.05,8.98,8.16,8.16,8.16,1.6,4.18,-24.44,6.25,7587721646.0,7215868898.0,0.0,0.0,0.11,-3.96
62,600207,安彩高科,4.71,10.05,0.43,848596.0,394788830.0,10.51,4.71,4.26,4.27,4.28,6.96,7.79,-42.8,1.7,5130662129.0,5130662129.0,0.0,0.0,-5.8,5.61
63,301236,软通动力,71.64,10.05,6.54,1371372.0,9467080470.08,17.51,75.4,64.0,65.41,65.1,2.7,20.16,674.2,6.52,68268705920.0,48737794468.0,0.04,0.01,9.96,22.02
64,600839,四川长虹,10.52,10.04,0.96,8129817.0,8250920305.0,11.09,10.52,9.46,9.56,9.56,2.68,17.62,105.7,3.41,48562889215.0,48549364798.0,0.0,0.0,-20.54,9.02
65,002858,力盛体育,13.48,10.04,1.23,357242.0,470098321.8,9.47,13.48,12.32,12.4,12.25,4.12,24.35,117.46,3.81,2209639416.0,1977881820.0,0.0,0.0,8.97,17.83
66,600633,浙数文化,13.59,10.04,1.24,222977.0,303025743.0,0.0,13.59,13.59,13.59,12.35,0.61,1.76,27.23,1.72,17233132074.0,17233132074.0,0.0,0.0,21.99,29.92
67,600588,用友网络,13.7,10.04,1.25,1618247.0,2161053371.0,11.08,13.7,12.32,12.32,12.45,1.96,4.74,-24.12,5.36,46812864503.0,46812864503.0,0.0,0.0,15.81,27.68
68,603390,通达电气,11.18,10.04,1.02,30266.0,33837388.0,0.0,11.18,11.18,11.18,10.16,0.31,0.87,176.54,2.49,3931692781.0,3910263863.0,0.0,0.0,15.73,1.82
69,600481,双良节能,6.25,10.04,0.57,1824419.0,1127181251.0,10.04,6.25,5.68,5.7,5.68,3.16,9.74,-6.56,2.18,11711044438.0,11711044438.0,0.0,0.0,-13.19,13.64
70,603300,海南华铁,6.58,10.03,0.6,679856.0,447345334.0,0.0,6.58,6.58,6.58,5.98,1.11,3.45,19.99,2.14,12981076581.0,12981076581.0,0.0,0.0,12.48,13.84
71,002849,威星智能,16.89,10.03,1.54,80139.0,131803298.85,9.71,16.89,15.4,15.6,15.35,2.04,4.22,42.19,2.8,3726508530.0,3207629641.0,0.0,0.0,5.3,-5.22
72,002596,海南瑞泽,3.4,10.03,0.31,448885.0,149207662.71,10.68,3.4,3.07,3.07,3.09,1.57,4.39,-33.63,4.32,3901773761.0,3476885111.0,0.0,0.0,7.94,-3.95
73,002542,中化岩土,3.73,10.03,0.34,1025270.0,368130018.48,9.44,3.73,3.41,3.43,3.39,1.87,6.4,-26.21,3.35,6736815433.0,5972661191.0,0.0,0.0,-39.84,-4.85
74,600756,浪潮软件,17.01,10.03,1.55,355734.0,592786769.0,10.67,17.01,15.36,15.46,15.46,3.13,10.98,-43.64,2.48,5512919789.0,5512919789.0,0.0,0.0,3.4,18.7
75,000779,甘咨询,9.11,10.02,0.83,179497.0,161203342.73,10.51,9.11,8.24,8.27,8.28,3.17,3.86,17.61,1.12,4234596308.0,4234226879.0,0.0,0.0,7.81,10.69
76,002577,雷柏科技,23.38,10.02,2.13,351933.0,801928846.62,6.96,23.38,21.9,22.1,21.25,1.9,12.44,145.13,5.59,6613734400.0,6613383700.0,0.0,0.0,42.65,23.51
77,002044,美年健康,4.94,10.02,0.45,1562385.0,753946012.35,10.24,4.94,4.48,4.49,4.49,4.57,4.03,588.75,2.53,19336414380.0,19129896677.0,0.0,0.0,-2.18,7.63
78,603882,金域医学,30.09,10.02,2.74,254591.0,747429792.0,10.75,30.09,27.15,27.34,27.35,3.07,5.53,111.41,1.78,13939441495.0,13845449422.0,0.0,0.0,-7.98,9.3
79,600126,杭钢股份,6.92,10.02,0.63,137369.0,95059611.0,0.0,6.92,6.92,6.92,6.29,0.18,0.41,-39.24,1.19,23370148454.0,23370148454.0,0.0,0.0,68.37,44.77
80,002448,中原内配,7.91,10.01,0.72,1677597.0,1305730907.95,5.98,7.91,7.48,7.76,7.19,8.99,34.46,14.98,1.33,4654320300.0,3851194365.0,0.0,0.0,25.76,26.36
81,000034,神州数码,39.88,10.01,3.63,1122064.0,4356471671.24,10.51,39.88,36.07,36.25,36.25,3.7,20.3,22.41,2.88,26703112053.0,22041433889.0,0.0,0.0,10.26,13.78
82,605228,神通科技,10.77,10.01,0.98,48550.0,52288318.0,0.0,10.77,10.77,10.77,9.79,0.73,1.15,207.82,3.03,4588147517.0,4555805207.0,0.0,0.0,24.22,-0.19
83,000158,常山北明,22.42,10.01,2.04,2838211.0,6169645899.26,11.24,22.42,20.13,20.24,20.38,2.12,17.87,-94.47,6.44,35840986885.0,35598897720.0,0.0,0.0,-32.12,11.32
84,003005,竞业达,40.56,10.01,3.69,242832.0,893497919.52,17.01,40.56,34.29,34.29,36.87,2.81,32.89,206.57,3.59,6703660957.0,2994183086.0,0.0,0.0,47.01,49.56
85,605255,天普股份,14.73,10.01,1.34,40306.0,58106284.0,10.46,14.73,13.33,13.45,13.39,3.64,3.01,80.57,2.46,1974998400.0,1974998400.0,0.0,0.0,12.96,17.0
86,605398,新炬网络,37.16,10.01,3.38,11787.0,43799935.0,0.0,37.16,37.16,37.16,33.78,0.1,0.72,182.44,5.82,6046540644.0,6046540644.0,0.0,0.0,111.38,71.09
87,002881,美格智能,53.56,10.0,4.87,5251.0,28122749.2,0.0,53.56,53.56,53.56,48.69,0.06,0.29,115.12,9.18,14022106765.0,9697560424.0,0.0,0.0,104.82,78.77
88,603716,塞力医疗,8.58,10.0,0.78,289476.0,236272889.0,11.79,8.58,7.66,7.83,7.8,1.68,15.16,-21.94,1.68,1638679219.0,1638679219.0,0.0,0.0,18.18,18.84
89,603496,恒为科技,28.16,10.0,2.56,657882.0,1787594707.0,11.6,28.16,25.19,25.19,25.6,2.92,20.55,86.39,6.4,9017092283.0,9017092283.0,0.0,0.0,-4.45,3.61
90,603193,润本股份,28.71,10.0,2.61,34318.0,95248781.0,10.46,28.71,25.98,25.99,26.1,1.49,3.32,33.39,5.69,11615874045.0,2966785575.0,0.0,0.0,23.27,22.96
91,603150,万朗磁塑,32.34,10.0,2.94,132897.0,427080334.0,4.93,32.34,30.89,32.34,29.4,10.39,24.83,19.36,1.8,2764520220.0,1730719729.0,0.0,0.0,11.75,21.99
92,002175,东方智造,5.28,10.0,0.48,3180085.0,1624322019.55,11.04,5.28,4.75,4.81,4.8,2.2,24.91,149.12,10.98,6741402239.0,6741362639.0,0.0,0.0,85.92,26.32
93,002123,梦网科技,14.19,10.0,1.29,1363688.0,1888688916.94,11.71,14.19,12.68,12.8,12.9,1.98,19.07,279.92,6.86,11360371703.0,10149239991.0,0.0,0.0,22.96,31.27
94,002010,传化智联,4.84,10.0,0.44,770836.0,356511624.13,10.23,4.84,4.39,4.4,4.4,4.72,2.77,42.64,0.78,13493777259.0,13454157493.0,0.0,0.0,0.41,6.84
95,000761,本钢板材,3.3,10.0,0.3,325425.0,102959062.16,9.0,3.3,3.03,3.04,3.0,0.82,0.88,-3.17,1.05,13557152918.0,12237152918.0,0.0,0.0,-9.34,3.13
96,002865,钧达股份,64.36,10.0,5.85,115937.0,736175275.5,8.15,64.36,59.59,59.69,58.51,0.86,5.16,-26.53,3.66,14748206759.0,14472362309.0,0.0,0.0,-11.68,25.95
97,001368,通达创智,23.99,10.0,2.18,100161.0,238847069.5,4.03,23.99,23.11,23.11,21.81,5.68,31.6,24.49,2.04,2739048654.0,760374445.0,0.0,0.0,23.41,27.2
98,000818,航锦科技,22.35,9.99,2.03,1286549.0,2813034574.25,6.55,22.35,21.02,22.15,20.32,12.51,18.99,279.4,4.51,15179136600.0,15139161390.0,0.0,0.0,11.64,17.02
99,002691,冀凯股份,11.12,9.99,1.01,894121.0,978577856.5,9.89,11.12,10.12,11.11,10.11,1.61,26.61,-208.77,4.29,3780800000.0,3736100992.0,0.0,1.55,89.12,119.76
100,605299,舒华体育,10.35,9.99,0.94,397914.0,396509130.0,13.28,10.35,9.1,9.29,9.41,3.92,9.68,62.87,3.43,4260364797.0,4253119797.0,0.0,0.0,34.42,31.18
101,603920,世运电路,37.0,9.99,3.36,625721.0,2280406776.0,6.51,37.0,34.81,34.81,33.64,2.2,8.7,41.34,4.32,26618235749.0,26618235749.0,0.0,0.0,13.43,25.85
102,002213,大为股份,18.17,9.99,1.65,702715.0,1267176091.01,5.21,18.17,17.31,18.17,16.52,2.24,34.11,-122.05,7.36,4309106350.0,3742926679.0,0.0,0.0,52.56,33.9
103,600580,卧龙电驱,26.54,9.99,2.41,1979754.0,5131195721.0,11.77,26.54,23.7,23.8,24.13,0.94,15.2,40.63,3.5,34571604494.0,34571604494.0,0.0,0.0,61.04,54.39
104,002261,拓维信息,22.47,9.99,2.04,2530850.0,5583992808.58,7.0,22.47,21.04,21.37,20.43,2.91,22.44,1922.02,10.87,28223522212.0,25340852541.0,0.0,0.0,-9.76,22.72
105,002520,日发精机,6.94,9.98,0.63,275512.0,191205119.8,0.0,6.94,6.94,6.94,6.31,0.52,3.84,-59.01,4.71,5206701487.0,4979034787.0,0.0,0.0,20.07,20.7
106,002861,瀛通通讯,18.4,9.98,1.67,430018.0,746694245.11,16.74,18.4,15.6,16.0,16.73,0.72,28.64,-78.52,3.14,3427624901.0,2763097640.0,0.0,0.0,48.87,30.59
107,836414,欧普泰,11.79,9.98,1.07,69697.0,81386841.66,14.37,12.19,10.65,10.7,10.72,3.79,12.61,-730.56,3.08,940230936.0,651702106.0,0.08,0.43,-29.74,8.07
108,600785,新华百货,11.68,9.98,1.06,177576.0,202748417.0,10.36,11.68,10.58,10.58,10.62,2.54,7.87,18.15,1.19,2635373350.0,2635373350.0,0.0,0.0,-0.09,-10.64
109,603803,瑞斯康达,11.46,9.98,1.04,345396.0,378134065.0,9.88,11.46,10.43,10.52,10.42,0.49,8.13,-56.72,2.92,4919010833.0,4869165563.0,0.0,0.0,45.25,20.13
110,002824,和胜股份,17.19,9.98,1.56,174440.0,290584853.22,9.53,17.19,15.7,15.78,15.63,4.89,9.22,64.72,2.86,4797971052.0,3251574502.0,0.0,0.0,-5.55,9.49
111,002122,汇洲智能,5.29,9.98,0.48,6110920.0,3070283105.55,13.1,5.29,4.66,4.81,4.81,1.66,30.74,115.55,4.53,10582516718.0,10515120996.0,0.19,0.38,71.2,55.59
112,603110,东方材料,19.4,9.98,1.76,599372.0,1128525769.0,11.45,19.4,17.38,19.4,17.64,7.13,29.79,230.59,5.56,3903798601.0,3903798601.0,0.0,0.0,37.3,34.72
113,000710,贝瑞基因,9.59,9.98,0.87,436002.0,410297759.65,9.4,9.59,8.77,8.77,8.72,4.01,13.7,244.83,1.81,3390270849.0,3052099907.0,0.0,0.0,3.01,13.49
114,603612,索通发展,15.99,9.97,1.45,587760.0,922288539.0,10.39,15.99,14.48,14.54,14.54,4.67,11.8,27.58,1.37,7964690299.0,7964690299.0,0.0,0.0,6.81,18.36
115,600732,爱旭股份,13.02,9.97,1.18,1505961.0,1936432426.0,9.46,13.02,11.9,11.94,11.84,2.12,9.42,-6.3,3.89,23795582011.0,20811783104.0,0.15,0.0,-1.51,18.15
116,600186,莲花控股,6.51,9.97,0.59,5191653.0,3302496570.0,8.61,6.51,6.0,6.06,5.92,2.72,29.06,53.06,6.81,11682664638.0,11631484971.0,0.0,0.0,40.0,14.21
117,002674,兴业科技,10.16,9.96,0.92,185582.0,187662828.29,6.39,10.16,9.57,9.63,9.24,1.5,6.42,20.27,1.27,2965327511.0,2934976624.0,0.0,0.0,-4.42,7.06
118,000042,中洲控股,5.53,9.94,0.5,147298.0,79998031.07,10.14,5.53,5.02,5.02,5.03,0.74,2.22,-5.32,0.7,3676516199.0,3672645547.0,0.0,0.0,4.34,23.71
119,002016,世荣兆业,6.2,9.93,0.56,95099.0,56728923.0,10.28,6.2,5.62,5.68,5.64,1.78,1.18,157.23,1.05,5016392918.0,5016392918.0,0.0,0.0,-15.07,0.32
120,000903,云内动力,2.99,9.93,0.27,1009052.0,292725925.03,9.56,2.99,2.73,2.73,2.72,0.98,5.25,-13.48,2.21,5829809827.0,5741582328.0,0.0,0.0,-1.97,-13.08
121,002777,久远银海,19.89,9.83,1.78,425261.0,820423479.38,9.88,19.92,18.13,18.21,18.11,3.06,10.51,323.68,4.95,8119715346.0,8045733556.0,0.0,-0.05,-12.53,15.51
122,300153,科泰电源,16.34,9.81,1.46,618492.0,989784557.6,16.4,17.24,14.8,14.8,14.88,1.1,19.43,156.65,6.09,5228800000.0,5201514128.0,0.0,-0.31,102.48,3.22
123,300244,迪安诊断,12.4,9.44,1.07,490063.0,594023579.5,13.68,12.75,11.2,11.25,11.33,4.14,9.77,44.42,1.1,7749745006.0,6218092356.0,0.08,0.08,-5.42,9.25
124,002031,巨轮智能,7.79,9.41,0.67,6655710.0,4943882076.32,11.52,7.82,7.0,7.16,7.12,1.58,33.58,2199.57,7.04,17133292269.0,15441712021.0,-0.13,1.96,85.04,56.74
125,002778,中晟高科,18.89,9.38,1.62,130760.0,242843723.2,10.77,19.0,17.14,17.28,17.27,4.06,10.59,-49.56,6.08,2356589837.0,2331617068.0,-0.05,-0.26,18.28,8.19
126,603166,福达股份,11.05,9.3,0.94,1158986.0,1247114441.0,8.11,11.12,10.3,10.6,10.11,1.93,18.14,44.32,3.07,7140605594.0,7061045594.0,-0.27,-0.45,49.32,51.99
127,830799,艾融软件,68.12,9.24,5.76,191473.0,1283575689.12,19.23,73.5,61.51,62.7,62.36,1.96,15.86,249.69,37.55,14290217006.0,8222395377.0,0.03,-0.1,-2.82,32.09
128,300918,南山智尚,12.11,9.2,1.02,379319.0,467720225.55,9.38,12.87,11.83,11.83,11.09,4.01,10.37,26.68,2.21,4431066729.0,4431066729.0,0.83,0.5,5.21,17.46
129,300627,华测导航,45.16,9.13,3.78,207384.0,912344969.83,11.6,46.21,41.41,41.68,41.38,3.36,4.57,47.76,7.31,24813734358.0,20514373878.0,0.09,0.33,17.42,8.04
130,300078,思创医惠,3.28,8.97,0.27,966617.0,312931317.24,14.95,3.46,3.01,3.01,3.01,2.76,8.73,-9.76,4.62,3690302514.0,3630119408.0,0.0,0.61,-5.48,7.89
131,605117,德业股份,97.24,8.83,7.89,165776.0,1572249141.0,10.39,98.28,89.0,89.36,89.35,1.93,2.57,21.01,7.28,62748130777.0,62748130777.0,0.02,0.02,5.79,14.67
132,301186,超达装备,48.04,8.79,3.88,53586.0,251323697.01,9.49,48.5,44.31,44.47,44.16,2.71,7.3,37.13,2.68,3777646393.0,3526503170.0,0.02,0.5,20.79,20.43
133,603383,顶点软件,41.0,8.75,3.3,181164.0,732681200.0,10.53,41.47,37.5,37.52,37.7,2.95,8.86,62.39,5.96,8420866139.0,8384418779.0,0.0,0.0,-2.36,9.33
134,600609,金杯汽车,7.49,8.71,0.6,859155.0,632364519.0,10.01,7.58,6.89,6.89,6.89,2.83,6.59,25.12,7.13,9771143599.0,9771143599.0,-0.13,0.13,13.66,4.03
135,600203,福日电子,9.82,8.63,0.78,1097282.0,1058763483.0,10.29,9.94,9.01,9.04,9.04,4.28,18.5,-32.58,3.05,5823142965.0,5823142965.0,0.1,-0.2,-31.09,9.6
136,603106,恒银科技,9.64,8.56,0.76,786087.0,755330200.0,10.59,9.77,8.83,9.0,8.88,3.3,15.1,-105.11,4.08,5017812800.0,5017812800.0,-0.52,-0.92,-6.04,22.49
