Index,Stock Code,FilteredBy
1448,301108,Filter2
1449,300183,Filter2
1450,300525,Filter2
1451,003003,Filter3
1452,002314,
1453,300211,Filter1
1454,603655,Filter2
1455,688420,Filter2
1456,301273,Filter2
1457,301089,
1458,300152,Filter2
1459,688259,Filter2
1460,301037,Filter2
1461,002367,Filter2
1462,000926,
1463,600859,
1464,603289,Filter2
1465,301088,Filter2
1466,301032,Filter2
1467,600059,
1468,300558,Filter2
1469,600429,Filter2
1470,002728,
1471,002442,Filter2
1472,002981,Filter2
1473,000901,Filter2
1474,600241,Filter2
1475,603458,Filter2
1476,600551,Filter2
1477,600227,Filter2
1478,688177,
1479,600749,
1480,603848,Filter2
1481,300982,
1482,301136,
1483,000798,
1484,002809,Filter2
1485,600580,Filter1
1486,603101,Filter2
1487,605086,Filter2
1488,600895,Filter2
1489,600764,Filter2
1490,300945,Filter2
1491,688553,Filter2
1492,002069,Filter2
1493,688045,Filter2
1494,002897,Filter2
1495,600137,Filter2
1496,603809,Filter2
1497,603273,
1498,300475,Filter1
1499,688521,Filter1
1500,300180,Filter2
1501,300283,Filter2
1502,601279,
1503,300566,Filter2
1504,600520,Filter2
1505,688468,Filter2
1506,300637,
1507,300247,Filter2
1508,002232,Filter2
1509,300477,
1510,300500,
1511,000605,Filter2
1512,300735,Filter1
1513,300614,
1514,688776,
1515,002159,
1516,300732,
1517,300626,Filter2
1518,603836,Filter2
1519,002037,
1520,002015,
1521,000790,
1522,600022,Filter2
1523,688520,
1524,301228,Filter2
1525,301393,
1526,600664,Filter3
1527,603636,Filter2
1528,688381,Filter2
1529,605006,Filter2
1530,300453,Filter2
1531,002348,Filter3
1532,000695,
1533,001306,Filter2
1534,688199,Filter2
1535,002446,
1536,301326,Filter2
1537,301617,
1538,000548,Filter2
1539,002282,Filter2
1540,300424,Filter2
1541,301428,Filter2
1542,300493,Filter2
1543,002321,Filter2
1544,603028,
1545,300948,
1546,002161,Filter2
1547,605199,Filter2
1548,002767,Filter3
1549,600616,Filter2
1550,605068,
1551,002587,Filter2
1552,600936,Filter2
1553,600716,Filter2
1554,002906,Filter1
1555,688439,
1556,300287,Filter2
1557,300339,Filter2
1558,688357,
1559,603309,
1560,000652,Filter2
1561,001258,
1562,688566,
1563,600688,Filter2
1564,300397,Filter2
1565,688049,Filter2
1566,600149,Filter2
1567,002760,Filter2
1568,600590,Filter3
1569,688383,
1570,600570,Filter1
1571,002451,Filter2
1572,000565,Filter2
1573,002963,Filter2
1574,600736,Filter2
1575,600712,Filter2
1576,300340,Filter2
1577,000932,
1578,600620,
1579,688206,Filter2
1580,001356,
1581,600742,Filter2
1582,002667,Filter2
1583,301009,Filter2
1584,300452,Filter2
1585,301012,Filter3
1586,603822,Filter2
1587,301002,Filter2
1588,300420,Filter2
1589,300036,Filter2
1590,002817,Filter2
1591,300142,
1592,002723,Filter2
1593,002349,Filter2
1594,603004,Filter2
1595,300004,Filter2
1596,600292,Filter2
1597,600397,Filter2
1598,300499,Filter2
1599,301558,
1600,002426,Filter2
1601,600345,Filter2
1602,603019,Filter2
1603,600353,Filter2
1604,300245,Filter1
1605,603005,Filter2
1606,301486,Filter2
1607,300900,Filter2
1608,300272,Filter2
1609,300564,Filter2
1610,601566,
1611,603658,
1612,301348,
1613,688570,
1614,300658,Filter2
1615,002227,Filter2
1616,000631,Filter2
1617,600489,Filter2
1618,002887,Filter2
1619,300171,Filter2
1620,300593,
1621,002547,Filter2
1622,300241,Filter2
1623,605218,Filter3
1624,688147,
1625,600335,Filter2
1626,002511,
1627,688163,Filter2
1628,300683,
1629,603578,Filter2
1630,301058,Filter2
1631,301314,Filter2
1632,605228,Filter1
1633,300903,Filter2
1634,600682,Filter2
1635,603351,Filter2
1636,003037,
1637,600630,Filter2
1638,300759,Filter2
1639,603626,
1640,300378,Filter2
1641,002422,
1642,000514,Filter2
1643,001366,
1644,300084,Filter2
1645,300804,Filter2
1646,688136,Filter2
1647,300740,
1648,300219,Filter2
1649,600815,Filter2
1650,002852,Filter2
1651,603136,Filter2
1652,603690,Filter2
1653,001202,Filter2
1654,300191,Filter2
1655,688314,Filter2
1656,000950,
1657,688170,
1658,688251,Filter2
1659,603256,Filter2
1660,688389,
1661,300032,Filter2
1662,688523,Filter2
1663,688565,Filter2
1664,002184,Filter3
1665,301258,
1666,000572,Filter2
1667,600415,Filter2
1668,002007,
1669,600333,
1670,301041,Filter2
1671,300905,
1672,300508,Filter2
1673,605122,Filter2
1674,301179,Filter2
1675,600796,Filter2
1676,002448,Filter1
1677,605266,
1678,688010,Filter2
1679,688550,Filter2
1680,300166,Filter2
1681,600649,Filter2
1682,603291,Filter2
1683,603618,Filter1
1684,002722,Filter2
1685,002315,Filter2
1686,300800,Filter2
1687,600094,
1688,300281,Filter2
1689,002549,Filter2
1690,000021,Filter2
1691,600054,
1692,301075,Filter2
1693,300901,Filter2
1694,000925,Filter2
1695,603041,Filter2
1696,300357,
1697,603939,
1698,002104,Filter2
1699,688631,Filter1
1700,003021,Filter1
1701,601068,
1702,300538,
1703,603909,Filter2
1704,600719,
1705,688097,Filter2
1706,688041,Filter2
1707,300254,Filter2
1708,300737,
1709,002047,Filter2
1710,301366,Filter2
1711,600222,Filter2
1712,301119,Filter2
1713,601886,Filter2
1714,300844,Filter2
1715,688079,Filter2
1716,300621,
1717,603976,Filter2
1718,300998,
1719,000505,
1720,300727,Filter2
1721,300932,Filter2
1722,000797,
1723,600418,Filter2
1724,301246,
1725,600200,
1726,603808,Filter2
1727,301038,Filter2
1728,603444,Filter2
1729,301571,
1730,600983,Filter2
1731,603333,Filter2
1732,300046,Filter2
1733,300787,Filter2
1734,002793,
1735,688711,Filter2
1736,001236,Filter2
1737,002312,Filter2
1738,300883,Filter2
1739,688513,
1740,002890,Filter2
1741,600653,Filter2
1742,300221,Filter2
1743,000782,
1744,000031,
1745,000911,Filter2
1746,002864,
1747,002918,
1748,603318,Filter2
1749,603229,Filter2
1750,600759,Filter2
1751,002515,
1752,300518,Filter2
1753,688166,Filter2
1754,002950,Filter2
1755,600099,Filter2
1756,600959,Filter2
1757,001299,Filter2
1758,002826,Filter2
1759,600678,Filter2
1760,600318,Filter2
1761,603395,
1762,000912,Filter2
1763,301487,
1764,600226,Filter2
1765,688681,Filter2
1766,002277,Filter2
1767,301345,Filter2
1768,301176,
1769,300305,
1770,000509,Filter2
1771,002812,
1772,688510,Filter2
1773,300466,Filter2
1774,603569,
1775,600405,Filter2
1776,603885,Filter2
1777,603015,Filter2
1778,300978,Filter2
1779,000727,Filter2
1780,300582,Filter2
1781,301171,Filter2
1782,688709,
1783,002873,
1784,600556,Filter3
1785,688363,Filter2
1786,600278,Filter2
1787,301305,Filter2
1788,300769,
1789,688085,
1790,688072,Filter2
1791,603987,Filter2
1792,300527,
1793,601992,Filter2
1794,300015,Filter2
1795,000981,Filter2
1796,300835,Filter2
1797,603306,Filter2
1798,688007,
1799,002732,
1800,300333,Filter2
1801,002544,Filter2
1802,002856,Filter2
1803,600206,Filter1
1804,601579,
1805,300105,Filter2
1806,002376,Filter2
1807,603123,Filter2
1808,000718,Filter2
1809,301456,Filter2
1810,300039,Filter2
1811,605123,
1812,002534,Filter2
1813,688211,Filter2
1814,688325,Filter2
1815,603093,Filter2
1816,600101,Filter2
1817,300062,
1818,600512,Filter2
1819,002672,
1820,001314,Filter2
1821,605268,Filter2
1822,002484,Filter3
1823,600941,Filter2
1824,300293,Filter2
1825,002140,Filter2
1826,603866,
1827,300437,Filter3
1828,002574,
1829,300349,Filter2
1830,688069,
1831,300497,
1832,600927,
1833,688090,
1834,300943,Filter2
1835,301013,Filter2
1836,688577,Filter2
1837,300217,Filter3
1838,600082,Filter2
1839,600416,
1840,300223,Filter2
1841,603387,Filter2
1842,300080,Filter2
1843,603267,
1844,600567,Filter2
1845,688065,Filter2
1846,603863,Filter2
1847,603551,Filter2
1848,000936,Filter3
1849,301257,
1850,300964,Filter2
1851,601921,
1852,300485,
1853,600861,Filter2
1854,688660,Filter2
1855,688135,Filter2
1856,000019,Filter2
1857,605399,
1858,300215,Filter2
1859,002234,
1860,300947,Filter2
1861,002679,Filter2
1862,920066,
1863,002365,Filter2
1864,301290,Filter2
1865,002743,Filter3
1866,000096,Filter2
1867,688505,Filter2
1868,603050,
1869,603682,Filter3
1870,300135,Filter2
1871,300063,Filter2
1872,301047,
1873,600118,Filter2
1874,600793,Filter2
1875,000722,Filter2
1876,688351,
1877,002830,Filter2
1878,003020,
1879,300923,Filter2
1880,603903,
1881,300640,Filter2
1882,301418,
1883,688689,Filter2
1884,002893,
1885,688095,Filter2
1886,300296,Filter2
1887,600298,Filter2
1888,300243,Filter2
1889,002121,Filter2
1890,300385,Filter2
1891,688339,
1892,300292,Filter2
1893,002676,Filter2
1894,002054,Filter3
1895,300534,
1896,600848,
1897,600769,Filter2
1898,300887,
1899,002333,
1900,300404,Filter2
1901,300317,
1902,603901,Filter1
1903,000593,Filter2
1904,300686,Filter2
1905,301505,
1906,301237,Filter2
1907,002761,Filter2
1908,300824,Filter2
1909,603321,Filter2
1910,300021,Filter2
1911,002278,Filter2
1912,600617,
1913,300026,
1914,002148,Filter2
1915,301118,
1916,603188,Filter2
1917,002556,Filter2
1918,605180,Filter2
1919,002828,Filter2
1920,600686,Filter2
1921,000962,Filter2
1922,300173,Filter2
1923,600593,Filter3
1924,300122,
1925,002492,Filter2
1926,600506,Filter2
1927,300675,Filter2
1928,301098,
1929,002651,Filter2
1930,300371,Filter2
1931,002155,Filter3
1932,301222,Filter2
1933,301053,Filter2
1934,605577,
1935,002565,Filter2
1936,002758,Filter2
1937,002627,Filter2
1938,300610,Filter2
1939,002362,Filter2
1940,603205,
1941,300394,
1942,300058,Filter2
1943,002508,
1944,300546,Filter2
1945,301161,Filter3
1946,300535,Filter2
1947,002853,Filter3
1948,002724,
1949,002554,Filter3
1950,001234,Filter2
1951,600115,
1952,301267,
1953,300200,Filter2
1954,300126,Filter2
1955,300120,Filter2
1956,301286,Filter2
1957,301372,
1958,300847,Filter2
1959,001209,Filter2
1960,301320,Filter3
1961,600343,Filter2
1962,002082,Filter3
1963,002350,Filter2
1964,000026,Filter2
1965,002240,
1966,920098,
1967,605128,Filter2
1968,002787,
1969,002752,Filter2
1970,000529,
1971,002923,Filter2
1972,688091,Filter3
1973,603335,
1974,601002,Filter2
1975,300399,Filter2
1976,301516,
1977,300741,
1978,300598,Filter1
1979,301335,Filter2
1980,600867,
1981,600192,Filter2
1982,002342,
1983,300848,Filter2
1984,300374,Filter2
1985,002537,
1986,300128,Filter2
1987,300877,Filter2
1988,605033,Filter3
1989,300899,Filter2
1990,300619,
1991,603399,Filter2
1992,600657,Filter2
1993,605005,Filter2
1994,000567,
1995,600121,Filter2
1996,301113,Filter2
1997,300176,Filter2
1998,920111,
1999,688605,
2000,002188,Filter2
2001,003000,
2002,300141,Filter2
2003,300447,Filter2
2004,002062,Filter2
2005,301419,Filter3
2006,300240,
2007,002882,Filter2
2008,600792,
2009,002624,Filter2
2010,603519,Filter2
2011,300791,
2012,300140,
2013,688313,Filter1
2014,603356,Filter2
2015,300792,Filter2
2016,301565,
2017,000919,Filter2
2018,300040,
2019,600635,Filter3
2020,002829,
2021,002614,Filter2
2022,300956,Filter2
2023,000920,Filter2
2024,601899,Filter2
2025,002733,Filter2
2026,300337,Filter2
2027,301122,
2028,002866,Filter2
2029,002840,
2030,002466,
2031,603083,Filter3
2032,002169,Filter2
2033,001360,Filter2
2034,000036,
2035,300860,Filter2
2036,600493,Filter2
2037,603322,Filter2
2038,605298,Filter2
2039,603936,Filter2
2040,605288,Filter2
2041,300915,Filter2
2042,688013,Filter2
2043,000600,
2044,301120,
2045,603178,
2046,600982,Filter3
2047,300066,Filter2
2048,001317,Filter2
2049,000755,Filter2
2050,600545,Filter2
2051,688221,Filter2
2052,001206,Filter3
2053,002247,Filter2
2054,601019,
2055,002972,Filter2
2056,601512,Filter2
2057,601858,Filter2
2058,600650,Filter2
2059,002846,Filter2
2060,688679,Filter2
2061,603880,Filter2
2062,002666,Filter2
2063,603020,Filter2
2064,002523,Filter2
2065,300951,Filter2
2066,301387,Filter2
2067,600336,Filter2
2068,300858,
2069,301016,Filter2
2070,600281,Filter2
2071,688062,Filter2
2072,002404,Filter2
2073,688719,
2074,002616,Filter2
2075,002489,Filter2
2076,000558,Filter2
2077,603516,Filter2
2078,001256,Filter2
2079,600230,Filter2
2080,301057,Filter2
2081,002347,Filter2
2082,002803,Filter2
2083,301538,
2084,600156,Filter2
2085,603017,
2086,600180,
2087,300902,
2088,600704,Filter2
2089,688530,
2090,688247,Filter2
2091,300345,Filter2
2092,002132,Filter2
2093,600031,Filter2
2094,002218,Filter3
2095,300099,Filter2
2096,300092,Filter2
2097,301111,
2098,002995,Filter2
2099,603755,Filter2
2100,600232,Filter2
2101,002727,
2102,300033,Filter2
2103,600302,Filter2
2104,601238,Filter2
2105,300565,
2106,003035,
2107,002151,
2108,300259,Filter2
2109,603018,Filter2
2110,301210,Filter2
2111,603196,Filter2
2112,000025,Filter2
2113,600448,Filter2
2114,300298,
2115,688486,Filter1
2116,002360,
2117,300802,Filter2
2118,688027,Filter3
2119,300773,Filter2
2120,603176,Filter2
2121,601005,Filter2
2122,300037,
2123,000705,Filter2
2124,688176,Filter2
2125,002025,
2126,000037,
2127,603022,Filter2
2128,001205,Filter2
2129,603076,Filter2
2130,600391,Filter2
2131,300332,
2132,000672,
2133,300187,Filter2
2134,301027,Filter2
2135,300220,Filter2
2136,600768,Filter2
2137,300516,
2138,603060,Filter2
2139,600790,Filter2
2140,600073,
2141,603535,Filter2
2142,600097,Filter2
2143,300355,Filter2
2144,002641,Filter2
2145,688655,Filter2
2146,600809,
2147,300625,Filter2
2148,603331,
2149,600127,
2150,002977,
2151,300801,Filter2
2152,600168,Filter2
2153,002707,Filter2
2154,688379,Filter2
2155,605580,Filter2
2156,600825,Filter2
2157,603385,Filter2
2158,603324,Filter2
2159,688786,Filter2
2160,301608,
2161,300381,Filter2
2162,600235,Filter2
2163,300388,Filter2
2164,002230,Filter2
2165,000592,Filter2
2166,002913,Filter1
2167,301166,Filter2
2168,688597,Filter2
2169,688338,Filter2
2170,603590,
2171,002476,Filter2
2172,300973,Filter2
2173,688308,
2174,000028,
2175,301227,
2176,605289,
2177,688638,Filter2
2178,300995,Filter2
2179,600176,Filter2
2180,301212,Filter2
2181,000637,Filter2
2182,301517,
2183,300194,Filter2
2184,002207,
2185,301373,Filter2
2186,688285,Filter2
2187,301265,Filter2
2188,301030,Filter1
2189,300363,Filter2
2190,000617,
2191,002962,Filter2
2192,688526,
2193,000973,Filter2
2194,920118,
2195,600203,Filter1
2196,002405,Filter2
2197,688371,Filter2
2198,603282,
2199,605588,Filter2
2200,603912,Filter2
2201,300670,Filter2
2202,002412,Filter2
2203,300803,Filter2
2204,301587,
2205,688585,Filter2
2206,603102,Filter2
2207,603223,Filter2
2208,000678,Filter2
2209,001217,Filter2
2210,300537,
2211,300983,
2212,002150,
2213,601133,Filter2
2214,002423,Filter2
2215,000591,
2216,001322,
2217,603709,Filter2
2218,300970,
2219,003036,Filter2
2220,301413,Filter2
2221,002566,Filter2
2222,600648,Filter2
2223,600787,Filter2
2224,603172,
2225,002281,Filter2
2226,002980,Filter2
2227,301209,Filter2
2228,300444,Filter2
2229,688233,Filter2
2230,000959,Filter2
2231,300745,Filter2
2232,600103,Filter2
2233,300408,Filter2
2234,301391,
2235,300994,Filter2
2236,300958,
2237,000756,
2238,688129,Filter2
2239,003013,
2240,002266,Filter2
2241,603319,Filter2
2242,300189,Filter2
2243,301280,Filter2
2244,688981,Filter2
2245,301577,
2246,301011,Filter2
2247,002806,Filter2
2248,300679,Filter2
2249,002546,Filter2
2250,000020,Filter2
2251,688669,Filter2
2252,300009,
2253,002029,Filter2
2254,002692,Filter3
2255,002479,Filter2
2256,301130,Filter2
2257,603307,Filter2
2258,002889,Filter2
2259,300082,Filter2
2260,300770,Filter2
2261,002190,Filter3
2262,301381,
2263,300008,Filter2
2264,600223,
2265,600255,Filter2
2266,605366,
2267,600132,
2268,688067,Filter2
2269,300756,Filter2
2270,601727,Filter2
2271,002167,Filter2
2272,300814,Filter2
2273,603598,Filter2
2274,301386,Filter2
2275,301313,Filter2
2276,600229,Filter2
2277,000633,
2278,688560,
2279,600557,
2280,600221,Filter2
2281,002644,Filter3
2282,000655,Filter2
2283,603301,
2284,000702,Filter2
2285,300463,
2286,600879,Filter2
2287,688182,Filter2
2288,300320,Filter2
2289,600376,
2290,002941,Filter2
2291,000757,Filter2
2292,003008,Filter2
2293,002869,Filter2
2294,600252,Filter2
2295,300705,Filter2
2296,300461,
2297,300797,Filter2
2298,002800,
2299,000739,
2300,600935,
2301,301101,Filter1
2302,301556,
2303,603063,Filter3
2304,002862,Filter2
2305,600655,
2306,600561,Filter2
2307,002590,
2308,300265,Filter2
2309,002297,Filter2
2310,603031,Filter2
2311,601956,Filter2
2312,002550,
2313,002790,
2314,000677,Filter2
2315,301141,Filter2
2316,600663,
2317,300655,Filter2
2318,600851,Filter3
2319,002615,Filter2
2320,601366,
2321,600722,Filter2
2322,688188,Filter2
2323,300554,
2324,002263,Filter2
2325,603180,Filter2
2326,300095,Filter2
2327,603155,Filter2
2328,001219,Filter2
2329,605080,Filter2
2330,002256,Filter3
2331,301518,
2332,688600,Filter2
2333,603211,Filter3
2334,600739,Filter3
2335,000789,
2336,603678,Filter2
2337,605077,
2338,600984,Filter2
2339,688028,Filter2
2340,301183,Filter2
2341,002366,Filter2
2342,603886,
2343,003011,Filter2
2344,000570,Filter2
2345,688181,Filter2
2346,301308,Filter2
2347,600373,
2348,301307,
2349,603073,Filter2
2350,603856,Filter2
2351,001379,
2352,603391,
2353,603823,
2354,600724,Filter3
2355,000767,Filter2
2356,603131,Filter2
2357,688586,Filter2
2358,301592,
2359,301193,Filter2
2360,301056,Filter2
2361,000927,
2362,603719,Filter3
2363,301555,
2364,000922,Filter2
2365,605136,Filter2
2366,600368,Filter2
2367,301520,
2368,600444,Filter2
2369,300882,Filter2
2370,600095,
2371,301508,
2372,600547,
2373,300121,Filter2
2374,300867,Filter2
2375,300587,
2376,002351,Filter2
2377,301272,
2378,600258,
2379,002985,
2380,002465,Filter2
2381,600993,
2382,600801,
2383,300193,Filter2
2384,603344,
2385,688602,
2386,300650,Filter2
2387,600969,
2388,000799,
2389,301065,Filter2
2390,600284,Filter2
2391,603737,Filter2
2392,688298,
2393,600558,Filter2
2394,300702,Filter2
2395,688391,Filter2
2396,601166,Filter2
2397,300863,Filter3
2398,002042,Filter2
2399,600573,Filter2
2400,601456,
2401,603218,Filter2
2402,301396,Filter2
2403,603032,
2404,688678,Filter1
2405,300760,
2406,002049,Filter2
2407,603353,Filter2
2408,301092,Filter2
2409,688295,
2410,002334,Filter2
2411,603375,
2412,301135,Filter2
2413,002138,Filter2
2414,002060,
2415,002845,Filter2
2416,003027,Filter2
2417,603317,Filter2
2418,603260,
2419,600844,
2420,301156,Filter2
2421,002688,Filter2
2422,301006,Filter2
2423,002555,Filter2
2424,002725,Filter2
2425,600396,Filter2
2426,300114,Filter2
2427,002837,Filter3
2428,600329,Filter2
2429,603759,Filter3
2430,300985,
2431,300401,
2432,002471,Filter2
2433,300711,Filter2
2434,000923,
2435,300960,Filter2
2436,002687,
2437,300828,Filter2
2438,601111,
2439,600773,
2440,600705,Filter2
2441,002815,Filter2
2442,603676,Filter2
2443,600212,Filter2
2444,300991,Filter2
2445,300784,
2446,600231,Filter2
2447,600644,Filter2
2448,603917,
2449,301585,
2450,601518,Filter2
2451,002805,
2452,688075,Filter2
2453,603937,Filter2
2454,002753,Filter2
2455,688297,Filter2
2456,300890,Filter2
2457,688216,Filter2
2458,601106,
2459,688300,Filter2
2460,600382,Filter2
2461,300569,
2462,002275,
2463,002462,Filter2
2464,603012,Filter2
2465,301528,
2466,001231,Filter2
2467,002046,Filter2
2468,301083,Filter2
2469,603686,Filter3
2470,603922,Filter2
2471,688395,Filter2
2472,601519,Filter2
2473,603266,
2474,600675,
2475,603125,Filter2
2476,601020,Filter2
2477,603350,
2478,603788,Filter2
2479,002735,
2480,603279,
2481,300010,Filter2
2482,301046,Filter2
2483,603916,
2484,688198,
2485,603290,
2486,600592,Filter2
2487,002248,Filter2
2488,300819,Filter2
2489,000733,
2490,603187,
2491,002027,Filter2
2492,600853,Filter2
2493,002441,Filter2
2494,000766,
2495,688628,Filter2
2496,603585,Filter2
2497,603230,Filter2
2498,600997,
2499,601908,
2500,600741,Filter2
2501,603501,Filter2
2502,688671,
2503,600569,Filter2
2504,600854,Filter2
2505,301081,Filter2
2506,301519,
2507,600403,
2508,600108,Filter2
2509,688399,
2510,002791,
2511,300056,Filter2
2512,600702,
2513,605598,Filter3
2514,300017,Filter2
2515,600874,Filter2
2516,688459,Filter2
2517,300739,Filter2
2518,300913,Filter3
2519,000751,Filter2
2520,300484,Filter2
2521,688286,Filter2
2522,000566,Filter2
2523,600500,
2524,301277,Filter2
2525,001378,
2526,603968,
2527,603199,
2528,603107,
2529,002746,
2530,300624,Filter2
2531,301607,
2532,000546,
2533,600917,Filter2
2534,300502,
2535,603183,Filter2
2536,301507,
2537,300904,Filter2
2538,300873,Filter2
2539,300449,Filter2
2540,600113,Filter2
2541,301090,
2542,601801,Filter2
2543,300491,Filter2
2544,600267,Filter2
2545,688309,Filter2
2546,603727,Filter2
2547,600152,
2548,002180,Filter3
2549,300576,Filter2
2550,603927,Filter2
2551,002548,
2552,605286,Filter2
2553,600029,
2554,600460,Filter3
2555,301021,Filter2
2556,600316,Filter2
2557,002976,Filter2
2558,605162,
2559,920088,
2560,002077,Filter2
2561,603338,Filter2
2562,301429,Filter2
2563,301063,Filter2
2564,301163,Filter2
2565,300712,Filter3
2566,688248,Filter2
2567,600056,
2568,301033,Filter2
2569,603855,Filter2
2570,001896,
2571,002836,Filter2
2572,688779,
2573,600138,
2574,301388,Filter2
2575,603283,
2576,600036,Filter2
2577,002522,Filter2
2578,001279,
2579,600615,Filter2
2580,688575,Filter2
2581,605287,
2582,300589,
2583,301087,
2584,603706,Filter2
2585,002594,Filter1
2586,600540,Filter2
2587,300907,Filter2
2588,002346,Filter2
2589,600055,Filter2
2590,300747,Filter2
2591,002461,Filter2
2592,002393,Filter3
2593,300939,Filter2
2594,688001,Filter2
2595,600185,
2596,002968,
2597,002825,Filter2
2598,000153,Filter2
2599,688429,
2600,603861,Filter2
2601,301361,Filter2
2602,002841,Filter2
2603,603081,Filter2
2604,600016,Filter2
2605,301167,Filter2
2606,603657,Filter3
2607,300631,Filter2
2608,002361,Filter2
2609,000533,Filter2
2610,301123,Filter3
2611,603368,
2612,600072,
2613,688138,Filter2
2614,300482,
2615,688111,Filter2
2616,001367,
2617,603066,Filter2
2618,600521,
2619,603718,
2620,603982,
2621,300594,Filter2
2622,300383,Filter2
2623,002578,Filter2
2624,300402,Filter2
2625,600236,
2626,300577,Filter2
2627,300896,
2628,300891,Filter3
2629,000900,Filter2
2630,603195,
2631,001333,Filter2
2632,300643,Filter2
2633,688038,Filter2
2634,301008,Filter2
2635,301110,Filter3
2636,601199,
2637,688611,Filter2
2638,000560,Filter2
2639,605060,Filter3
2640,605566,Filter2
2641,301355,Filter2
2642,605177,
2643,688252,Filter2
2644,300563,Filter3
2645,688419,Filter2
2646,603105,
2647,603079,Filter2
2648,600195,
2649,600488,Filter2
2650,601069,Filter2
2651,600468,
2652,301311,
2653,300422,
2654,000682,
2655,002909,Filter2
2656,300227,Filter2
2657,920128,
2658,300592,Filter2
2659,301170,Filter2
2660,001316,Filter2
2661,001210,Filter2
2662,000938,Filter2
2663,300910,Filter2
2664,688006,
2665,300153,Filter1
2666,601162,Filter2
2667,300719,
2668,301132,Filter2
2669,301148,Filter2
2670,600995,
2671,300342,Filter2
2672,603043,
2673,688167,Filter2
2674,300068,
2675,600480,Filter2
2676,600805,Filter2
2677,002885,Filter3
2678,002242,
2679,301292,
2680,001298,
2681,600051,Filter2
2682,002119,Filter2
2683,301251,Filter2
2684,001359,
2685,002455,Filter2
2686,300957,Filter2
2687,002952,
2688,600726,Filter2
2689,600117,
2690,300568,Filter2
2691,000977,Filter2
2692,301332,Filter2
2693,301152,
2694,002612,Filter2
2695,603089,Filter2
2696,002617,Filter2
2697,603237,Filter2
2698,301580,
2699,300432,Filter2
2700,603217,Filter2
2701,301180,
2702,603663,Filter2
2703,600960,Filter2
2704,002110,Filter2
2705,600623,Filter2
2706,600218,Filter2
2707,301229,Filter2
2708,603798,Filter2
2709,603906,Filter2
2710,301282,Filter2
2711,002078,
2712,688538,
2713,688169,
2714,002983,Filter2
2715,301300,Filter2
2716,300636,
2717,603085,Filter2
2718,300931,Filter2
2719,003039,
2720,600107,Filter2
2721,301446,Filter2
2722,002074,Filter2
2723,688015,Filter2
2724,301526,
2725,301533,Filter2
2726,600479,
2727,002209,Filter2
2728,688388,Filter2
2729,688665,Filter2
2730,688591,Filter2
2731,300855,
2732,301115,
2733,300012,Filter2
2734,300842,Filter2
2735,301322,
2736,600251,
2737,600794,Filter3
2738,300693,Filter3
2739,002778,Filter2
2740,300729,Filter2
2741,002788,Filter2
2742,000967,Filter2
2743,601968,
2744,600595,Filter1
2745,301331,
2746,002287,Filter2
2747,603285,
2748,600758,Filter2
2749,603121,Filter2
2750,600784,Filter2
2751,002827,
2752,003023,Filter2
2753,603097,
2754,002296,Filter2
2755,000993,
2756,603587,Filter2
2757,002772,Filter2
2758,601388,
2759,688070,Filter2
2760,600731,Filter2
2761,001914,
2762,300393,
2763,002114,Filter2
2764,605319,Filter2
2765,000906,
2766,002959,
2767,300418,Filter2
2768,600380,
2769,300145,Filter2
2770,688312,Filter2
2771,300841,
2772,301296,Filter2
2773,002871,Filter2
2774,002933,Filter3
2775,300834,Filter2
2776,600708,Filter2
2777,301079,Filter2
2778,603216,Filter2
2779,688226,Filter2
2780,002012,Filter2
2781,600713,Filter2
2782,301068,Filter2
2783,605099,Filter2
2784,002557,
2785,603899,
2786,002940,
2787,300335,Filter2
2788,301188,Filter2
2789,605058,Filter2
2790,605066,Filter3
2791,002579,Filter2
2792,688203,Filter2
2793,603228,Filter3
2794,688057,Filter2
2795,600390,Filter2
2796,300701,Filter2
2797,000990,Filter2
2798,688800,Filter2
2799,002832,
2800,002792,Filter2
2801,300708,Filter2
2802,002860,Filter2
2803,002057,Filter2
2804,603386,
2805,301529,
2806,000636,Filter2
2807,301072,
2808,601138,
2809,301048,
2810,600643,Filter2
2811,300786,Filter2
2812,002998,Filter2
2813,688119,Filter2
2814,688179,Filter2
2815,603070,Filter3
2816,603650,Filter2
2817,603506,Filter2
2818,002375,Filter2
2819,688581,Filter2
2820,600536,Filter3
2821,601155,
2822,600359,Filter2
2823,001282,Filter2
2824,601600,Filter2
2825,600356,Filter3
2826,300147,Filter2
2827,002394,Filter2
2828,688573,
2829,002773,Filter2
2830,300112,Filter2
2831,002284,Filter1
2832,601339,Filter2
2833,002201,Filter2
2834,002961,Filter2
2835,688337,Filter2
2836,300975,Filter2
2837,001201,
2838,300107,
2839,301601,
2840,300854,Filter2
2841,001300,
2842,688668,Filter3
2843,300411,Filter2
2844,300829,Filter3
2845,688448,Filter2
2846,002945,Filter2
2847,688696,Filter2
2848,600409,
2849,300407,Filter2
2850,301295,Filter2
2851,002689,Filter2
2852,300522,Filter2
2853,300993,Filter2
2854,603797,Filter2
2855,600600,
2856,002191,
2857,301578,Filter2
2858,002584,Filter2
2859,603259,Filter3
2860,603938,
2861,300681,Filter1
2862,600535,Filter2
2863,002867,
2864,600597,
2865,603272,Filter2
2866,600310,
2867,000055,Filter2
2868,002080,
2869,603931,Filter2
2870,601099,Filter2
2871,603515,Filter2
2872,600133,
