Index,Stock Code,FilteredBy
2873,301278,
2874,002810,
2875,002686,Filter2
2876,600104,Filter2
2877,603829,Filter2
2878,000065,
2879,300685,Filter2
2880,603109,Filter3
2881,002385,
2882,300962,Filter3
2883,688525,Filter2
2884,301226,Filter2
2885,605339,Filter2
2886,605365,
2887,603327,Filter2
2888,300894,Filter2
2889,300131,Filter2
2890,002428,Filter2
2891,002237,Filter2
2892,301468,
2893,600151,Filter2
2894,603577,Filter2
2895,600746,Filter2
2896,600720,
2897,688687,
2898,002538,Filter2
2899,300390,Filter2
2900,603116,Filter3
2901,002588,
2902,000723,
2903,688522,Filter2
2904,688106,
2905,002510,Filter2
2906,688652,Filter2
2907,002224,Filter2
2908,300512,Filter2
2909,688082,Filter3
2910,600182,Filter3
2911,300857,Filter2
2912,600109,Filter2
2913,002930,
2914,301289,Filter2
2915,600496,Filter2
2916,300607,Filter2
2917,300573,Filter2
2918,002580,Filter2
2919,301234,Filter2
2920,002818,Filter2
2921,002420,Filter2
2922,301628,
2923,300880,Filter2
2924,301499,Filter2
2925,600798,Filter2
2926,002430,
2927,688352,Filter2
2928,300481,Filter2
2929,601888,
2930,301121,Filter2
2931,600354,Filter3
2932,300971,Filter2
2933,300230,Filter2
2934,002403,Filter1
2935,600305,
2936,300471,
2937,002457,Filter2
2938,300696,
2939,603383,Filter1
2940,688305,Filter2
2941,688377,Filter2
2942,002228,Filter2
2943,000541,Filter2
2944,300433,Filter2
2945,600744,
2946,301091,Filter2
2947,605222,
2948,603126,Filter2
2949,300427,Filter2
2950,600111,Filter2
2951,300893,Filter2
2952,000596,Filter2
2953,601368,Filter2
2954,601158,
2955,301367,
2956,301181,Filter2
2957,603365,Filter2
2958,301488,Filter1
2959,300278,Filter3
2960,301131,Filter2
2961,300782,
2962,300972,Filter2
2963,300837,
2964,001387,
2965,301203,Filter3
2966,002783,
2967,688576,
2968,601136,
2969,001358,
2970,688016,Filter3
2971,300677,Filter2
2972,002396,Filter2
2973,301298,Filter2
2974,002726,
2975,000521,
2976,300602,Filter2
2977,001230,Filter2
2978,601880,Filter2
2979,000719,Filter2
2980,600581,Filter2
2981,002633,Filter2
2982,600918,Filter2
2983,300629,Filter2
2984,600293,Filter2
2985,688115,Filter2
2986,002863,Filter2
2987,688319,Filter2
2988,600433,Filter2
2989,002083,Filter2
2990,600779,Filter2
2991,300070,Filter2
2992,002236,Filter2
2993,001218,Filter2
2994,002637,Filter2
2995,300909,Filter2
2996,603725,Filter2
2997,603511,Filter3
2998,600866,Filter2
2999,300509,Filter2
3000,002040,Filter2
3001,688178,Filter3
3002,600681,
3003,002171,Filter2
3004,603908,Filter2
3005,600998,
3006,688321,
3007,603010,Filter2
3008,002391,Filter2
3009,300260,Filter3
3010,000507,Filter2
3011,002901,Filter2
3012,688117,
3013,000630,
3014,600668,Filter2
3015,300083,
3016,300617,Filter2
3017,600038,
3018,300295,Filter2
3019,300455,Filter2
3020,002596,Filter2
3021,002099,
3022,002552,Filter2
3023,300908,Filter2
3024,300294,
3025,000166,Filter2
3026,001376,
3027,688750,
3028,600703,Filter2
3029,002399,
3030,300823,Filter2
3031,688035,Filter2
3032,605259,Filter2
3033,600339,Filter2
3034,301338,Filter2
3035,301268,
3036,000157,
3037,300709,Filter2
3038,003028,Filter2
3039,002706,Filter2
3040,600757,Filter2
3041,603970,
3042,300774,Filter2
3043,603500,Filter3
3044,603639,
3045,601686,
3046,603051,
3047,603357,Filter2
3048,000930,
3049,000995,Filter3
3050,603299,Filter2
3051,601696,Filter3
3052,605500,Filter2
3053,300263,Filter2
3054,600897,Filter2
3055,301622,
3056,002415,Filter2
3057,300851,Filter2
3058,301158,Filter2
3059,002176,
3060,300160,Filter2
3061,000563,Filter2
3062,301217,Filter2
3063,300721,Filter2
3064,600621,Filter3
3065,600009,
3066,603896,
3067,000713,Filter2
3068,300543,Filter2
3069,600491,Filter2
3070,002294,
3071,300151,
3072,600470,Filter2
3073,600399,
3074,601008,Filter2
3075,300936,
3076,002469,Filter2
3077,688623,
3078,603113,
3079,002106,Filter2
3080,603098,Filter2
3081,000650,
3082,601800,
3083,002831,Filter2
3084,600425,Filter2
3085,002782,Filter2
3086,000762,
3087,603045,Filter2
3088,603096,Filter2
3089,601028,Filter2
3090,002221,Filter2
3091,603117,
3092,300034,
3093,603527,Filter2
3094,301020,Filter2
3095,300815,Filter2
3096,688009,
3097,603087,Filter2
3098,001266,Filter3
3099,601089,
3100,600078,
3101,300146,
3102,002160,Filter2
3103,603738,Filter2
3104,002669,Filter2
3105,603048,Filter2
3106,300438,
3107,002535,Filter2
3108,601390,
3109,600975,
3110,300343,Filter2
3111,603305,Filter1
3112,600889,Filter1
3113,000090,
3114,688501,Filter2
3115,600760,Filter2
3116,301279,Filter2
3117,301125,Filter2
3118,600560,Filter2
3119,600259,Filter2
3120,002088,
3121,300697,Filter2
3122,301022,Filter2
3123,300556,Filter1
3124,002737,Filter3
3125,003012,
3126,600171,Filter3
3127,605050,Filter2
3128,601377,Filter2
3129,603726,Filter2
3130,601677,
3131,600469,Filter2
3132,600351,Filter2
3133,002271,
3134,688334,Filter2
3135,000601,Filter2
3136,603768,
3137,002328,Filter2
3138,300327,Filter2
3139,301502,
3140,603566,
3141,600326,
3142,688690,
3143,000949,Filter2
3144,605296,Filter2
3145,605007,
3146,000679,Filter2
3147,688556,Filter2
3148,000750,Filter2
3149,603071,
3150,301399,Filter2
3151,000544,Filter2
3152,601156,
3153,688366,
3154,688152,Filter3
3155,301225,Filter2
3156,300087,Filter2
3157,601021,
3158,603416,Filter2
3159,002326,
3160,600436,
3161,603208,
3162,301036,Filter3
3163,603201,Filter2
3164,300595,
3165,000709,Filter2
3166,300641,Filter3
3167,301151,
3168,002823,Filter2
3169,601700,Filter2
3170,000966,
3171,688335,
3172,300286,Filter2
3173,603681,Filter2
3174,688349,
3175,920082,
3176,600690,
3177,603310,
3178,601868,
3179,600197,
3180,000987,Filter2
3181,600369,Filter2
3182,600572,
3183,300450,Filter2
3184,002685,Filter2
3185,000001,Filter2
3186,688307,Filter2
3187,000712,Filter2
3188,920106,
3189,600980,Filter2
3190,688196,Filter2
3191,688517,Filter2
3192,603111,Filter2
3193,002392,Filter2
3194,300623,Filter2
3195,600876,
3196,300849,Filter2
3197,603773,Filter2
3198,300757,Filter3
3199,301395,Filter2
3200,603213,Filter2
3201,002454,Filter2
3202,301539,
3203,600383,Filter2
3204,301045,Filter2
3205,002035,
3206,300018,Filter2
3207,688659,Filter2
3208,000707,
3209,001222,Filter2
3210,002741,Filter2
3211,301522,
3212,600510,Filter2
3213,600585,
3214,300225,Filter2
3215,301552,
3216,688077,Filter2
3217,600362,
3218,301469,
3219,000731,Filter2
3220,002598,Filter2
3221,600884,
3222,600061,Filter2
3223,600166,
3224,002136,Filter2
3225,601061,
3226,301168,
3227,002567,
3228,300127,Filter2
3229,603967,Filter2
3230,000661,
3231,002358,Filter2
3232,002116,Filter3
3233,600875,
3234,002605,Filter2
3235,603826,Filter2
3236,301321,Filter2
3237,300351,Filter2
3238,600525,Filter2
3239,300185,Filter2
3240,300048,Filter2
3241,600882,Filter2
3242,301086,Filter2
3243,001696,Filter2
3244,603268,Filter2
3245,688032,Filter2
3246,601669,
3247,600170,Filter2
3248,603617,Filter2
3249,600406,
3250,300353,Filter2
3251,688380,Filter2
3252,605208,Filter2
3253,300864,
3254,002757,Filter2
3255,300821,Filter2
3256,301283,
3257,300664,Filter2
3258,002681,Filter3
3259,300811,Filter2
3260,688267,Filter2
3261,002292,Filter3
3262,605133,Filter2
3263,002937,
3264,301175,Filter2
3265,300557,Filter2
3266,002991,Filter2
3267,301319,Filter2
3268,300196,
3269,600877,Filter2
3270,601718,
3271,002507,
3272,605155,Filter2
3273,603966,Filter2
3274,001277,
3275,002111,Filter2
3276,600639,Filter2
3277,600332,
3278,603396,
3279,603717,Filter2
3280,601236,Filter2
3281,600587,
3282,002019,
3283,603868,
3284,603878,
3285,600325,Filter2
3286,603036,Filter2
3287,605303,Filter2
3288,600160,Filter2
3289,603589,
3290,601778,
3291,301138,Filter2
3292,601928,Filter2
3293,688008,Filter3
3294,603567,
3295,001255,Filter2
3296,000099,Filter2
3297,600988,Filter2
3298,605183,Filter2
3299,002157,
3300,603978,
3301,688050,Filter2
3302,301067,Filter3
3303,600955,
3304,600018,
3305,603833,Filter2
3306,603956,Filter2
3307,688120,Filter2
3308,300775,
3309,601916,Filter2
3310,601212,
3311,605138,Filter2
3312,601065,
3313,001239,
3314,002626,
3315,300850,Filter2
3316,603016,Filter2
3317,000975,Filter3
3318,002884,
3319,002690,
3320,300717,Filter2
3321,301015,
3322,000554,Filter2
3323,002407,
3324,601399,
3325,002098,Filter2
3326,003025,Filter2
3327,300885,Filter2
3328,000951,Filter2
3329,603203,Filter2
3330,300726,Filter2
3331,603069,Filter2
3332,601233,
3333,001269,
3334,300963,Filter2
3335,600208,Filter2
3336,002377,Filter2
3337,603381,
3338,601066,Filter3
3339,301026,Filter2
3340,002500,Filter2
3341,301190,Filter2
3342,600379,Filter2
3343,301112,Filter2
3344,601618,
3345,600008,
3346,002085,Filter2
3347,300465,Filter2
3348,601001,Filter2
3349,603192,Filter2
3350,301206,
3351,001226,Filter2
3352,300540,Filter2
3353,301633,
3354,003042,Filter2
3355,603518,Filter2
3356,600062,
3357,605198,Filter2
3358,603008,
3359,688161,Filter2
3360,605151,Filter2
3361,600958,Filter2
3362,688193,Filter2
3363,600864,Filter2
3364,301600,
3365,600066,Filter2
3366,002664,Filter2
3367,002381,
3368,600685,
3369,002849,Filter1
3370,688063,
3371,301216,
3372,002008,Filter2
3373,688230,Filter2
3374,301149,Filter2
3375,600906,Filter2
3376,603843,Filter2
3377,300111,Filter2
3378,002023,Filter2
3379,000905,Filter2
3380,002252,
3381,002043,
3382,600928,Filter2
3383,688269,
3384,603558,Filter2
3385,301309,Filter2
3386,688707,
3387,002307,Filter3
3388,688616,Filter2
3389,600032,
3390,601811,
3391,605378,Filter2
3392,300228,Filter2
3393,920099,
3394,603661,
3395,002716,Filter2
3396,600727,Filter2
3397,601766,
3398,000155,Filter3
3399,301106,Filter2
3400,605008,
3401,603668,
3402,603190,
3403,603858,
3404,002553,Filter2
3405,301133,Filter2
3406,301377,Filter2
3407,688558,Filter2
3408,603006,Filter2
3409,300644,Filter2
3410,002452,Filter3
3411,688330,Filter2
3412,001332,Filter2
3413,600361,
3414,300808,Filter2
3415,688029,Filter2
3416,688353,Filter2
3417,300861,
3418,603303,Filter2
3419,002185,Filter2
3420,002051,
3421,300416,
3422,002004,
3423,603225,
3424,300831,Filter2
3425,603275,Filter2
3426,600315,
3427,000686,Filter2
3428,603767,
3429,300024,Filter2
3430,603960,
3431,603231,
3432,600211,
3433,300059,Filter3
3434,601901,Filter3
3435,001326,
3436,600989,Filter2
3437,002957,Filter2
3438,601608,Filter2
3439,301510,Filter2
3440,688563,Filter2
3441,300041,
3442,600048,
3443,001216,
3444,601096,
3445,301448,Filter2
3446,601186,
3447,603341,
3448,002463,Filter3
3449,300164,Filter2
3450,605003,Filter2
3451,601788,Filter3
3452,688549,Filter2
3453,000539,
3454,300999,Filter2
3455,600075,Filter2
3456,601966,
3457,002755,Filter2
3458,002922,Filter2
3459,002843,Filter2
3460,300224,Filter2
3461,601033,
3462,300403,Filter2
3463,600869,Filter2
3464,603163,Filter2
3465,603980,Filter2
3466,600004,
3467,605056,Filter3
3468,601059,
3469,600516,
3470,301043,Filter2
3471,688220,Filter2
3472,688122,Filter2
3473,600966,
3474,000589,
3475,002408,
3476,600529,
3477,603586,Filter2
3478,603693,
3479,000758,Filter2
3480,600925,
3481,600319,Filter2
3482,300515,Filter2
3483,600901,Filter2
3484,300172,Filter2
3485,002585,
3486,300906,Filter2
3487,002478,
3488,002014,Filter2
3489,600860,Filter2
3490,603235,
3491,600517,Filter2
3492,002300,
3493,603212,
3494,600929,
3495,601995,
3496,688318,Filter2
3497,301613,
3498,000568,Filter2
3499,603151,
3500,601500,Filter2
3501,002543,Filter3
3502,000970,Filter2
3503,603477,Filter2
3504,601816,
3505,603185,
3506,688018,Filter2
3507,300690,Filter2
3508,603801,
3509,002903,Filter2
3510,300118,
3511,600372,
3512,301233,Filter2
3513,300001,Filter2
3514,000937,
3515,688455,Filter2
3516,603182,Filter2
3517,603128,
3518,603895,Filter2
3519,300967,Filter2
3520,603685,Filter2
3521,000531,Filter2
3522,002142,Filter2
3523,601121,Filter2
3524,601699,Filter3
3525,300720,Filter2
3526,603329,Filter2
3527,600428,Filter2
3528,600201,
3529,002340,Filter2
3530,603969,Filter2
3531,688101,Filter2
3532,300088,Filter2
3533,688093,Filter2
3534,688333,Filter2
3535,603313,
3536,600903,
3537,600367,Filter2
3538,605111,Filter2
3539,002880,
3540,600938,
3541,000997,Filter2
3542,002639,Filter2
3543,301051,
3544,301353,Filter2
3545,002545,Filter2
3546,600058,
3547,002475,Filter3
3548,600598,Filter2
3549,002039,
3550,688231,
3551,301459,Filter2
3552,688571,Filter2
3553,002034,Filter2
3554,601117,
3555,002233,Filter2
3556,300514,Filter2
3557,600528,
3558,601555,Filter2
3559,301238,
3560,601890,Filter2
3561,002673,Filter2
3562,300218,Filter3
3563,688518,Filter2
3564,301263,Filter2
3565,600707,Filter2
3566,300879,Filter2
3567,300136,Filter3
3568,300990,Filter2
3569,002992,Filter2
3570,600961,
3571,603689,
3572,000301,
3573,002327,
3574,600021,
3575,600629,Filter2
3576,001324,Filter2
3577,000050,Filter2
3578,600710,Filter2
3579,300969,Filter2
3580,300606,
3581,300413,Filter2
3582,688370,Filter2
3583,603926,Filter2
3584,001373,Filter2
3585,301362,Filter2
3586,001979,
3587,301276,
3588,002215,Filter2
3589,601127,Filter2
3590,688569,
3591,688557,Filter2
3592,002079,Filter2
3593,600872,
3594,002870,Filter2
3595,002730,Filter2
3596,002041,Filter2
3597,603132,
3598,000708,
3599,300233,
3600,688036,Filter2
3601,300073,Filter2
3602,300529,
3603,300501,Filter2
3604,002876,Filter2
3605,301080,Filter2
3606,301107,Filter2
3607,300275,Filter2
3608,300409,Filter2
3609,601163,Filter2
3610,301128,Filter2
3611,688361,Filter2
3612,001225,Filter2
3613,001323,Filter2
3614,300400,Filter2
3615,688531,Filter2
3616,688484,Filter2
3617,002045,Filter2
3618,688172,Filter2
3619,301150,Filter2
3620,001259,Filter2
3621,688606,Filter2
3622,601318,Filter2
3623,603277,
3624,603688,
3625,605305,Filter2
3626,600030,Filter3
3627,688799,
3628,301631,
3629,301603,
3630,688498,Filter3
3631,301611,
3632,688536,
3633,688720,Filter2
3634,688700,Filter2
3635,688469,Filter2
3636,688425,
3637,688320,Filter2
3638,688306,Filter2
3639,688210,
3640,688155,Filter2
3641,688102,Filter2
3642,605277,Filter3
3643,605169,Filter2
3644,605167,Filter2
3645,603989,Filter2
3646,603787,Filter2
3647,603628,
3648,603613,Filter2
3649,603609,
3650,603601,Filter2
3651,603538,Filter2
3652,603439,
3653,603221,Filter2
3654,603209,
3655,603181,Filter2
3656,603115,Filter2
3657,603088,Filter2
3658,603080,Filter2
3659,603077,
3660,603062,Filter2
3661,601997,Filter2
3662,601939,Filter3
3663,601881,Filter3
3664,601878,
3665,601866,
3666,601818,Filter2
3667,601658,Filter2
3668,601611,
3669,601375,Filter2
3670,601330,Filter2
3671,601328,
3672,601326,
3673,601319,Filter2
3674,601288,Filter2
3675,601228,
3676,601218,Filter2
3677,601169,Filter2
3678,601108,Filter2
3679,601018,
3680,601015,
3681,600999,Filter3
3682,600968,
3683,600963,Filter2
3684,600909,Filter2
3685,600905,
3686,600871,
3687,600820,
3688,600667,Filter2
3689,600641,Filter2
3690,600552,Filter2
3691,600502,
3692,600483,
3693,600216,
3694,600210,Filter2
3695,600177,Filter2
3696,600167,
3697,600125,
3698,600063,Filter2
3699,600028,
3700,600020,Filter2
3701,600010,Filter2
3702,301591,
3703,301559,
3704,301260,Filter2
3705,301223,Filter2
3706,301003,Filter2
3707,300169,
3708,300159,Filter1
3709,002986,
3710,002960,
3711,002936,Filter2
3712,002921,Filter2
3713,002842,Filter2
3714,002643,
3715,002576,Filter2
3716,002540,Filter2
3717,002449,Filter2
3718,002443,Filter2
3719,002440,Filter2
3720,002332,Filter2
3721,002273,Filter2
3722,002258,
3723,002255,Filter2
3724,002165,Filter2
3725,002145,Filter2
3726,002120,
3727,002108,Filter2
3728,002081,Filter2
3729,002067,Filter2
3730,002064,Filter2
3731,001227,
3732,001213,
3733,000998,
3734,000968,
3735,000960,Filter2
3736,000957,Filter2
3737,000928,Filter2
3738,000783,Filter3
3739,000738,
3740,000735,Filter2
3741,000728,Filter2
3742,000681,Filter2
3743,000629,Filter2
3744,000623,Filter2
3745,000537,
3746,000060,Filter2
3747,000039,
3748,000002,
3749,301498,Filter2
3750,688348,
3751,688622,Filter2
3752,300881,Filter2
3753,600183,Filter2
3754,300684,Filter2
3755,300856,
3756,688798,Filter3
3757,688290,Filter2
3758,688347,Filter2
3759,688268,
3760,002262,
3761,002859,Filter2
3762,603075,Filter2
3763,300236,Filter2
3764,600559,
3765,600771,
3766,300788,Filter2
3767,002389,Filter2
3768,000933,
3769,002982,Filter2
3770,002006,Filter2
3771,300549,Filter2
3772,301255,Filter2
3773,688376,Filter2
3774,003031,Filter2
3775,002192,
3776,600487,
3777,301005,Filter3
3778,601808,
3779,688728,
3780,603239,Filter2
3781,000603,Filter2
3782,688184,
3783,300758,Filter2
3784,600233,
3785,603890,Filter2
3786,002352,Filter2
3787,002536,Filter2
3788,603325,Filter2
3789,002179,
3790,605389,Filter2
3791,002372,
3792,688218,Filter2
3793,301266,
3794,002011,Filter2
3795,688432,Filter2
3796,002911,Filter2
3797,601198,Filter2
3798,688150,Filter2
3799,688708,
3800,688485,Filter2
3801,601985,
3802,603648,Filter2
3803,300457,Filter2
3804,600452,
3805,600153,Filter2
3806,600128,Filter3
3807,688112,
3808,688355,Filter2
3809,603920,Filter1
3810,002158,Filter2
3811,601177,Filter3
3812,001286,
3813,688126,
3814,301500,
3815,000513,
3816,688403,Filter2
3817,002493,
3818,600745,Filter2
3819,301551,Filter1
3820,688529,Filter2
3821,601688,Filter2
3822,600916,
3823,000768,
3824,002926,Filter2
3825,000792,Filter2
3826,300323,Filter1
3827,300699,Filter2
3828,601825,Filter2
3829,002797,Filter3
3830,002939,Filter2
3831,000776,Filter3
3832,002577,Filter1
3833,600893,
3834,002009,Filter2
3835,300346,Filter2
3836,300694,Filter2
3837,002357,Filter2
3838,002608,
3839,002531,
3840,300109,Filter2
3841,600015,Filter2
3842,600064,Filter2
3843,300889,Filter2
3844,688146,
3845,600268,Filter2
3846,301196,Filter2
3847,600577,Filter2
3848,603156,
3849,000338,
3850,600426,
3851,601872,
3852,600522,
3853,601226,Filter2
3854,600116,
3855,603026,
3856,688265,Filter2
3857,603786,Filter1
3858,601601,
3859,601633,Filter2
3860,603889,
3861,300772,Filter2
3862,002402,Filter2
3863,600755,
3864,605189,Filter2
3865,600026,
3866,600783,Filter2
3867,000726,Filter2
3868,603160,Filter2
3869,002967,Filter2
3870,603339,Filter2
3871,000027,
3872,301567,
3873,688766,Filter2
3874,603997,
3875,000551,Filter2
3876,300673,Filter2
3877,688603,
3878,601077,Filter2
3879,003002,Filter2
3880,300843,Filter2
3881,002226,Filter2
3882,000915,
3883,601668,
3884,301062,
3885,605599,
3886,300201,Filter2
3887,601988,Filter2
3888,000557,Filter2
3889,600714,Filter3
3890,002144,Filter2
3891,600161,
3892,002516,Filter2
3893,300707,Filter2
3894,600395,
3895,300375,Filter2
3896,002979,Filter2
3897,600071,Filter2
3898,603393,
3899,000786,Filter2
3900,688508,Filter2
3901,003018,Filter2
3902,600973,Filter3
3903,300258,Filter2
3904,600352,
3905,600350,Filter2
3906,601952,
3907,600737,Filter2
3908,601083,
3909,603288,
3910,688702,Filter2
3911,601989,
3912,601965,Filter2
3913,002129,
3914,603638,Filter2
3915,002601,
3916,300441,Filter2
3917,688359,Filter2
3918,600025,Filter2
3919,600523,Filter2
3920,601211,Filter3
3921,301050,Filter2
3922,688625,Filter2
3923,600035,Filter2
3924,002206,Filter2
3925,002154,
3926,600478,Filter2
3927,605178,Filter2
3928,688610,Filter2
3929,600642,Filter2
3930,603215,Filter2
3931,000690,
3932,001228,
3933,603167,Filter3
3934,600862,Filter2
3935,601616,Filter2
3936,603600,Filter2
3937,688162,Filter2
3938,301252,Filter2
3939,603811,Filter2
3940,002101,Filter2
3941,002648,Filter2
3942,301458,
3943,688683,Filter2
3944,600817,Filter2
3945,601678,Filter2
3946,600273,Filter2
3947,301371,Filter2
3948,002662,Filter2
3949,600740,
3950,600328,
3951,300761,
3952,601336,Filter2
3953,600618,Filter2
3954,600515,Filter2
3955,300507,Filter2
3956,603011,Filter2
3957,002708,Filter2
3958,600926,Filter2
3959,605020,Filter2
3960,600660,Filter2
3961,000581,Filter2
3962,001391,
3963,603701,Filter2
3964,000778,
3965,600330,Filter2
3966,603035,Filter2
3967,688768,Filter2
3968,600308,Filter2
3969,002670,Filter3
3970,000700,Filter2
3971,002736,Filter2
3972,300285,
3973,603733,Filter2
3974,301588,
3975,002915,Filter3
3976,601188,Filter2
3977,601969,Filter2
3978,600490,Filter2
3979,300360,Filter2
3980,301398,Filter2
3981,300618,Filter2
3982,603871,
3983,688772,Filter2
3984,600816,Filter2
3985,603355,Filter2
3986,601398,Filter2
3987,600313,Filter2
3988,002498,
3989,000680,Filter2
3990,600873,
3991,601006,
3992,002222,Filter2
3993,688663,Filter2
3994,002533,Filter2
3995,300498,
3996,002606,Filter2
3997,600519,
3998,600511,
3999,300373,Filter2
4000,300115,Filter2
4001,601975,
4002,002100,
4003,600970,
4004,002202,
4005,603025,Filter2
4006,002942,Filter2
4007,002254,
4008,000795,Filter3
4009,600017,Filter2
4010,601225,Filter2
4011,000969,Filter2
4012,300748,Filter2
4013,600475,
4014,300019,Filter2
4015,301359,Filter2
4016,002958,Filter2
4017,603162,
4018,002073,Filter2
4019,603158,Filter2
4020,603876,
4021,001203,
4022,688630,
4023,601990,Filter2
4024,603194,
4025,600497,Filter2
4026,688767,Filter2
4027,600612,
4028,601869,Filter3
4029,003022,
4030,301192,Filter2
4031,603052,Filter2
4032,603091,
4033,600546,Filter2
4034,300398,Filter2
4035,000729,Filter2
4036,603169,Filter2
4037,688128,Filter2
4038,601991,
4039,000528,
4040,601857,
4041,300119,Filter2
4042,300919,Filter2
4043,600539,Filter3
4044,600780,
4045,002635,Filter2
4046,002409,Filter2
4047,300054,Filter2
4048,300822,Filter2
4049,688456,Filter2
4050,603323,Filter2
4051,600583,
4052,301099,Filter2
4053,000697,Filter3
4054,003043,
4055,002765,Filter2
4056,002506,Filter2
4057,000552,
4058,601200,
4059,600751,Filter2
4060,600123,
4061,688019,Filter2
4062,000538,Filter2
4063,300832,
4064,600331,Filter2
4065,002304,
4066,002286,Filter2
4067,603173,Filter2
4068,002371,Filter2
4069,688336,Filter2
4070,002891,Filter2
4071,000902,
4072,002559,Filter2
4073,301202,Filter2
4074,688466,Filter2
4075,301397,Filter2
4076,301219,Filter2
4077,688281,
4078,000983,Filter2
4079,603348,
4080,603619,
4081,603703,Filter2
4082,920002,Filter1
4083,600919,Filter2
4084,000598,
4085,603082,
4086,600845,
4087,600007,Filter2
4088,300005,Filter2
4089,600717,
4090,002694,Filter2
4091,600531,Filter2
4092,688100,
4093,002311,Filter2
4094,003017,Filter2
4095,688390,Filter2
4096,603161,Filter2
4097,002996,Filter2
4098,600150,
4099,688692,
4100,688234,Filter2
4101,300930,Filter2
4102,002658,Filter2
4103,301376,
4104,601000,
4105,300304,Filter2
4106,603312,Filter2
4107,605258,Filter2
4108,603059,
4109,300669,Filter2
4110,600248,Filter2
4111,002839,Filter2
4112,002320,Filter2
4113,301568,Filter2
4114,601009,Filter2
4115,600795,Filter2
4116,600098,
4117,601609,Filter2
4118,002759,Filter2
4119,603130,Filter2
4120,688676,
4121,600158,Filter2
4122,600422,
4123,603700,
4124,600549,Filter2
4125,601113,Filter2
4126,601827,
4127,300446,Filter2
4128,300415,Filter2
4129,300257,
4130,300946,Filter2
4131,300445,Filter2
4132,002061,
4133,301328,Filter2
4134,002267,Filter2
4135,688257,Filter2
4136,600320,Filter2
4137,002623,
4138,601101,
4139,300668,
4140,000963,Filter2
4141,300505,Filter2
4142,002283,Filter2
4143,688209,Filter2
4144,605090,
4145,300950,Filter2
4146,002295,Filter2
4147,600819,Filter2
4148,600392,Filter2
4149,301069,Filter2
4150,603053,
4151,300622,Filter2
4152,002978,Filter2
4153,301059,Filter3
4154,600371,Filter2
4155,603730,
4156,300724,Filter2
4157,601628,Filter2
4158,002241,Filter2
4159,601838,Filter2
4160,000651,Filter2
4161,002337,Filter2
4162,688680,
4163,603596,Filter1
4164,605333,Filter2
4165,603429,Filter2
4166,000688,Filter2
4167,688819,
4168,300316,Filter2
4169,603988,Filter2
4170,300303,Filter2
4171,301200,Filter2
4172,601882,
4173,603529,Filter2
4174,002458,
4175,688012,Filter2
4176,300129,
4177,600023,Filter2
4178,600089,
4179,600888,
4180,601118,
4181,000685,Filter2
4182,600586,
4183,300996,Filter2
4184,002026,Filter2
4185,600459,Filter2
4186,603588,
4187,000007,Filter2
4188,601598,
4189,301019,Filter2
4190,002625,Filter2
4191,688139,
4192,600578,
4193,002747,Filter2
4194,000333,Filter2
4195,600348,
4196,301001,Filter2
4197,002204,Filter2
4198,000012,
4199,688372,Filter2
4200,603605,
4201,601619,Filter2
4202,601107,
4203,601139,
4204,002745,Filter2
4205,300868,Filter2
4206,300102,Filter2
4207,601333,
4208,600976,
4209,600575,
4210,688278,Filter2
4211,002497,Filter2
4212,603135,Filter2
4213,601998,
4214,300472,Filter2
4215,603039,Filter2
4216,601369,
4217,301010,Filter2
4218,002130,Filter3
4219,301028,Filter2
4220,000559,Filter2
4221,301029,Filter2
4222,301165,Filter2
4223,688697,Filter2
4224,600508,
4225,603677,Filter2
4226,600085,
4227,002521,
4228,600886,Filter2
4229,002395,Filter2
4230,605116,
4231,605368,Filter2
4232,300545,Filter2
4233,603919,
4234,002611,Filter2
4235,002483,Filter2
4236,000791,Filter2
4237,300779,Filter2
4238,301039,
4239,002714,Filter2
4240,605016,
4241,600887,Filter2
4242,000725,Filter2
4243,600301,Filter2
4244,601577,Filter2
4245,301327,
4246,002163,Filter2
4247,600188,
4248,601298,Filter2
4249,600582,
4250,001309,Filter2
4251,600000,Filter2
4252,603392,
4253,603666,Filter2
4254,601128,Filter2
4255,000612,Filter2
4256,688332,Filter2
4257,002595,Filter2
4258,002091,Filter2
4259,301323,Filter2
4260,601865,
4261,603758,Filter2
4262,002223,Filter2
4263,300689,Filter2
4264,000550,
4265,300852,Filter2
4266,301109,Filter2
4267,600674,
4268,002170,Filter2
4269,688186,Filter2
4270,002429,Filter2
4271,300085,Filter2
4272,601860,Filter2
4273,688396,Filter2
4274,600019,Filter2
4275,301325,Filter2
4276,605088,Filter2
4277,002378,Filter2
4278,002928,
4279,603489,Filter2
4280,300809,Filter2
4281,600179,Filter2
4282,600486,
4283,601528,Filter2
4284,688567,Filter2
4285,605196,Filter2
4286,001238,Filter2
4287,001872,
4288,605009,Filter2
4289,300384,Filter2
4290,601607,
4291,000030,Filter2
4292,002274,Filter2
4293,600338,Filter2
4294,001260,Filter2
4295,601958,Filter2
4296,003038,
4297,605098,
4298,002833,
4299,688548,Filter2
4300,001311,Filter2
4301,002156,Filter2
4302,600548,Filter2
4303,601229,Filter2
4304,300820,Filter2
4305,600269,Filter2
4306,600011,
4307,601088,
4308,301548,
4309,600378,
4310,300380,Filter2
4311,688165,Filter2
4312,300818,Filter2
4313,600900,
4314,300817,Filter1
4315,600782,Filter2
4316,300154,Filter2
